CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,TRANS_LV1,TRANS_LV2,IB_REGISTER_DATE,CLIENT_CREATE_DATE,HIST_AVG_CA_BALANCE,ts_dt,BALANCE_COVERAGE_RATIO,DAYS_SINCE_LAST_TRANS,DAYS_SINCE_REG,cum_total_count,IS_DORMANT_WAKEUP,IS_LATE_NIGHT,cum_night_count,cum_night_ratio,IS_ANOMALOUS_TIME_ALERT,risk_score
12612,2019-10-04,13,27748935.0,Payment,Credit_card_repayment,2019-05-04,2019-03-20,451297.13625,2019-10-04 13:00:00,61.487062005227,153.54166666666666,153.54166666666666,0,1,0,0,0.0,0,3.0
315751,2019-11-29,19,50000000.0,Transfer,Within_bank,2019-08-16,2019-08-16,171130.928,2019-11-29 19:00:00,292.1739546523014,105.79166666666667,105.79166666666667,0,1,0,0,0.0,0,3.0
43809,2019-12-18,10,17172038.0,Payment,Credit_card_repayment,2019-07-19,2019-07-19,45595.74,2019-12-18 10:00:00,376.6149643855731,152.41666666666666,152.41666666666666,0,1,0,0,0.0,0,3.0
981892,2019-08-30,0,7000000.0,Transfer,Outside_bank,2019-01-17,2019-01-17,665132.1483333333,2019-08-30 00:00:00,10.524224422823544,1.0833333333333333,225.0,3,0,1,0,0.0,1,3.0
43843,2019-08-24,10,36896370.0,Payment,Credit_card_repayment,2019-02-13,2019-01-31,397241.994,2019-08-24 10:00:00,92.88134325262496,192.41666666666666,192.41666666666666,0,1,0,0,0.0,0,3.0
983317,2019-10-30,5,30000000.0,Payment,Credit_card_repayment,2019-03-28,2019-03-28,2287277.077,2019-10-30 05:00:00,13.116032290769484,0.7916666666666666,216.20833333333334,39,0,1,0,0.0,1,3.0
985689,2019-11-26,13,27967000.0,Transfer,Within_bank,2019-08-06,2019-08-06,83179.138,2019-11-26 13:00:00,336.2261339692861,112.54166666666667,112.54166666666667,0,1,0,0,0.0,0,3.0
986090,2019-11-19,16,38927425.0,Transfer,Outside_bank,2019-06-12,2019-06-11,1595199.7528571428,2019-11-19 16:00:00,24.40285295307596,160.66666666666666,160.66666666666666,0,1,0,0,0.0,0,3.0
450106,2019-11-21,10,30000000.0,Transfer,Outside_bank,2019-07-12,2019-07-12,1645435.5266666666,2019-11-21 10:00:00,18.232254934103594,132.41666666666666,132.41666666666666,0,1,0,0,0.0,0,3.0
346579,2019-12-06,0,24757715.0,Payment,Credit_card_repayment,2019-06-04,2019-03-07,646944.33,2019-12-06 00:00:00,38.268694618001085,4.125,185.0,14,0,1,0,0.0,1,3.0
987381,2019-10-15,15,50000000.0,Transfer,Outside_bank,2019-06-18,2019-06-15,137360.85571428572,2019-10-15 15:00:00,364.00472126033713,119.625,119.625,0,1,0,0,0.0,0,3.0
12726,2019-12-12,9,50000000.0,Transfer,Outside_bank,2019-04-20,2019-04-20,4759574.827777778,2019-12-12 09:00:00,10.50514001966846,92.95833333333333,236.375,2,1,0,0,0.0,0,3.0
485700,2019-12-05,2,117000000.0,Payment,Credit_card_repayment,2019-07-19,2019-07-19,3677802.1016666666,2019-12-05 02:00:00,31.81247842200674,0.375,139.08333333333334,3,0,1,0,0.0,1,3.0
385264,2019-11-01,15,20000000.0,Transfer,Outside_bank,2019-05-29,2019-05-29,482619.73,2019-11-01 15:00:00,41.44049394662252,137.04166666666666,156.625,4,1,0,0,0.0,0,3.0
228979,2019-08-23,10,22000000.0,Payment,Credit_card_repayment,2019-01-23,2019-01-22,1108906.9675,2019-08-23 10:00:00,19.839355910442148,154.0,212.41666666666666,4,1,0,0,0.0,0,3.0
211702,2019-09-16,16,200000000.0,Transfer,Within_bank,2019-04-12,2019-04-12,551268.6222222222,2019-09-16 16:00:00,362.7995353520229,157.66666666666666,157.66666666666666,0,1,0,0,0.0,0,3.0
135274,2019-10-15,8,41500000.0,Transfer,Within_bank,2019-07-01,2019-03-08,1753373.6342857142,2019-10-15 08:00:00,23.668657488778482,106.33333333333333,106.33333333333333,0,1,0,0,0.0,0,3.0
12743,2019-09-05,15,10000000.0,Transfer,Outside_bank,2019-06-05,2019-05-23,310240.6766666667,2019-09-05 15:00:00,32.23303954568799,92.625,92.625,0,1,0,0,0.0,0,3.0
988134,2019-09-27,3,15000000.0,Transfer,Outside_bank,2019-02-21,2019-02-21,1036178.345,2019-09-27 03:00:00,14.47627242186309,1.7083333333333333,218.125,13,0,1,0,0.0,1,3.0
406452,2019-05-15,20,20300000.0,Transfer,Outside_bank,2019-02-12,2019-02-12,1200774.280909091,2019-05-15 20:00:00,16.905758494812254,92.83333333333333,92.83333333333333,0,1,0,0,0.0,0,3.0
422614,2019-09-25,16,30127000.0,Transfer,Outside_bank,2019-06-17,2019-05-24,1864738.2125,2019-09-25 16:00:00,16.156155216794776,100.66666666666667,100.66666666666667,0,1,0,0,0.0,0,3.0
338837,2019-12-26,22,30478000.0,Payment,Credit_card_repayment,2019-06-21,2019-04-09,10163.488571428572,2019-12-26 22:00:00,2998.7734778087424,153.45833333333334,188.91666666666666,1,1,0,0,0.0,0,3.0
22696,2019-10-15,23,30800000.0,Transfer,Outside_bank,2019-04-17,2019-04-01,1745844.71,2019-10-15 23:00:00,17.641889810362102,181.95833333333334,181.95833333333334,0,1,0,0,0.0,0,3.0
988832,2019-08-27,8,50000000.0,Transfer,Outside_bank,2019-03-12,2019-03-12,4636.671,2019-08-27 08:00:00,10783.598813063081,168.33333333333334,168.33333333333334,0,1,0,0,0.0,0,3.0
989971,2019-12-03,5,50000000.0,Transfer,Outside_bank,2019-03-07,2019-03-06,353571.90125,2019-12-03 05:00:00,141.41395235825703,28.875,271.2083333333333,8,0,1,0,0.0,1,3.0
327299,2019-07-09,18,30000000.0,Transfer,Outside_bank,2019-03-01,2019-02-21,2393470.4299999997,2019-07-09 18:00:00,12.534100953933516,130.75,130.75,0,1,0,0,0.0,0,3.0
259138,2019-05-07,1,100000000.0,Payment,Credit_card_repayment,2019-04-11,2019-04-09,5084776.2725,2019-05-07 01:00:00,19.666548662255494,0.5,26.041666666666668,3,0,1,0,0.0,1,3.0
990897,2019-12-01,18,12995666.0,Payment,Credit_card_repayment,2019-08-22,2019-08-22,316052.212,2019-12-01 18:00:00,41.11873135565592,101.75,101.75,0,1,0,0,0.0,0,3.0
87998,2019-12-19,11,10000000.0,Transfer,Within_bank,2019-08-20,2019-08-16,32750.0,2019-12-19 11:00:00,305.343511357147,121.45833333333333,121.45833333333333,0,1,0,0,0.0,0,3.0
994355,2019-12-30,11,48000000.0,Transfer,Outside_bank,2019-04-17,2019-04-16,2872428.028888889,2019-12-30 11:00:00,16.710601455313128,165.375,257.4583333333333,4,1,0,2,0.49999875000312505,0,3.0
232749,2019-12-19,8,50000000.0,Transfer,Outside_bank,2019-09-16,2019-09-16,234506.15,2019-12-19 08:00:00,213.21402444186586,94.33333333333333,94.33333333333333,0,1,0,0,0.0,0,3.0
996610,2019-08-19,13,10000000.0,Transfer,Outside_bank,2019-05-18,2019-05-18,546003.23125,2019-08-19 13:00:00,18.314909926307973,93.54166666666667,93.54166666666667,0,1,0,0,0.0,0,3.0
996802,2019-11-03,1,55691186.0,Payment,Credit_card_repayment,2019-04-09,2019-04-09,197487.95222222223,2019-11-03 01:00:00,281.9978908612806,208.04166666666666,208.04166666666666,0,1,1,0,0.0,0,3.0
241341,2019-11-01,14,50000000.0,Transfer,Outside_bank,2019-03-12,2019-03-12,265918.386,2019-11-01 14:00:00,188.0276153530795,144.16666666666666,234.58333333333334,3,1,0,0,0.0,0,3.0
191582,2019-12-17,16,32500000.0,Transfer,Outside_bank,2019-08-14,2019-08-14,700574.4839999999,2019-12-17 16:00:00,46.39049914289499,125.66666666666667,125.66666666666667,0,1,0,0,0.0,0,3.0
297571,2019-10-30,9,16500000.0,Transfer,Outside_bank,2019-04-02,2019-04-01,641369.2388888889,2019-10-30 09:00:00,25.72621042494557,211.375,211.375,0,1,0,0,0.0,0,3.0
82830,2019-08-16,9,25440000.0,Payment,Credit_card_repayment,2019-05-15,2019-05-08,1521743.8599999999,2019-08-16 09:00:00,16.717662327109913,93.375,93.375,0,1,0,0,0.0,0,3.0
996972,2019-11-01,11,14600000.0,Transfer,Within_bank,2019-07-09,2019-03-14,448468.17333333334,2019-11-01 11:00:00,32.5552644932569,114.70833333333333,115.45833333333333,1,1,0,0,0.0,0,3.0
997783,2019-12-17,14,300000000.0,Transfer,Outside_bank,2019-04-11,2019-04-11,3846565.7466666666,2019-12-17 14:00:00,77.99164755189541,143.0,250.58333333333334,20,1,0,0,0.0,0,3.0
339189,2019-10-08,10,34325000.0,Transfer,Outside_bank,2019-07-08,2019-07-08,2875079.0816666665,2019-10-08 10:00:00,11.938802038093021,92.41666666666667,92.41666666666667,0,1,0,0,0.0,0,3.0
997852,2019-08-04,9,23815933.0,Payment,Credit_card_repayment,2019-03-26,2019-03-11,610269.557,2019-08-04 09:00:00,39.025267976147376,131.375,131.375,0,1,0,0,0.0,0,3.0
998413,2019-12-26,17,38000000.0,Transfer,Outside_bank,2019-06-26,2019-06-25,171918.28285714285,2019-12-26 17:00:00,221.03524631738043,183.70833333333334,183.70833333333334,0,1,0,0,0.0,0,3.0
174635,2019-12-25,2,180000000.0,Transfer,Outside_bank,2019-03-06,2019-01-30,3934622.5425,2019-12-25 02:00:00,45.74771736177093,0.25,294.0833333333333,93,0,1,2,0.02150537403168021,1,3.0
44,2019-12-12,20,23900000.0,Transfer,Within_bank,2019-04-04,2019-04-04,956799.0944444444,2019-12-12 20:00:00,24.979120630990458,182.33333333333334,252.83333333333334,2,1,0,0,0.0,0,3.0
405136,2019-12-31,13,30000000.0,Transfer,Outside_bank,2019-08-08,2019-08-07,651329.03,2019-12-31 13:00:00,46.05966971799093,145.54166666666666,145.54166666666666,0,1,0,0,0.0,0,3.0
392385,2019-12-05,4,12450000.0,Transfer,Outside_bank,2019-10-14,2019-09-25,311253.19333333336,2019-12-05 04:00:00,39.999589614705755,29.291666666666668,52.166666666666664,3,0,1,0,0.0,1,3.0
216548,2019-08-24,8,15000000.0,Payment,Credit_card_repayment,2019-05-22,2019-05-13,130478.8075,2019-08-24 08:00:00,114.96119780869692,94.33333333333333,94.33333333333333,0,1,0,0,0.0,0,3.0
88601,2019-07-08,9,55225595.0,Payment,Credit_card_repayment,2019-04-09,2019-03-12,4393016.214,2019-07-08 09:00:00,12.571224941960638,90.375,90.375,0,1,0,0,0.0,0,3.0
83006,2019-11-04,16,26700000.0,Payment,Credit_card_repayment,2019-07-29,2019-07-29,1120373.1925,2019-11-04 16:00:00,23.83134492907968,98.66666666666667,98.66666666666667,0,1,0,0,0.0,0,3.0
111885,2019-09-24,14,80000000.0,Transfer,Outside_bank,2019-05-03,2019-05-03,7989175.595,2019-09-24 14:00:00,10.013548838501887,144.58333333333334,144.58333333333334,0,1,0,0,0.0,0,3.0
614225,2019-12-19,18,140000000.0,Transfer,Outside_bank,2019-05-28,2019-05-28,2547670.07875,2019-12-19 18:00:00,54.95217028577762,120.91666666666667,205.75,8,1,0,0,0.0,0,3.0
405143,2019-11-16,5,20000000.0,Transfer,Outside_bank,2019-10-09,2019-10-09,665942.3933333333,2019-11-16 05:00:00,30.032627746659763,24.916666666666668,38.208333333333336,5,0,1,0,0.0,1,3.0
424636,2019-09-19,0,56520000.0,Payment,Credit_card_repayment,2019-07-24,2019-07-24,122539.06666666667,2019-09-19 00:00:00,461.24066008381214,6.291666666666667,57.0,34,0,1,0,0.0,1,3.0
2938,2019-09-30,17,49923848.0,Payment,Credit_card_repayment,2019-05-09,2019-05-07,1821906.185,2019-09-30 17:00:00,27.40198612352039,144.70833333333334,144.70833333333334,0,1,0,0,0.0,0,3.0
56467,2019-09-22,10,110000000.0,Transfer,Outside_bank,2019-03-05,2019-03-05,1989057.7920000001,2019-09-22 10:00:00,55.302566090270226,201.41666666666666,201.41666666666666,0,1,0,0,0.0,0,3.0
297929,2019-08-02,11,50849000.0,Payment,Credit_card_repayment,2019-04-01,2019-04-01,98565.5911111111,2019-08-02 11:00:00,515.8899715573156,123.45833333333333,123.45833333333333,0,1,0,0,0.0,0,3.0
127537,2019-09-17,17,60039000.0,Payment,Credit_card_repayment,2019-05-28,2019-05-17,26414.87,2019-09-17 17:00:00,2272.924302760936,112.70833333333333,112.70833333333333,0,1,0,0,0.0,0,3.0
127537,2019-12-19,15,200000000.0,Transfer,Outside_bank,2019-05-28,2019-05-17,26414.87,2019-12-19 15:00:00,7571.492872169542,92.91666666666667,205.625,1,1,0,0,0.0,0,3.0
253920,2019-08-12,10,20000000.0,Transfer,Outside_bank,2019-02-12,2019-02-12,112008.90400000001,2019-08-12 10:00:00,178.55723325544213,181.41666666666666,181.41666666666666,0,1,0,0,0.0,0,3.0
115473,2019-12-03,15,48000000.0,Transfer,Outside_bank,2019-04-25,2019-04-25,2017382.0777777778,2019-12-03 15:00:00,23.79321226677887,169.375,222.625,2,1,0,0,0.0,0,3.0
172085,2019-09-25,8,400000000.0,Transfer,Outside_bank,2019-03-12,2019-03-12,6635348.406,2019-09-25 08:00:00,60.28319472082249,197.33333333333334,197.33333333333334,0,1,0,0,0.0,0,3.0
320008,2019-12-13,14,46000000.0,Transfer,Within_bank,2019-08-10,2019-08-10,171523.78399999999,2019-12-13 14:00:00,268.1843819240728,125.58333333333333,125.58333333333333,0,1,0,0,0.0,0,3.0
232815,2019-11-17,16,47552800.0,Transfer,Outside_bank,2019-03-29,2019-03-28,1677577.78125,2019-11-17 16:00:00,28.34610742417195,151.875,233.66666666666666,5,1,0,0,0.0,0,3.0
112553,2019-10-23,21,26680000.0,Payment,Credit_card_repayment,2019-04-05,2019-04-05,1968768.3699999999,2019-10-23 21:00:00,13.551619584311224,91.125,201.875,7,1,0,0,0.0,0,3.0
383455,2019-10-08,0,30000000.0,Transfer,Outside_bank,2019-09-18,2019-09-18,2688293.1149999998,2019-10-08 00:00:00,11.159497389810637,0.625,20.0,21,0,1,0,0.0,1,3.0
172372,2019-11-07,14,16821469.0,Payment,Credit_card_repayment,2019-07-03,2019-06-26,495947.95166666666,2019-11-07 14:00:00,33.917811220171664,127.58333333333333,127.58333333333333,0,1,0,0,0.0,0,3.0
396050,2019-12-01,0,9170000.0,Transfer,Outside_bank,2019-10-23,2019-10-23,302291.615,2019-12-01 00:00:00,30.334946603453258,25.291666666666668,39.0,5,0,1,0,0.0,1,3.0
147889,2019-11-27,7,20000000.0,Transfer,Outside_bank,2019-04-27,2019-04-27,72490.8711111111,2019-11-27 07:00:00,275.8968086696852,214.29166666666666,214.29166666666666,0,1,0,0,0.0,0,3.0
292647,2019-10-31,14,10000000.0,Payment,Credit_card_repayment,2019-03-28,2019-03-28,488038.37,2019-10-31 14:00:00,20.490192194919217,217.58333333333334,217.58333333333334,0,1,0,0,0.0,0,3.0
292785,2019-09-05,8,63900000.0,Payment,Credit_card_repayment,2019-06-01,2019-03-13,59678.916000000005,2019-09-05 08:00:00,1070.7299038288947,96.33333333333333,96.33333333333333,0,1,0,0,0.0,0,3.0
62912,2019-08-30,9,200000000.0,Transfer,Outside_bank,2019-01-18,2019-01-18,4650874.761666667,2019-08-30 09:00:00,43.002662993208375,224.375,224.375,0,1,0,0,0.0,0,3.0
460753,2019-06-29,3,46000000.0,Payment,Credit_card_repayment,2019-06-19,2019-06-13,1708287.7300000002,2019-06-29 03:00:00,26.92754808917975,0.6666666666666666,10.125,3,0,1,0,0.0,1,3.0
23412,2019-10-30,10,326500000.0,Transfer,Outside_bank,2019-06-27,2019-06-27,2561350.69,2019-10-30 10:00:00,127.47180668131207,125.41666666666667,125.41666666666667,0,1,0,0,0.0,0,3.0
63107,2019-12-27,10,415000000.0,Transfer,Outside_bank,2019-06-10,2019-06-10,20682950.064285714,2019-12-27 10:00:00,20.064835949896754,200.41666666666666,200.41666666666666,0,1,0,0,0.0,0,3.0
63151,2019-08-03,13,14992629.0,Transfer,Outside_bank,2019-03-26,2019-03-07,74079.087,2019-08-03 13:00:00,202.38679504751633,130.54166666666666,130.54166666666666,0,1,0,0,0.0,0,3.0
23719,2019-08-06,12,99000000.0,Payment,Credit_card_repayment,2019-05-08,2019-05-08,393331.58999999997,2019-08-06 12:00:00,251.69603081583924,90.5,90.5,0,1,0,0,0.0,0,3.0
292785,2019-10-05,1,8142419.0,Payment,Credit_card_repayment,2019-06-01,2019-03-13,59678.916000000005,2019-10-05 01:00:00,136.43711287644078,0.3333333333333333,126.04166666666667,4,0,1,0,0.0,1,3.0
135997,2019-07-04,17,14350000.0,Transfer,Within_bank,2019-03-14,2019-03-14,398769.892,2019-07-04 17:00:00,35.98566563706405,112.70833333333333,112.70833333333333,0,1,0,0,0.0,0,3.0
392595,2019-08-22,5,407000000.0,Transfer,Outside_bank,2019-08-20,2019-08-20,4053291.476,2019-08-22 05:00:00,100.41222113161345,0.375,2.2083333333333335,3,0,1,0,0.0,1,3.0
392649,2019-06-25,11,48000000.0,Transfer,Outside_bank,2019-03-05,2019-03-05,4105763.2129999995,2019-06-25 11:00:00,11.690883645676792,112.45833333333333,112.45833333333333,0,1,0,0,0.0,0,3.0
113327,2019-07-20,5,992550000.0,Transfer,Outside_bank,2019-06-08,2019-06-08,7426452.1,2019-07-20 05:00:00,133.65062975342744,0.5416666666666666,42.208333333333336,15,0,1,0,0.0,1,3.0
286137,2019-11-27,14,250000000.0,Transfer,Outside_bank,2019-05-24,2019-05-24,2990547.96625,2019-11-27 14:00:00,83.59671967162986,187.58333333333334,187.58333333333334,0,1,0,0,0.0,0,3.0
196884,2019-11-30,9,300000000.0,Transfer,Outside_bank,2019-05-28,2019-05-24,7513977.8012500005,2019-11-30 09:00:00,39.92559040428543,186.375,186.375,0,1,0,0,0.0,0,3.0
438257,2019-07-09,4,50000000.0,Transfer,Outside_bank,2019-02-22,2019-02-22,2562284.4681818183,2019-07-09 04:00:00,19.513836430224533,0.5,137.16666666666666,7,0,1,0,0.0,1,3.0
172701,2019-10-14,7,50000000.0,Transfer,Outside_bank,2019-04-09,2019-04-09,213325.12888888887,2019-10-14 07:00:00,234.384014007552,127.875,188.29166666666666,2,1,0,0,0.0,0,3.0
233007,2019-11-13,2,300000000.0,Transfer,Outside_bank,2019-08-23,2019-08-20,26090921.38,2019-11-13 02:00:00,11.498252423919766,0.375,82.08333333333333,3,0,1,0,0.0,1,3.0
197028,2019-12-06,14,250000000.0,Transfer,Outside_bank,2019-05-29,2019-05-29,3393352.1,2019-12-06 14:00:00,73.67346288623077,191.58333333333334,191.58333333333334,0,1,0,0,0.0,0,3.0
483349,2019-09-03,13,50000000.0,Transfer,Outside_bank,2019-05-28,2019-05-28,4151590.775,2019-09-03 13:00:00,12.043576236118687,98.54166666666667,98.54166666666667,0,1,0,0,0.0,0,3.0
424653,2019-12-03,14,30000000.0,Transfer,Outside_bank,2019-02-14,2019-02-14,316844.9572727273,2019-12-03 14:00:00,94.6835330985886,286.9166666666667,292.5833333333333,4,1,0,0,0.0,0,3.0
100866,2019-10-01,0,12000000.0,Payment,Credit_card_repayment,2019-03-01,2019-02-19,457680.697,2019-10-01 00:00:00,26.219152519202286,6.25,214.0,48,0,1,0,0.0,1,3.0
444849,2019-11-17,18,28737000.0,Payment,Credit_card_repayment,2019-01-28,2019-01-28,646254.855,2019-11-17 18:00:00,44.46697734991149,190.375,293.75,2,1,0,0,0.0,0,3.0
369803,2019-06-28,8,26000000.0,Transfer,VNDirect,2019-01-07,2019-01-07,2388583.513333333,2019-06-28 08:00:00,10.88511239182399,172.33333333333334,172.33333333333334,0,1,0,0,0.0,0,3.0
148336,2019-08-29,5,300000000.0,Transfer,Outside_bank,2019-08-21,2019-08-21,20906245.95,2019-08-29 05:00:00,14.349778564613917,0.75,8.208333333333334,4,0,1,0,0.0,1,3.0
475822,2019-11-05,11,600000000.0,Transfer,Outside_bank,2019-04-10,2019-01-03,45107295.98499999,2019-11-05 11:00:00,13.301617552056133,209.45833333333334,209.45833333333334,0,1,0,0,0.0,0,3.0
138736,2019-08-03,0,10100000.0,Transfer,Outside_bank,2019-05-27,2019-05-02,839969.47375,2019-08-03 00:00:00,12.02424649408845,1.0416666666666667,68.0,15,0,1,0,0.0,1,3.0
136376,2019-08-29,11,950000000.0,Transfer,Within_bank,2019-03-26,2019-03-26,877876.4900000001,2019-08-29 11:00:00,1082.1567849358607,156.45833333333334,156.45833333333334,0,1,0,0,0.0,0,3.0
233340,2019-11-27,19,15000000.0,Payment,Credit_card_repayment,2019-07-15,2019-07-05,262373.43333333335,2019-11-27 19:00:00,57.17042235892643,135.79166666666666,135.79166666666666,0,1,0,0,0.0,0,3.0
379860,2019-12-05,0,7696000.0,Transfer,Within_bank,2019-01-16,2019-01-02,419749.17000000004,2019-12-05 00:00:00,18.334759303554193,13.333333333333334,323.0,4,0,1,0,0.0,1,3.0
138736,2019-08-20,2,26500000.0,Transfer,Outside_bank,2019-05-27,2019-05-02,839969.47375,2019-08-20 02:00:00,31.54876555379643,0.7916666666666666,85.08333333333333,27,0,1,1,0.03703702331962099,1,3.0
23883,2019-12-28,10,48000000.0,Transfer,Outside_bank,2019-06-12,2019-06-12,3525196.618571429,2019-12-28 10:00:00,13.616261784375487,144.0,199.41666666666666,2,1,0,0,0.0,0,3.0
100866,2019-10-20,0,18180867.0,Payment,Credit_card_repayment,2019-03-01,2019-02-19,457680.697,2019-10-20 00:00:00,39.72391040036098,0.125,233.0,55,0,1,1,0.018181814876033656,1,3.0
438952,2019-10-24,15,19714430.0,Payment,Credit_card_repayment,2019-06-19,2019-06-19,500566.10000000003,2019-10-24 15:00:00,39.38426912970366,127.625,127.625,0,1,0,0,0.0,0,3.0
271485,2019-11-18,11,15000000.0,Transfer,Outside_bank,2019-04-24,2019-04-22,1485781.7533333334,2019-11-18 11:00:00,10.095695391497927,208.45833333333334,208.45833333333334,0,1,0,0,0.0,0,3.0
271559,2019-07-26,10,16500000.0,Transfer,Outside_bank,2019-03-18,2019-03-12,885542.034,2019-07-26 10:00:00,18.63265589469881,93.75,130.41666666666666,2,1,0,1,0.49999750001249993,0,3.0
385657,2019-12-07,0,30200000.0,Transfer,Outside_bank,2019-11-11,2019-11-11,365591.4,2019-12-07 00:00:00,82.6058818647647,0.20833333333333334,26.0,7,0,1,0,0.0,1,3.0
318307,2019-11-21,1,50000000.0,Transfer,Outside_bank,2019-11-02,2019-11-02,3461030.34,2019-11-21 01:00:00,14.446565065319692,0.20833333333333334,19.041666666666668,6,0,1,0,0.0,1,3.0
3603,2019-10-07,11,24000000.0,Transfer,Within_bank,2019-06-29,2019-05-06,1074566.4828571428,2019-10-07 11:00:00,22.334588303893067,100.45833333333333,100.45833333333333,0,1,0,0,0.0,0,3.0
58675,2019-12-14,11,36750086.0,Transfer,Outside_bank,2019-06-13,2019-05-13,54559.2175,2019-12-14 11:00:00,673.5816178680382,176.25,184.45833333333334,1,1,0,1,0.9999900000999989,0,3.0
242088,2019-10-09,15,16800000.0,Transfer,Outside_bank,2019-05-13,2019-04-04,1531549.13125,2019-10-09 15:00:00,10.969285710200298,149.625,149.625,0,1,0,0,0.0,0,3.0
217258,2019-12-14,10,135000000.0,Transfer,Outside_bank,2019-02-16,2019-02-16,1607077.7199999997,2019-12-14 10:00:00,84.0034046387999,301.4166666666667,301.4166666666667,0,1,0,0,0.0,0,3.0
89133,2019-09-28,9,10572626.0,Payment,Credit_card_repayment,2019-03-25,2019-03-20,117779.058,2019-09-28 09:00:00,89.76660349161845,187.375,187.375,0,1,0,0,0.0,0,3.0
192706,2019-12-29,18,30106000.0,Payment,Credit_card_repayment,2019-07-24,2019-01-24,85532.21500000001,2019-12-29 18:00:00,351.98433708843095,158.75,158.75,0,1,0,0,0.0,0,3.0
298397,2019-10-16,14,12229279.0,Payment,Credit_card_repayment,2019-01-23,2019-01-08,0.0,2019-10-16 14:00:00,1222927900000.0,266.5833333333333,266.5833333333333,0,1,0,0,0.0,0,3.0
358202,2019-09-10,15,50000000.0,Transfer,Outside_bank,2019-03-04,2019-02-19,4498929.6729999995,2019-09-10 15:00:00,11.113754522539049,190.625,190.625,0,1,0,0,0.0,0,3.0
242309,2019-10-26,5,11000000.0,Transfer,Outside_bank,2019-07-18,2019-04-11,306468.81666666665,2019-10-26 05:00:00,35.892721873903774,100.20833333333333,100.20833333333333,0,1,1,0,0.0,0,3.0
246633,2019-12-06,0,7550000.0,Transfer,Outside_bank,2019-11-25,2019-11-25,153796.575,2019-12-06 00:00:00,49.09082012723035,3.2916666666666665,11.0,7,0,1,0,0.0,1,3.0
430631,2019-07-02,12,15220000.0,Transfer,Outside_bank,2019-03-21,2019-03-11,324454.065,2019-07-02 12:00:00,46.90956792152043,103.5,103.5,0,1,0,0,0.0,0,3.0
198052,2019-07-05,0,11850000.0,Transfer,Outside_bank,2019-04-05,2019-03-14,330693.57666666666,2019-07-05 00:00:00,35.833777356934434,31.25,91.0,4,0,1,0,0.0,1,3.0
486117,2019-09-20,9,50000000.0,Transfer,Outside_bank,2019-01-10,2019-01-10,633162.8466666667,2019-09-20 09:00:00,78.96862594266084,100.75,253.375,1,1,0,0,0.0,0,3.0
13936,2019-12-05,0,7900000.0,Transfer,Within_bank,2019-11-03,2019-09-25,337933.445,2019-12-05 00:00:00,23.377384265017703,6.083333333333333,32.0,3,0,1,0,0.0,1,3.0
344517,2019-10-07,5,5000000.0,Transfer,Outside_bank,2019-04-27,2019-04-16,245731.32375,2019-10-07 05:00:00,20.347426300781184,3.5416666666666665,163.20833333333334,10,0,1,0,0.0,1,3.0
116143,2019-11-21,10,386700000.0,Transfer,Outside_bank,2019-04-12,2019-04-12,1896676.7488888886,2019-11-21 10:00:00,203.88292323639112,167.625,223.41666666666666,6,1,0,0,0.0,0,3.0
518515,2019-10-31,14,18009000.0,Payment,Credit_card_repayment,2019-07-03,2019-07-03,407005.37666666665,2019-10-31 14:00:00,44.247572715253625,120.58333333333333,120.58333333333333,0,1,0,0,0.0,0,3.0
28778,2019-11-23,1,47000000.0,Transfer,Within_bank,2019-09-19,2019-09-19,2798500.4299999997,2019-11-23 01:00:00,16.79470887193398,2.625,65.04166666666667,16,0,1,0,0.0,1,3.0
254255,2019-10-19,0,8900000.0,Payment,Credit_card_repayment,2019-07-18,2019-07-18,350931.69,2019-10-19 00:00:00,25.36106100804515,1.625,93.0,6,0,1,0,0.0,1,3.0
519588,2019-12-31,1,40000000.0,Transfer,Outside_bank,2019-06-18,2019-06-18,3384703.5914285714,2019-12-31 01:00:00,11.817873831309154,0.20833333333333334,196.04166666666666,32,0,1,0,0.0,1,3.0
472249,2019-10-02,9,50000000.0,Transfer,Outside_bank,2019-03-28,2019-03-28,1830597.1949999998,2019-10-02 09:00:00,27.3134909942473,114.04166666666667,188.375,1,1,0,0,0.0,0,3.0
116278,2019-08-26,19,10455688.0,Payment,Credit_card_repayment,2019-04-09,2019-04-04,341770.18799999997,2019-08-26 19:00:00,30.592744384405094,139.79166666666666,139.79166666666666,0,1,0,0,0.0,0,3.0
519899,2019-07-25,1,40000000.0,Payment,Credit_card_repayment,2019-06-19,2019-06-19,517284.3014285714,2019-07-25 01:00:00,77.32691653073505,0.4166666666666667,36.041666666666664,4,0,1,0,0.0,1,3.0
469721,2019-12-08,11,20460000.0,Payment,Credit_card_repayment,2019-06-24,2019-06-20,398367.87142857147,2019-12-08 11:00:00,51.35956352633458,111.625,167.45833333333334,12,1,0,0,0.0,0,3.0
519899,2019-12-27,16,50000000.0,Transfer,Outside_bank,2019-06-19,2019-06-19,517284.3014285714,2019-12-27 16:00:00,96.65864566341881,93.0,191.66666666666666,13,1,0,1,0.07692301775152481,0,3.0
