CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,Device_ID_Hash,Beneficiary_CUSTOMER_NUMBER,ts_dt,tx_id,DEVICE_TOTAL_DISTINCT_CUSTOMERS,DEVICE_TOTAL_TRANS_COUNT,BENEFICIARY_TOTAL_DISTINCT_SENDERS,BENEFICIARY_TOTAL_TRANS_COUNT,BENEFICIARY_TOTAL_AMOUNT,IS_SHARED_DEVICE_ALERT,IS_COMMON_RECEIVER_ALERT,risk_score
104158,2019-02-19,13,30050000.0,4181497d85bb5078,39876,2019-02-19 13:00:00,363,1,165,678,705,8062378857.0,0,1,2.0
104158,2019-03-05,8,2000000.0,4181497d85bb5078,502658,2019-03-05 08:00:00,364,1,165,632,658,9156140164.0,0,1,2.0
104158,2019-05-21,14,8000000.0,4181497d85bb5078,169676,2019-05-21 14:00:00,365,1,165,610,645,6093840742.0,0,1,2.0
104158,2019-05-29,10,20000000.0,4181497d85bb5078,889843,2019-05-29 10:00:00,366,1,165,642,666,6983403671.0,0,1,2.0
104158,2019-06-17,15,10000000.0,4181497d85bb5078,815560,2019-06-17 15:00:00,367,1,165,648,674,8953177245.0,0,1,2.0
104158,2019-07-08,9,25000000.0,4181497d85bb5078,233647,2019-07-08 09:00:00,368,1,165,9,9,50408000.0,0,1,2.0
104158,2019-07-22,9,14930000.0,4181497d85bb5078,31182,2019-07-22 09:00:00,369,1,165,11,11,62830000.0,0,1,2.0
104158,2019-08-03,8,7200000.0,4181497d85bb5078,24584,2019-08-03 08:00:00,370,1,165,637,669,7120985548.0,0,1,2.0
104158,2019-08-14,21,35960000.0,4181497d85bb5078,374357,2019-08-14 21:00:00,371,1,165,630,655,4316565770.0,0,1,2.0
104158,2019-08-23,15,2000000.0,4181497d85bb5078,639075,2019-08-23 15:00:00,372,1,165,659,682,6921266772.0,0,1,2.0
104158,2019-09-18,11,20000000.0,4181497d85bb5078,553160,2019-09-18 11:00:00,373,1,165,625,655,6839737238.0,0,1,2.0
104158,2019-10-15,17,700000.0,4181497d85bb5078,503180,2019-10-15 17:00:00,374,1,165,655,681,5126078144.0,0,1,2.0
104158,2019-10-28,9,100000.0,4181497d85bb5078,935525,2019-10-28 09:00:00,375,1,165,6,6,29792000.0,0,1,2.0
104158,2019-11-16,11,1500000.0,4181497d85bb5078,822581,2019-11-16 11:00:00,376,1,165,643,669,7428357045.0,0,1,2.0
104158,2019-12-06,15,7000000.0,4181497d85bb5078,895338,2019-12-06 15:00:00,379,1,165,8,8,27620000.0,0,1,2.0
104158,2019-02-14,13,20000000.0,4181497d85bb5078,182115,2019-02-14 13:00:00,383,1,165,11,11,90310001.0,0,1,2.0
104158,2019-05-17,12,10000000.0,4181497d85bb5078,470504,2019-05-17 12:00:00,384,1,165,6,6,42820000.0,0,1,2.0
104158,2019-05-31,14,7200000.0,4181497d85bb5078,758279,2019-05-31 14:00:00,385,1,165,662,693,9064454590.0,0,1,2.0
104158,2019-07-26,10,2000000.0,4181497d85bb5078,338205,2019-07-26 10:00:00,386,1,165,6,6,14213000.0,0,1,2.0
104158,2019-08-21,12,10000000.0,4181497d85bb5078,669543,2019-08-21 12:00:00,387,1,165,667,700,8179911266.0,0,1,2.0
104158,2019-09-03,12,1000000.0,4181497d85bb5078,833288,2019-09-03 12:00:00,388,1,165,6,6,4327000.0,0,1,2.0
104158,2019-09-11,9,20000000.0,4181497d85bb5078,971410,2019-09-11 09:00:00,389,1,165,6,6,124766000.0,0,1,2.0
104158,2019-10-21,8,34970000.0,4181497d85bb5078,243843,2019-10-21 08:00:00,391,1,165,596,617,8518121106.0,0,1,2.0
104158,2019-11-18,11,25000000.0,4181497d85bb5078,864278,2019-11-18 11:00:00,393,1,165,608,629,8174215467.0,0,1,2.0
104158,2019-12-16,9,2300000.0,4181497d85bb5078,672242,2019-12-16 09:00:00,398,1,165,678,705,10083876106.0,0,1,2.0
104158,2019-12-21,6,50000000.0,4181497d85bb5078,453040,2019-12-21 06:00:00,399,1,165,611,630,8234843042.0,0,1,2.0
104158,2019-01-29,15,7500000.0,4181497d85bb5078,543148,2019-01-29 15:00:00,402,1,165,666,690,8453517907.0,0,1,2.0
104158,2019-03-05,7,7000000.0,4181497d85bb5078,640968,2019-03-05 07:00:00,403,1,165,657,676,8091388822.0,0,1,2.0
104158,2019-03-19,12,20000000.0,4181497d85bb5078,377538,2019-03-19 12:00:00,404,1,165,14,14,37371000.0,0,1,2.0
104158,2019-05-22,10,5000000.0,4181497d85bb5078,766624,2019-05-22 10:00:00,405,1,165,8,8,55960000.0,0,1,2.0
104158,2019-05-28,14,20000000.0,4181497d85bb5078,255776,2019-05-28 14:00:00,406,1,165,4,4,41730000.0,0,1,2.0
104158,2019-06-14,13,15000000.0,4181497d85bb5078,371962,2019-06-14 13:00:00,407,1,165,669,692,6645514371.0,0,1,2.0
104158,2019-06-13,14,20000000.0,4181497d85bb5078,339266,2019-06-13 14:00:00,408,1,165,7,7,73350000.0,0,1,2.0
104158,2019-09-05,11,20000000.0,4181497d85bb5078,231033,2019-09-05 11:00:00,411,1,165,623,649,7461934676.0,0,1,2.0
104158,2019-09-20,11,21000000.0,4181497d85bb5078,29433,2019-09-20 11:00:00,413,1,165,669,691,8414142964.0,0,1,2.0
104158,2019-10-03,16,1000000.0,4181497d85bb5078,118894,2019-10-03 16:00:00,415,1,165,626,648,5304323849.0,0,1,2.0
104158,2019-10-03,16,7200000.0,4181497d85bb5078,956837,2019-10-03 16:00:00,416,1,165,4,4,16000000.0,0,1,2.0
104158,2019-12-24,8,100000.0,4181497d85bb5078,524360,2019-12-24 08:00:00,422,1,165,9,9,158217000.0,0,1,2.0
104158,2019-05-08,10,3000000.0,4181497d85bb5078,380274,2019-05-08 10:00:00,424,1,165,652,675,8108918205.0,0,1,2.0
104158,2019-05-13,14,7000000.0,4181497d85bb5078,226196,2019-05-13 14:00:00,425,1,165,6,6,24042000.0,0,1,2.0
104158,2019-06-11,14,16000000.0,4181497d85bb5078,24626,2019-06-11 14:00:00,426,1,165,7,7,60250000.0,0,1,2.0
104158,2019-07-01,12,30000000.0,4181497d85bb5078,234658,2019-07-01 12:00:00,427,1,165,8,8,149800000.0,0,1,2.0
104158,2019-07-04,11,2000000.0,4181497d85bb5078,236643,2019-07-04 11:00:00,428,1,165,626,644,7814691794.0,0,1,2.0
104158,2019-07-20,11,20000000.0,4181497d85bb5078,128229,2019-07-20 11:00:00,429,1,165,6,6,68131000.0,0,1,2.0
104158,2019-08-07,22,14000000.0,4181497d85bb5078,893473,2019-08-07 22:00:00,430,1,165,659,688,7247087398.0,0,1,2.0
104158,2019-08-06,10,500000.0,4181497d85bb5078,996955,2019-08-06 10:00:00,431,1,165,653,680,6609742203.0,0,1,2.0
104158,2019-10-11,20,1000000.0,a7b65a3991df83a6,682901,2019-10-11 20:00:00,434,1,1,631,655,5056619199.0,0,1,2.0
104158,2019-11-04,10,7000000.0,4181497d85bb5078,849124,2019-11-04 10:00:00,436,1,165,645,670,8813279806.0,0,1,2.0
104158,2019-12-01,19,200000.0,4181497d85bb5078,1212,2019-12-01 19:00:00,437,1,165,652,677,6662349309.0,0,1,2.0
104158,2019-12-05,8,1860000.0,4181497d85bb5078,424694,2019-12-05 08:00:00,439,1,165,7,7,17460000.0,0,1,2.0
104158,2019-12-18,12,30000000.0,4181497d85bb5078,907100,2019-12-18 12:00:00,440,1,165,9,9,111450000.0,0,1,2.0
104158,2019-12-25,13,100000.0,4181497d85bb5078,178488,2019-12-25 13:00:00,441,1,165,635,652,7377306397.0,0,1,2.0
104158,2019-01-21,11,30000000.0,4181497d85bb5078,102862,2019-01-21 11:00:00,442,1,165,590,610,7621340723.0,0,1,2.0
104158,2019-04-26,9,11000000.0,4181497d85bb5078,154744,2019-04-26 09:00:00,443,1,165,592,613,7425120323.0,0,1,2.0
104158,2019-04-26,9,10000000.0,4181497d85bb5078,479799,2019-04-26 09:00:00,444,1,165,6,6,31232000.0,0,1,2.0
104158,2019-05-03,15,7500000.0,4181497d85bb5078,425305,2019-05-03 15:00:00,445,1,165,655,677,6374997955.0,0,1,2.0
104158,2019-05-22,15,7000000.0,4181497d85bb5078,863680,2019-05-22 15:00:00,446,1,165,656,687,8795415561.0,0,1,2.0
104158,2019-05-24,15,10000000.0,4181497d85bb5078,915270,2019-05-24 15:00:00,447,1,165,5,5,22490000.0,0,1,2.0
104158,2019-05-29,12,20000000.0,4181497d85bb5078,186431,2019-05-29 12:00:00,448,1,165,628,643,8315999299.0,0,1,2.0
104158,2019-07-30,11,20000000.0,4181497d85bb5078,151579,2019-07-30 11:00:00,450,1,165,9,9,76355000.0,0,1,2.0
104158,2019-08-05,13,25000000.0,642ad83c46fc346c,465871,2019-08-05 13:00:00,451,1,1,696,727,6984509187.0,0,1,2.0
104158,2019-08-30,16,17000000.0,4181497d85bb5078,433655,2019-08-30 16:00:00,452,1,165,4,4,21500000.0,0,1,2.0
104158,2019-10-14,11,29000000.0,4181497d85bb5078,152996,2019-10-14 11:00:00,454,1,165,6,6,32747000.0,0,1,2.0
104158,2019-10-15,17,1500000.0,4181497d85bb5078,806679,2019-10-15 17:00:00,455,1,165,8,8,40010000.0,0,1,2.0
104158,2019-10-14,18,200000.0,4181497d85bb5078,973708,2019-10-14 18:00:00,456,1,165,689,718,6792796934.0,0,1,2.0
104158,2019-11-03,8,1873000.0,4181497d85bb5078,565732,2019-11-03 08:00:00,458,1,165,690,716,8657413847.0,0,1,2.0
104158,2019-11-07,10,40000000.0,4181497d85bb5078,207357,2019-11-07 10:00:00,463,1,165,666,708,10255336603.0,0,1,2.0
104158,2019-02-19,8,7400000.0,4181497d85bb5078,591693,2019-02-19 08:00:00,471,1,165,665,688,5961279722.0,0,1,2.0
104158,2019-04-23,12,15000000.0,4181497d85bb5078,199278,2019-04-23 12:00:00,472,1,165,620,642,7020351880.0,0,1,2.0
104158,2019-05-10,12,10000000.0,4181497d85bb5078,37771,2019-05-10 12:00:00,473,1,165,611,627,5945885686.0,0,1,2.0
104158,2019-05-17,18,10000000.0,4181497d85bb5078,364218,2019-05-17 18:00:00,474,1,165,629,656,9283174669.0,0,1,2.0
104158,2019-05-23,16,25000000.0,4181497d85bb5078,937837,2019-05-23 16:00:00,475,1,165,634,659,5236299415.0,0,1,2.0
104158,2019-07-17,13,22000000.0,4181497d85bb5078,486015,2019-07-17 13:00:00,478,1,165,641,666,4730260882.0,0,1,2.0
104158,2019-08-24,20,30000000.0,4181497d85bb5078,488904,2019-08-24 20:00:00,480,1,165,659,689,7089808154.0,0,1,2.0
104158,2019-09-26,22,350000.0,4181497d85bb5078,381872,2019-09-26 22:00:00,483,1,165,683,708,8795028421.0,0,1,2.0
104158,2019-10-29,12,20000000.0,4181497d85bb5078,478290,2019-10-29 12:00:00,484,1,165,661,686,9541931099.0,0,1,2.0
104158,2019-11-24,9,300000.0,4181497d85bb5078,24542,2019-11-24 09:00:00,488,1,165,601,624,5752415445.0,0,1,2.0
104158,2019-12-09,10,20000000.0,4181497d85bb5078,234192,2019-12-09 10:00:00,489,1,165,6,6,37770000.0,0,1,2.0
104158,2019-12-20,10,50000000.0,4181497d85bb5078,273957,2019-12-20 10:00:00,490,1,165,613,640,6678698409.0,0,1,2.0
104158,2019-12-27,11,3080000.0,4181497d85bb5078,155495,2019-12-27 11:00:00,491,1,165,648,677,7649367462.0,0,1,2.0
717599,2019-01-09,11,10000000.0,13f94a6386be19ee,710571,2019-01-09 11:00:00,492,1,106,5,5,74726000.0,0,1,2.0
717599,2019-03-16,9,19990000.0,13f94a6386be19ee,596262,2019-03-16 09:00:00,493,1,106,633,660,6961124978.0,0,1,2.0
717599,2019-04-27,21,5000000.0,13f94a6386be19ee,165109,2019-04-27 21:00:00,494,1,106,614,631,8133007473.0,0,1,2.0
717599,2019-05-13,14,9000000.0,13f94a6386be19ee,464307,2019-05-13 14:00:00,495,1,106,630,652,6206242605.0,0,1,2.0
717599,2019-07-30,16,500000.0,13f94a6386be19ee,162570,2019-07-30 16:00:00,496,1,106,629,659,7196553819.0,0,1,2.0
717599,2019-08-12,22,2000000.0,13f94a6386be19ee,918809,2019-08-12 22:00:00,497,1,106,623,644,8385659771.0,0,1,2.0
717599,2019-08-13,9,3500000.0,13f94a6386be19ee,236643,2019-08-13 09:00:00,498,1,106,626,644,7814691794.0,0,1,2.0
717599,2019-08-24,16,1000000.0,13f94a6386be19ee,26695,2019-08-24 16:00:00,499,1,106,5,5,32050000.0,0,1,2.0
717599,2019-10-10,9,2000000.0,13f94a6386be19ee,532346,2019-10-10 09:00:00,500,1,106,8,8,29713000.0,0,1,2.0
717599,2019-10-28,7,4100000.0,13f94a6386be19ee,155495,2019-10-28 07:00:00,501,1,106,648,677,7649367462.0,0,1,2.0
717599,2019-11-04,10,8252000.0,13f94a6386be19ee,43147,2019-11-04 10:00:00,502,1,106,643,672,6572035121.0,0,1,2.0
717599,2019-11-02,14,6300000.0,13f94a6386be19ee,137763,2019-11-02 14:00:00,503,1,106,5,5,54142000.0,0,1,2.0
717599,2019-11-28,18,2000000.0,13f94a6386be19ee,160936,2019-11-28 18:00:00,504,1,106,9,9,23185000.0,0,1,2.0
717599,2019-12-04,23,1200000.0,13f94a6386be19ee,526137,2019-12-04 23:00:00,505,1,106,617,637,7401458104.0,0,1,2.0
717599,2019-12-25,11,8728000.0,13f94a6386be19ee,827612,2019-12-25 11:00:00,506,1,106,8,8,30864007.0,0,1,2.0
717599,2019-01-02,21,9980000.0,13f94a6386be19ee,349300,2019-01-02 21:00:00,507,1,106,643,659,5910421488.0,0,1,2.0
717599,2019-06-02,20,5000000.0,13f94a6386be19ee,805723,2019-06-02 20:00:00,508,1,106,661,690,5519395684.0,0,1,2.0
717599,2019-08-12,23,580000.0,13f94a6386be19ee,104895,2019-08-12 23:00:00,509,1,106,626,659,5894712202.0,0,1,2.0
717599,2019-08-14,10,2000000.0,13f94a6386be19ee,377431,2019-08-14 10:00:00,510,1,106,627,669,5307986642.0,0,1,2.0
717599,2019-09-23,15,1000000.0,13f94a6386be19ee,660156,2019-09-23 15:00:00,511,1,106,6,6,10865000.0,0,1,2.0
717599,2019-10-17,16,2820000.0,13f94a6386be19ee,465169,2019-10-17 16:00:00,512,1,106,669,698,10253544428.0,0,1,2.0
717599,2019-10-28,14,300000.0,13f94a6386be19ee,456799,2019-10-28 14:00:00,513,1,106,645,673,8114021089.0,0,1,2.0
717599,2019-10-25,12,3900000.0,13f94a6386be19ee,376681,2019-10-25 12:00:00,514,1,106,658,690,8595612434.0,0,1,2.0
717599,2019-11-05,8,5300000.0,13f94a6386be19ee,512807,2019-11-05 08:00:00,515,1,106,643,664,6315517541.0,0,1,2.0
717599,2019-11-09,16,10719000.0,13f94a6386be19ee,980087,2019-11-09 16:00:00,516,1,106,683,709,7286265574.0,0,1,2.0
717599,2019-11-12,23,3000000.0,13f94a6386be19ee,161187,2019-11-12 23:00:00,517,1,106,4,4,116509000.0,0,1,2.0
717599,2019-11-09,23,8750000.0,13f94a6386be19ee,305904,2019-11-09 23:00:00,518,1,106,7,7,228616000.0,0,1,2.0
717599,2019-11-27,18,1200000.0,13f94a6386be19ee,37068,2019-11-27 18:00:00,519,1,106,8,8,219100000.0,0,1,2.0
717599,2019-02-17,17,8253000.0,13f94a6386be19ee,454754,2019-02-17 17:00:00,520,1,106,648,669,8541632297.0,0,1,2.0
717599,2019-04-08,20,1000000.0,13f94a6386be19ee,666409,2019-04-08 20:00:00,521,1,106,677,704,7023755844.0,0,1,2.0
717599,2019-04-08,19,50000.0,13f94a6386be19ee,758279,2019-04-08 19:00:00,522,1,106,662,693,9064454590.0,0,1,2.0
717599,2019-06-29,18,1800000.0,13f94a6386be19ee,826101,2019-06-29 18:00:00,523,1,106,643,670,5918988034.0,0,1,2.0
717599,2019-08-13,10,1000000.0,13f94a6386be19ee,736724,2019-08-13 10:00:00,524,1,106,588,623,6555834513.0,0,1,2.0
717599,2019-11-28,23,2000000.0,13f94a6386be19ee,641411,2019-11-28 23:00:00,525,1,106,657,687,6625327338.0,0,1,2.0
717599,2019-12-16,9,3700000.0,13f94a6386be19ee,310052,2019-12-16 09:00:00,526,1,106,5,5,18476000.0,0,1,2.0
717599,2019-12-17,13,34028000.0,13f94a6386be19ee,324350,2019-12-17 13:00:00,527,1,106,660,674,9452297830.0,0,1,2.0
717599,2019-12-27,23,1500000.0,13f94a6386be19ee,657626,2019-12-27 23:00:00,528,1,106,604,636,7430001398.0,0,1,2.0
717599,2019-01-19,20,9990000.0,13f94a6386be19ee,889194,2019-01-19 20:00:00,529,1,106,649,674,9295343350.0,0,1,2.0
717599,2019-04-11,16,1360000.0,13f94a6386be19ee,449790,2019-04-11 16:00:00,530,1,106,6,6,22720000.0,0,1,2.0
717599,2019-06-04,10,2500000.0,13f94a6386be19ee,265039,2019-06-04 10:00:00,531,1,106,13,13,67521560.0,0,1,2.0
717599,2019-06-11,13,3900000.0,13f94a6386be19ee,326400,2019-06-11 13:00:00,532,1,106,629,654,5890750062.0,0,1,2.0
717599,2019-08-18,11,1700000.0,13f94a6386be19ee,717811,2019-08-18 11:00:00,533,1,106,604,629,7733972852.0,0,1,2.0
717599,2019-10-23,17,5444000.0,13f94a6386be19ee,456834,2019-10-23 17:00:00,534,1,106,646,664,6701850749.0,0,1,2.0
717599,2019-11-17,23,9050000.0,13f94a6386be19ee,254953,2019-11-17 23:00:00,535,1,106,646,668,7209295896.0,0,1,2.0
717599,2019-02-10,8,10000000.0,13f94a6386be19ee,631443,2019-02-10 08:00:00,536,1,106,622,647,7199692255.0,0,1,2.0
717599,2019-02-22,10,20000000.0,13f94a6386be19ee,396430,2019-02-22 10:00:00,537,1,106,678,701,7974398731.0,0,1,2.0
717599,2019-05-21,12,500000.0,13f94a6386be19ee,470208,2019-05-21 12:00:00,538,1,106,10,10,68178000.0,0,1,2.0
717599,2019-06-01,16,3774000.0,13f94a6386be19ee,802903,2019-06-01 16:00:00,539,1,106,633,654,8159692404.0,0,1,2.0
717599,2019-08-13,9,500000.0,13f94a6386be19ee,416379,2019-08-13 09:00:00,540,1,106,628,656,6669302853.0,0,1,2.0
717599,2019-08-24,9,1500000.0,13f94a6386be19ee,950927,2019-08-24 09:00:00,541,1,106,8,8,23405000.0,0,1,2.0
717599,2019-08-31,10,3269000.0,13f94a6386be19ee,522145,2019-08-31 10:00:00,542,1,106,3,3,19669000.0,0,1,2.0
717599,2019-09-06,19,500000.0,13f94a6386be19ee,514232,2019-09-06 19:00:00,543,1,106,644,673,7631220833.0,0,1,2.0
717599,2019-10-03,9,3000000.0,13f94a6386be19ee,547653,2019-10-03 09:00:00,544,1,106,641,670,6786077743.0,0,1,2.0
717599,2019-10-07,22,500000.0,13f94a6386be19ee,252552,2019-10-07 22:00:00,545,1,106,4,4,3695000.0,0,1,2.0
717599,2019-10-07,18,4863000.0,13f94a6386be19ee,880143,2019-10-07 18:00:00,546,1,106,594,616,4308270039.0,0,1,2.0
717599,2019-10-24,14,1000000.0,13f94a6386be19ee,810043,2019-10-24 14:00:00,547,1,106,4,4,205000000.0,0,1,2.0
717599,2019-10-31,22,3950000.0,13f94a6386be19ee,502852,2019-10-31 22:00:00,548,1,106,663,682,7286793307.0,0,1,2.0
717599,2019-11-18,15,2500000.0,13f94a6386be19ee,643141,2019-11-18 15:00:00,549,1,106,616,646,6345381827.0,0,1,2.0
717599,2019-12-01,19,22080000.0,13f94a6386be19ee,437340,2019-12-01 19:00:00,550,1,106,9,9,125290000.0,0,1,2.0
717599,2019-11-30,9,4000000.0,13f94a6386be19ee,2577,2019-11-30 09:00:00,551,1,106,622,649,7164479976.0,0,1,2.0
717599,2019-02-28,0,9990000.0,13f94a6386be19ee,354821,2019-02-28 00:00:00,552,1,106,626,651,6853649358.0,0,1,2.0
717599,2019-03-11,18,8020000.0,13f94a6386be19ee,552363,2019-03-11 18:00:00,553,1,106,619,642,6941549413.0,0,1,2.0
717599,2019-03-30,11,3000000.0,13f94a6386be19ee,759077,2019-03-30 11:00:00,554,1,106,636,669,8535035289.0,0,1,2.0
717599,2019-04-03,11,7556000.0,13f94a6386be19ee,182742,2019-04-03 11:00:00,555,1,106,643,673,7627922045.0,0,1,2.0
717599,2019-05-07,12,600000.0,13f94a6386be19ee,324277,2019-05-07 12:00:00,556,1,106,6,6,24640000.0,0,1,2.0
717599,2019-05-21,10,12250000.0,13f94a6386be19ee,74463,2019-05-21 10:00:00,557,1,106,7,7,29950000.0,0,1,2.0
717599,2019-08-22,12,2800000.0,13f94a6386be19ee,767826,2019-08-22 12:00:00,558,1,106,629,655,9977261624.0,0,1,2.0
717599,2019-08-26,22,4856000.0,13f94a6386be19ee,411038,2019-08-26 22:00:00,559,1,106,5,5,12016000.0,0,1,2.0
717599,2019-09-30,10,2100000.0,13f94a6386be19ee,640832,2019-09-30 10:00:00,560,1,106,629,654,7483835545.0,0,1,2.0
717599,2019-10-14,22,2100000.0,13f94a6386be19ee,861382,2019-10-14 22:00:00,561,1,106,634,659,9483086537.0,0,1,2.0
717599,2019-10-18,9,1000000.0,13f94a6386be19ee,705945,2019-10-18 09:00:00,562,1,106,653,674,7249306676.0,0,1,2.0
717599,2019-10-30,20,5500000.0,13f94a6386be19ee,447157,2019-10-30 20:00:00,563,1,106,623,643,7161088118.0,0,1,2.0
717599,2019-10-29,13,4905000.0,13f94a6386be19ee,250625,2019-10-29 13:00:00,564,1,106,6,6,11835000.0,0,1,2.0
717599,2019-03-04,0,10000000.0,13f94a6386be19ee,58102,2019-03-04 00:00:00,565,1,106,635,656,8525752747.0,0,1,2.0
717599,2019-04-24,11,5000000.0,13f94a6386be19ee,90633,2019-04-24 11:00:00,566,1,106,621,644,5434412891.0,0,1,2.0
717599,2019-04-21,19,1000000.0,13f94a6386be19ee,173685,2019-04-21 19:00:00,567,1,106,628,661,5787376713.0,0,1,2.0
717599,2019-04-26,10,2000000.0,13f94a6386be19ee,120393,2019-04-26 10:00:00,568,1,106,650,684,7085938854.0,0,1,2.0
717599,2019-04-27,10,5500000.0,13f94a6386be19ee,486015,2019-04-27 10:00:00,569,1,106,641,666,4730260882.0,0,1,2.0
717599,2019-05-02,12,33838000.0,13f94a6386be19ee,169925,2019-05-02 12:00:00,570,1,106,642,667,7346475977.0,0,1,2.0
717599,2019-05-04,12,5000000.0,13f94a6386be19ee,195359,2019-05-04 12:00:00,571,1,106,682,712,7507226931.0,0,1,2.0
717599,2019-08-26,16,2500000.0,13f94a6386be19ee,182182,2019-08-26 16:00:00,572,1,106,9,9,11790000.0,0,1,2.0
717599,2019-09-14,15,950000.0,13f94a6386be19ee,422241,2019-09-14 15:00:00,574,1,106,6,6,14576000.0,0,1,2.0
717599,2019-09-25,18,2000000.0,13f94a6386be19ee,69409,2019-09-25 18:00:00,575,1,106,638,655,6612817156.0,0,1,2.0
717599,2019-09-28,19,1000000.0,13f94a6386be19ee,619464,2019-09-28 19:00:00,576,1,106,662,694,6646860467.0,0,1,2.0
717599,2019-10-01,11,1000000.0,13f94a6386be19ee,380333,2019-10-01 11:00:00,577,1,106,668,697,7614665423.0,0,1,2.0
717599,2019-10-14,20,2000000.0,13f94a6386be19ee,273957,2019-10-14 20:00:00,578,1,106,613,640,6678698409.0,0,1,2.0
717599,2019-10-23,10,2500000.0,13f94a6386be19ee,120253,2019-10-23 10:00:00,579,1,106,8,8,121424000.0,0,1,2.0
717599,2019-11-08,0,5500000.0,13f94a6386be19ee,177734,2019-11-08 00:00:00,580,1,106,625,647,5231254014.0,0,1,2.0
717599,2019-11-16,20,1000000.0,13f94a6386be19ee,828301,2019-11-16 20:00:00,581,1,106,646,666,8511487821.0,0,1,2.0
717599,2019-11-25,22,8000000.0,13f94a6386be19ee,738044,2019-11-25 22:00:00,582,1,106,8,8,32180000.0,0,1,2.0
717599,2019-12-01,23,4000000.0,13f94a6386be19ee,803372,2019-12-01 23:00:00,583,1,106,623,640,9035527943.0,0,1,2.0
717599,2019-12-20,9,100000.0,13f94a6386be19ee,637815,2019-12-20 09:00:00,584,1,106,653,678,7722542844.0,0,1,2.0
717599,2019-12-25,18,9000000.0,13f94a6386be19ee,277626,2019-12-25 18:00:00,585,1,106,653,685,6278407463.0,0,1,2.0
717599,2019-01-11,12,2965000.0,13f94a6386be19ee,421958,2019-01-11 12:00:00,586,1,106,3,3,3545000.0,0,1,2.0
717599,2019-02-18,22,10000000.0,13f94a6386be19ee,108349,2019-02-18 22:00:00,587,1,106,608,627,9619286803.0,0,1,2.0
717599,2019-03-05,16,10000000.0,13f94a6386be19ee,167279,2019-03-05 16:00:00,588,1,106,9,9,96860238.0,0,1,2.0
717599,2019-05-12,12,9000000.0,13f94a6386be19ee,275806,2019-05-12 12:00:00,589,1,106,653,675,6451156007.0,0,1,2.0
717599,2019-08-06,20,30000000.0,13f94a6386be19ee,416861,2019-08-06 20:00:00,590,1,106,650,682,8922854984.0,0,1,2.0
717599,2019-09-09,12,500000.0,13f94a6386be19ee,657626,2019-09-09 12:00:00,591,1,106,604,636,7430001398.0,0,1,2.0
717599,2019-09-19,17,2000000.0,13f94a6386be19ee,382139,2019-09-19 17:00:00,592,1,106,623,643,9556407487.0,0,1,2.0
717599,2019-10-13,0,1900000.0,13f94a6386be19ee,771837,2019-10-13 00:00:00,593,1,106,628,657,6596513666.0,0,1,2.0
717599,2019-10-18,10,500000.0,13f94a6386be19ee,145254,2019-10-18 10:00:00,594,1,106,615,632,9457156781.0,0,1,2.0
717599,2019-10-16,18,2000000.0,13f94a6386be19ee,845041,2019-10-16 18:00:00,595,1,106,638,669,8083557781.0,0,1,2.0
717599,2019-11-18,9,29855000.0,13f94a6386be19ee,453040,2019-11-18 09:00:00,596,1,106,611,630,8234843042.0,0,1,2.0
717599,2019-12-26,23,9000000.0,13f94a6386be19ee,644001,2019-12-26 23:00:00,597,1,106,613,628,5817660691.0,0,1,2.0
434988,2019-02-14,10,1000000.0,543973bc82a413b4,991653,2019-02-14 10:00:00,600,1,172,4,4,6670000.0,0,1,2.0
434988,2019-03-01,16,35000.0,543973bc82a413b4,246610,2019-03-01 16:00:00,602,1,172,5,5,2145000.0,0,1,2.0
434988,2019-03-19,15,143000.0,543973bc82a413b4,867631,2019-03-19 15:00:00,604,1,172,9,9,56603000.0,0,1,2.0
434988,2019-04-19,0,90000.0,543973bc82a413b4,273957,2019-04-19 00:00:00,605,1,172,613,640,6678698409.0,0,1,2.0
434988,2019-05-06,15,557000.0,543973bc82a413b4,973708,2019-05-06 15:00:00,606,1,172,689,718,6792796934.0,0,1,2.0
434988,2019-05-16,15,412000.0,543973bc82a413b4,516725,2019-05-16 15:00:00,607,1,172,5,5,16362000.0,0,1,2.0
434988,2019-06-18,9,40000.0,543973bc82a413b4,752201,2019-06-18 09:00:00,608,1,172,648,674,7578250116.0,0,1,2.0
434988,2019-06-24,15,865500.0,543973bc82a413b4,562332,2019-06-24 15:00:00,609,1,172,690,717,9605274147.0,0,1,2.0
434988,2019-07-30,8,4000000.0,543973bc82a413b4,152251,2019-07-30 08:00:00,611,1,172,622,651,7351563895.0,0,1,2.0
434988,2019-08-28,14,134000.0,543973bc82a413b4,145308,2019-08-28 14:00:00,613,1,172,637,661,6932841623.0,0,1,2.0
434988,2019-09-07,9,1200000.0,543973bc82a413b4,832548,2019-09-07 09:00:00,614,1,172,629,657,7876208823.0,0,1,2.0
434988,2019-09-26,10,53000.0,543973bc82a413b4,363712,2019-09-26 10:00:00,616,1,172,8,8,14888000.0,0,1,2.0
434988,2019-09-27,15,120000.0,543973bc82a413b4,859780,2019-09-27 15:00:00,617,1,172,634,658,6562383346.0,0,1,2.0
434988,2019-10-07,11,4000000.0,543973bc82a413b4,505529,2019-10-07 11:00:00,618,1,172,5,5,8750000.0,0,1,2.0
