CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,TRANS_LV1,TRANS_LV2,Merchant_ID_Masked,ts_dt,tx_id,is_high_risk_cat,cum_cat_count,cum_tx_count,IS_FIRST_TIME_HIGH_RISK_CAT,IS_FIRST_TIME_HIGH_RISK_HIGH_VAL,MERCHANT_TOTAL_DISTINCT_CUSTOMERS,MERCHANT_TOTAL_TRANS_COUNT,MERCHANT_TOTAL_AMOUNT,risk_score
213411,2019-08-28,11,55000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-28 11:00:00,745843,1,0,21,1,1,46204,989006,10890308817423.29,2.5
214553,2019-09-27,10,104000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-27 10:00:00,1359785,1,0,1,1,1,46204,989006,10890308817423.29,2.5
215903,2019-10-05,9,1000000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-05 09:00:00,1394357,1,0,1,1,1,46204,989006,10890308817423.29,2.5
218328,2019-12-24,20,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-24 20:00:00,1341350,1,0,1,1,1,46204,989006,10890308817423.29,2.5
222006,2019-08-22,8,350000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-22 08:00:00,1353213,1,0,1,1,1,46204,989006,10890308817423.29,2.5
222703,2019-09-18,17,169000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-18 17:00:00,1393663,1,0,1,1,1,46204,989006,10890308817423.29,2.5
227857,2019-10-28,8,130390000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-28 08:00:00,1396933,1,0,3,1,1,46204,989006,10890308817423.29,2.5
229598,2019-10-11,13,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-11 13:00:00,669192,1,0,3,1,1,46204,989006,10890308817423.29,2.5
231032,2019-11-13,15,320990000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-13 15:00:00,1103665,1,0,17,1,1,46204,989006,10890308817423.29,2.5
231165,2019-10-16,16,500000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-16 16:00:00,1128984,1,0,1,1,1,46204,989006,10890308817423.29,2.5
231624,2019-11-13,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-13 15:00:00,1397500,1,0,1,1,1,46204,989006,10890308817423.29,2.5
232265,2019-04-10,17,80000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-10 17:00:00,203370,1,0,1,1,1,46204,989006,10890308817423.29,2.5
233029,2019-09-11,8,48000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-11 08:00:00,1356938,1,0,1,1,1,46204,989006,10890308817423.29,2.5
235067,2019-12-27,21,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-27 21:00:00,1338286,1,0,1,1,1,46204,989006,10890308817423.29,2.5
235219,2019-04-16,12,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-16 12:00:00,1413533,1,0,1,1,1,46204,989006,10890308817423.29,2.5
236018,2019-09-10,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-10 09:00:00,964096,1,0,1,1,1,46204,989006,10890308817423.29,2.5
236643,2019-12-17,17,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-17 17:00:00,1323265,1,0,14,1,1,46204,989006,10890308817423.29,2.5
238192,2019-07-26,16,69000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-26 16:00:00,1138692,1,0,12,1,1,46204,989006,10890308817423.29,2.5
242435,2019-04-30,21,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-30 21:00:00,687101,1,0,1,1,1,46204,989006,10890308817423.29,2.5
242439,2019-07-31,16,45000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-31 16:00:00,1392109,1,0,1,1,1,46204,989006,10890308817423.29,2.5
245220,2019-10-15,11,300000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-15 11:00:00,1119033,1,0,1,1,1,46204,989006,10890308817423.29,2.5
246396,2019-08-31,12,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-31 12:00:00,1355995,1,0,1,1,1,46204,989006,10890308817423.29,2.5
246752,2019-05-29,7,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-29 07:00:00,433752,1,0,1,1,1,46204,989006,10890308817423.29,2.5
247201,2019-10-28,8,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-28 08:00:00,100218,1,0,8,1,1,46204,989006,10890308817423.29,2.5
248455,2019-10-22,15,103400000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-22 15:00:00,1142215,1,0,1,1,1,46204,989006,10890308817423.29,2.5
250344,2019-06-24,14,41000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-24 14:00:00,573897,1,0,4,1,1,46204,989006,10890308817423.29,2.5
251188,2019-11-26,15,40807435.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-26 15:00:00,1284561,1,0,2,1,1,46204,989006,10890308817423.29,2.5
252064,2019-02-13,8,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-02-13 08:00:00,55340,1,0,1,1,1,46204,989006,10890308817423.29,2.5
255373,2019-09-16,9,400000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-16 09:00:00,1364186,1,0,3,1,1,46204,989006,10890308817423.29,2.5
256769,2019-12-21,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-21 10:00:00,1300677,1,0,14,1,1,46204,989006,10890308817423.29,2.5
259138,2019-05-02,23,100800000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-02 23:00:00,301482,1,0,1,1,1,46204,989006,10890308817423.29,2.5
259909,2019-07-16,20,46000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-16 20:00:00,683302,1,0,3,1,1,46204,989006,10890308817423.29,2.5
262502,2019-10-29,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-29 09:00:00,1246581,1,0,12,1,1,46204,989006,10890308817423.29,2.5
262676,2019-06-27,12,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-27 12:00:00,504661,1,0,5,1,1,46204,989006,10890308817423.29,2.5
263323,2019-06-28,11,105000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-28 11:00:00,556057,1,0,14,1,1,46204,989006,10890308817423.29,2.5
263738,2019-12-11,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-11 14:00:00,1329282,1,0,1,1,1,46204,989006,10890308817423.29,2.5
263777,2019-12-30,17,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-30 17:00:00,1388804,1,0,2,1,1,46204,989006,10890308817423.29,2.5
266387,2019-10-18,21,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-18 21:00:00,837111,1,0,4,1,1,46204,989006,10890308817423.29,2.5
266627,2019-08-09,14,240000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-09 14:00:00,1354899,1,0,1,1,1,46204,989006,10890308817423.29,2.5
266895,2019-11-01,8,230000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-01 08:00:00,1266784,1,0,1,1,1,46204,989006,10890308817423.29,2.5
266924,2019-12-17,17,250000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-17 17:00:00,1324599,1,0,1,1,1,46204,989006,10890308817423.29,2.5
267988,2019-07-09,12,49767320.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-09 12:00:00,460529,1,0,10,1,1,46204,989006,10890308817423.29,2.5
269153,2019-05-04,21,41000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-04 21:00:00,285336,1,0,1,1,1,46204,989006,10890308817423.29,2.5
269646,2019-07-03,12,43500000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-03 12:00:00,1415691,1,0,1,1,1,46204,989006,10890308817423.29,2.5
270321,2019-07-12,8,45000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-12 08:00:00,1355273,1,0,1,1,1,46204,989006,10890308817423.29,2.5
271797,2019-09-25,16,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-25 16:00:00,1198569,1,0,6,1,1,46204,989006,10890308817423.29,2.5
271999,2019-09-18,6,150000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-18 06:00:00,1060997,1,0,1,1,1,46204,989006,10890308817423.29,2.5
282864,2019-11-17,17,49999999.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-17 17:00:00,1267686,1,0,2,1,1,46204,989006,10890308817423.29,2.5
283124,2019-10-08,13,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-08 13:00:00,1362113,1,0,1,1,1,46204,989006,10890308817423.29,2.5
284000,2019-12-03,17,45000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-03 17:00:00,1399422,1,0,1,1,1,46204,989006,10890308817423.29,2.5
285558,2019-12-21,12,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-21 12:00:00,1386199,1,0,1,1,1,46204,989006,10890308817423.29,2.5
285678,2019-12-10,11,250000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-10 11:00:00,1376676,1,0,13,1,1,46204,989006,10890308817423.29,2.5
286613,2019-08-09,1,49000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-09 01:00:00,1346397,1,0,2,1,1,46204,989006,10890308817423.29,2.5
291274,2019-06-11,12,120000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-11 12:00:00,495597,1,0,2,1,1,46204,989006,10890308817423.29,2.5
291436,2019-10-16,17,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-16 17:00:00,1356295,1,0,7,1,1,46204,989006,10890308817423.29,2.5
294249,2019-06-15,14,41508000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-15 14:00:00,707379,1,0,3,1,1,46204,989006,10890308817423.29,2.5
297343,2019-09-27,13,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-27 13:00:00,1049403,1,0,2,1,1,46204,989006,10890308817423.29,2.5
297574,2019-09-24,9,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-24 09:00:00,955823,1,0,11,1,1,46204,989006,10890308817423.29,2.5
301018,2019-07-19,19,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-19 19:00:00,723047,1,0,1,1,1,46204,989006,10890308817423.29,2.5
301701,2019-08-08,13,47000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-08 13:00:00,1346883,1,0,2,1,1,46204,989006,10890308817423.29,2.5
306381,2019-08-30,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-30 14:00:00,932737,1,0,4,1,1,46204,989006,10890308817423.29,2.5
307803,2019-12-18,15,170000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-18 15:00:00,1112237,1,0,1,1,1,46204,989006,10890308817423.29,2.5
308320,2019-03-30,9,138410000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-03-30 09:00:00,147908,1,0,2,1,1,46204,989006,10890308817423.29,2.5
309269,2019-10-24,11,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-24 11:00:00,1146143,1,0,4,1,1,46204,989006,10890308817423.29,2.5
312576,2019-07-24,16,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-24 16:00:00,757646,1,0,1,1,1,46204,989006,10890308817423.29,2.5
313836,2019-09-03,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-03 10:00:00,1074629,1,0,11,1,1,46204,989006,10890308817423.29,2.5
313852,2019-09-16,10,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-16 10:00:00,972208,1,0,3,1,1,46204,989006,10890308817423.29,2.5
316793,2019-07-15,9,97200000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-15 09:00:00,691133,1,0,1,1,1,46204,989006,10890308817423.29,2.5
319446,2019-07-19,16,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-19 16:00:00,139134,1,0,5,1,1,46204,989006,10890308817423.29,2.5
322763,2019-05-29,12,1000000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-29 12:00:00,414627,1,0,1,1,1,46204,989006,10890308817423.29,2.5
323821,2019-12-28,7,45000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-28 07:00:00,1403496,1,0,1,1,1,46204,989006,10890308817423.29,2.5
325019,2019-09-17,11,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-17 11:00:00,801710,1,0,2,1,1,46204,989006,10890308817423.29,2.5
325519,2019-04-16,14,150000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-16 14:00:00,137202,1,0,6,1,1,46204,989006,10890308817423.29,2.5
326683,2019-10-22,9,400010000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-22 09:00:00,1354580,1,0,7,1,1,46204,989006,10890308817423.29,2.5
326763,2019-11-15,10,110000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-15 10:00:00,1252613,1,0,1,1,1,46204,989006,10890308817423.29,2.5
328360,2019-08-28,12,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-28 12:00:00,492474,1,0,5,1,1,46204,989006,10890308817423.29,2.5
329058,2019-10-25,15,41445000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-25 15:00:00,1162165,1,0,1,1,1,46204,989006,10890308817423.29,2.5
329483,2019-04-22,12,80000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-22 12:00:00,238301,1,0,3,1,1,46204,989006,10890308817423.29,2.5
330469,2019-07-12,18,39200000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-12 18:00:00,626388,1,0,8,1,1,46204,989006,10890308817423.29,2.5
330616,2019-08-28,20,69000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-28 20:00:00,910878,1,0,2,1,1,46204,989006,10890308817423.29,2.5
330697,2019-06-03,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-03 14:00:00,551109,1,0,1,1,1,46204,989006,10890308817423.29,2.5
331527,2019-12-05,11,49999097.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-05 11:00:00,1292163,1,0,2,1,1,46204,989006,10890308817423.29,2.5
331830,2019-11-25,15,300000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-25 15:00:00,1376195,1,0,4,1,1,46204,989006,10890308817423.29,2.5
333246,2019-08-30,18,119770000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-30 18:00:00,947595,1,0,1,1,1,46204,989006,10890308817423.29,2.5
334761,2019-08-15,17,174780000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-15 17:00:00,1392391,1,0,1,1,1,46204,989006,10890308817423.29,2.5
336566,2019-09-25,11,64470000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-25 11:00:00,916459,1,0,7,1,1,46204,989006,10890308817423.29,2.5
337548,2019-12-21,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-21 10:00:00,1377658,1,0,1,1,1,46204,989006,10890308817423.29,2.5
338440,2019-04-12,12,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-12 12:00:00,382269,1,0,1,1,1,46204,989006,10890308817423.29,2.5
338964,2019-11-28,15,39560000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-28 15:00:00,1209097,1,0,3,1,1,46204,989006,10890308817423.29,2.5
339266,2019-12-20,8,70600000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-20 08:00:00,1416427,1,0,2,1,1,46204,989006,10890308817423.29,2.5
342327,2019-09-12,14,500000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-12 14:00:00,1357579,1,0,1,1,1,46204,989006,10890308817423.29,2.5
343550,2019-06-25,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-25 15:00:00,765639,1,0,6,1,1,46204,989006,10890308817423.29,2.5
346438,2019-12-28,11,48000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-28 11:00:00,864769,1,0,3,1,1,46204,989006,10890308817423.29,2.5
346872,2019-12-23,16,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-23 16:00:00,1397016,1,0,4,1,1,46204,989006,10890308817423.29,2.5
347460,2019-11-14,12,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-14 12:00:00,1343913,1,0,1,1,1,46204,989006,10890308817423.29,2.5
347525,2019-10-23,8,39000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-23 08:00:00,1197430,1,0,3,1,1,46204,989006,10890308817423.29,2.5
348768,2019-05-09,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-09 14:00:00,255457,1,0,3,1,1,46204,989006,10890308817423.29,2.5
350535,2019-03-08,14,250000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-03-08 14:00:00,445383,1,0,1,1,1,46204,989006,10890308817423.29,2.5
352098,2019-06-24,9,63000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-24 09:00:00,853782,1,0,1,1,1,46204,989006,10890308817423.29,2.5
353632,2019-07-01,15,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-01 15:00:00,847960,1,0,2,1,1,46204,989006,10890308817423.29,2.5
358132,2019-04-07,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-07 10:00:00,1357283,1,0,1,1,1,46204,989006,10890308817423.29,2.5
360572,2019-12-04,11,64350000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-04 11:00:00,1385607,1,0,1,1,1,46204,989006,10890308817423.29,2.5
361656,2019-11-28,12,1000000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-28 12:00:00,324142,1,0,6,1,1,46204,989006,10890308817423.29,2.5
369068,2019-09-14,11,59000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-14 11:00:00,1393570,1,0,1,1,1,46204,989006,10890308817423.29,2.5
369803,2019-07-17,10,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-17 10:00:00,1138226,1,0,4,1,1,46204,989006,10890308817423.29,2.5
370198,2019-02-01,17,109440000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-02-01 17:00:00,32950,1,0,1,1,1,46204,989006,10890308817423.29,2.5
370765,2019-10-05,8,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-05 08:00:00,1099785,1,0,5,1,1,46204,989006,10890308817423.29,2.5
371035,2019-09-23,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-23 10:00:00,1048975,1,0,1,1,1,46204,989006,10890308817423.29,2.5
374669,2019-11-28,10,50500000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-28 10:00:00,1307314,1,0,15,1,1,46204,989006,10890308817423.29,2.5
375249,2019-11-05,8,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-05 08:00:00,1184175,1,0,1,1,1,46204,989006,10890308817423.29,2.5
375766,2019-04-12,22,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-12 22:00:00,213685,1,0,1,1,1,46204,989006,10890308817423.29,2.5
377423,2019-06-17,9,250000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-17 09:00:00,143176,1,0,3,1,1,46204,989006,10890308817423.29,2.5
379135,2019-11-06,10,46500000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-06 10:00:00,1369627,1,0,4,1,1,46204,989006,10890308817423.29,2.5
379778,2019-11-07,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-07 09:00:00,1215051,1,0,1,1,1,46204,989006,10890308817423.29,2.5
382077,2019-08-02,16,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-02 16:00:00,49972,1,0,43,1,1,46204,989006,10890308817423.29,2.5
383125,2019-09-08,7,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-08 07:00:00,1394837,1,0,2,1,1,46204,989006,10890308817423.29,2.5
383900,2019-07-31,8,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-31 08:00:00,767197,1,0,1,1,1,46204,989006,10890308817423.29,2.5
384251,2019-07-11,18,500000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-11 18:00:00,1346851,1,0,7,1,1,46204,989006,10890308817423.29,2.5
385556,2019-06-24,18,170000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-24 18:00:00,1404348,1,0,1,1,1,46204,989006,10890308817423.29,2.5
386927,2019-05-10,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-10 14:00:00,1390696,1,0,1,1,1,46204,989006,10890308817423.29,2.5
390118,2019-11-11,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-11 14:00:00,1022011,1,0,7,1,1,46204,989006,10890308817423.29,2.5
391742,2019-10-29,17,38000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-29 17:00:00,1177130,1,0,3,1,1,46204,989006,10890308817423.29,2.5
393325,2019-03-12,18,97000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-03-12 18:00:00,1404013,1,0,1,1,1,46204,989006,10890308817423.29,2.5
394569,2019-06-29,9,300000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-29 09:00:00,696238,1,0,1,1,1,46204,989006,10890308817423.29,2.5
395572,2019-12-23,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-23 15:00:00,1389788,1,0,2,1,1,46204,989006,10890308817423.29,2.5
399073,2019-05-06,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-06 10:00:00,288874,1,0,1,1,1,46204,989006,10890308817423.29,2.5
401821,2019-09-04,12,140000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-04 12:00:00,910804,1,0,2,1,1,46204,989006,10890308817423.29,2.5
404053,2019-09-30,9,150700000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-30 09:00:00,863531,1,0,35,1,1,46204,989006,10890308817423.29,2.5
407627,2019-07-02,13,111000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-02 13:00:00,614165,1,0,1,1,1,46204,989006,10890308817423.29,2.5
410777,2019-10-09,15,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-09 15:00:00,885921,1,0,1,1,1,46204,989006,10890308817423.29,2.5
411687,2019-06-09,16,52000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-09 16:00:00,506749,1,0,1,1,1,46204,989006,10890308817423.29,2.5
412051,2019-10-12,10,300000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-12 10:00:00,1125533,1,0,1,1,1,46204,989006,10890308817423.29,2.5
412453,2019-05-20,7,49575000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-20 07:00:00,1347561,1,0,1,1,1,46204,989006,10890308817423.29,2.5
414358,2019-03-28,17,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-03-28 17:00:00,1336254,1,0,1,1,1,46204,989006,10890308817423.29,2.5
414846,2019-10-02,5,190000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-02 05:00:00,1367518,1,0,2,1,1,46204,989006,10890308817423.29,2.5
416212,2019-07-26,8,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-26 08:00:00,971419,1,0,2,1,1,46204,989006,10890308817423.29,2.5
421115,2019-09-24,17,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-24 17:00:00,1035210,1,0,1,1,1,46204,989006,10890308817423.29,2.5
424636,2019-07-30,16,70000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-30 16:00:00,780768,1,0,8,1,1,46204,989006,10890308817423.29,2.5
429283,2019-09-17,10,300000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-17 10:00:00,1005398,1,0,1,1,1,46204,989006,10890308817423.29,2.5
429838,2019-10-26,6,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-26 06:00:00,1160368,1,0,1,1,1,46204,989006,10890308817423.29,2.5
431546,2019-05-08,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-08 10:00:00,306235,1,0,1,1,1,46204,989006,10890308817423.29,2.5
433312,2019-09-27,23,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-27 23:00:00,1094316,1,0,1,1,1,46204,989006,10890308817423.29,2.5
433389,2019-11-13,13,47000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-13 13:00:00,1389194,1,0,3,1,1,46204,989006,10890308817423.29,2.5
437193,2019-05-08,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-08 10:00:00,190568,1,0,8,1,1,46204,989006,10890308817423.29,2.5
437477,2019-07-11,11,90000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-11 11:00:00,683571,1,0,1,1,1,46204,989006,10890308817423.29,2.5
437522,2019-11-06,0,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-06 00:00:00,1364566,1,0,4,1,1,46204,989006,10890308817423.29,2.5
438020,2019-06-07,18,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-07 18:00:00,163535,1,0,3,1,1,46204,989006,10890308817423.29,2.5
438257,2019-07-03,16,45000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-03 16:00:00,656991,1,0,3,1,1,46204,989006,10890308817423.29,2.5
