CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,TRANS_LV1,TRANS_LV2,ts_dt,tx_id,LAST_SEC_EVENT_TS,LAST_SEC_EVENT_NAME,HOURS_SINCE_SEC_EVENT,IS_ATO_ALERT,LAST_LOGIN_TS,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,IS_LOGIN_DRIFT_ALERT,risk_score
983505,2019-10-03,14,2500000.0,Transfer,Outside_bank,2019-10-03 14:00:00,8958,2019-10-03 09:00:00,CHANGE_PASSWORD,5.0,1,2019-10-03 14:00:00,LOGIN,0.44776112719983174,67.0,0,2.0
983505,2019-10-03,9,1776000.0,Transfer,Outside_bank,2019-10-03 09:00:00,8978,2019-10-03 09:00:00,CHANGE_PASSWORD,0.0,1,2019-10-03 09:00:00,LOGIN,0.4545453856749415,66.0,0,2.0
451927,2019-03-12,20,1000000.0,Transfer,Outside_bank,2019-03-12 20:00:00,9129,2019-03-12 18:00:00,CHANGE_PASSWORD,2.0,1,2019-03-12 20:00:00,LOGIN,0.0,109.0,0,2.0
451927,2019-01-17,17,1000000.0,Transfer,Within_bank,2019-01-17 17:00:00,9174,2019-01-17 08:00:00,MB_SET_PIN,9.0,1,2019-01-17 17:00:00,LOGIN,0.0,5.0,0,2.0
451927,2019-10-25,4,1400000.0,Transfer,Outside_bank,2019-10-25 04:00:00,9243,2019-10-25 04:00:00,MB_CHANGE_PIN,0.0,1,2019-10-25 04:00:00,LOGIN,0.0,263.0,0,2.0
12923,2019-01-17,17,50000000.0,Transfer,Outside_bank,2019-01-17 17:00:00,9337,2019-01-17 17:00:00,MB_SET_PIN,0.0,1,2019-01-17 17:00:00,LOGIN,0.0,0.0,0,2.0
12923,2019-01-18,13,7100000.0,Transfer,Outside_bank,2019-01-18 13:00:00,9344,2019-01-17 17:00:00,MB_SET_PIN,20.0,1,2019-01-18 13:00:00,LOGIN,0.0,3.0,0,2.0
12923,2019-01-18,12,10450000.0,Transfer,Outside_bank,2019-01-18 12:00:00,9346,2019-01-17 17:00:00,MB_SET_PIN,19.0,1,2019-01-18 12:00:00,LOGIN,0.0,2.0,0,2.0
470839,2019-10-09,9,10300000.0,Transfer,Outside_bank,2019-10-09 09:00:00,9736,2019-10-08 15:00:00,CHANGE_PASSWORD,18.0,1,2019-10-09 09:00:00,LOGIN,0.3648448985990414,677.0,0,2.0
470839,2019-10-08,19,4500000.0,Transfer,Outside_bank,2019-10-08 19:00:00,9785,2019-10-08 15:00:00,CHANGE_PASSWORD,4.0,1,2019-10-08 19:00:00,LOGIN,0.3653846099795176,676.0,0,2.0
470839,2019-10-09,10,50000000.0,Transfer,Outside_bank,2019-10-09 10:00:00,9833,2019-10-08 15:00:00,CHANGE_PASSWORD,19.0,1,2019-10-09 10:00:00,LOGIN,0.36430677928751065,678.0,0,2.0
261942,2019-08-15,13,1200000.0,Transfer,Outside_bank,2019-08-15 13:00:00,10102,2019-08-15 12:00:00,CHANGE_PASSWORD,1.0,1,2019-08-15 12:00:00,LOGIN_FINGER,0.41758237169424484,91.0,0,2.0
930815,2019-09-24,19,3000000.0,Transfer,Outside_bank,2019-09-24 19:00:00,10152,2019-09-24 18:00:00,MB_SET_PIN,1.0,1,2019-09-24 19:00:00,LOGIN,0.0,6.0,0,2.0
897481,2019-01-04,15,46000000.0,Payment,Credit_card_repayment,2019-01-04 15:00:00,10224,2019-01-04 09:00:00,MB_SET_PIN,6.0,1,2019-01-04 15:00:00,LOGIN,0.0,2.0,0,2.0
888194,2019-01-21,16,2000000.0,Payment,Credit_card_repayment,2019-01-21 16:00:00,10242,2019-01-21 16:00:00,CHANGE_PASSWORD,0.0,1,2019-01-21 16:00:00,LOGIN,0.0,1.0,0,2.0
38101,2019-04-28,10,24000000.0,Transfer,Outside_bank,2019-04-28 10:00:00,10504,2019-04-28 08:00:00,MB_RESET_PIN,2.0,1,2019-04-28 10:00:00,LOGIN,0.0,132.0,0,2.0
38101,2019-04-28,14,18000000.0,Transfer,Outside_bank,2019-04-28 14:00:00,10593,2019-04-28 08:00:00,MB_RESET_PIN,6.0,1,2019-04-28 14:00:00,LOGIN,0.0,135.0,0,2.0
38101,2019-04-29,5,20000000.0,Transfer,Outside_bank,2019-04-29 05:00:00,10649,2019-04-28 08:00:00,MB_RESET_PIN,21.0,1,2019-04-29 05:00:00,LOGIN,0.0,142.0,0,2.0
38101,2019-04-28,12,45000000.0,Transfer,Outside_bank,2019-04-28 12:00:00,10693,2019-04-28 08:00:00,MB_RESET_PIN,4.0,1,2019-04-28 12:00:00,LOGIN,0.0,134.0,0,2.0
38101,2019-04-29,3,18000000.0,Transfer,Outside_bank,2019-04-29 03:00:00,10695,2019-04-28 08:00:00,MB_RESET_PIN,19.0,1,2019-04-29 03:00:00,LOGIN,0.0,140.0,0,2.0
38101,2019-04-28,9,10000000.0,Transfer,Outside_bank,2019-04-28 09:00:00,10696,2019-04-28 08:00:00,MB_RESET_PIN,1.0,1,2019-04-28 09:00:00,LOGIN,0.0,131.0,0,2.0
38101,2019-04-29,7,30000000.0,Transfer,Outside_bank,2019-04-29 07:00:00,10698,2019-04-28 08:00:00,MB_RESET_PIN,23.0,1,2019-04-29 07:00:00,LOGIN,0.0,144.0,0,2.0
38101,2019-04-29,4,22000000.0,Transfer,Outside_bank,2019-04-29 04:00:00,10793,2019-04-28 08:00:00,MB_RESET_PIN,20.0,1,2019-04-29 04:00:00,LOGIN,0.0,141.0,0,2.0
38101,2019-04-28,15,10000000.0,Transfer,Outside_bank,2019-04-28 15:00:00,10794,2019-04-28 08:00:00,MB_RESET_PIN,7.0,1,2019-04-28 15:00:00,LOGIN,0.0,136.0,0,2.0
38101,2019-04-28,11,33000000.0,Transfer,Outside_bank,2019-04-28 11:00:00,10837,2019-04-28 08:00:00,MB_RESET_PIN,3.0,1,2019-04-28 11:00:00,LOGIN,0.0,133.0,0,2.0
38101,2019-04-29,6,40000000.0,Transfer,Outside_bank,2019-04-29 06:00:00,10840,2019-04-28 08:00:00,MB_RESET_PIN,22.0,1,2019-04-29 06:00:00,LOGIN,0.0,143.0,0,2.0
677876,2019-01-18,17,8000000.0,Transfer,Outside_bank,2019-01-18 17:00:00,10946,2019-01-18 17:00:00,MB_SET_PIN,0.0,1,2019-01-18 17:00:00,LOGIN,0.0,0.0,0,2.0
768349,2019-01-07,18,1300000.0,Transfer,Outside_bank,2019-01-07 18:00:00,11257,2019-01-07 18:00:00,MB_SET_PIN,0.0,1,2019-01-07 18:00:00,LOGIN,0.0,0.0,0,2.0
66707,2019-01-16,11,15000000.0,Transfer,Outside_bank,2019-01-16 11:00:00,11331,2019-01-16 11:00:00,CHANGE_PASSWORD,0.0,1,2019-01-16 11:00:00,LOGIN,0.0,0.0,0,2.0
66707,2019-01-17,8,100000000.0,Transfer,Within_bank,2019-01-17 08:00:00,11340,2019-01-16 11:00:00,CHANGE_PASSWORD,21.0,1,2019-01-17 08:00:00,LOGIN,0.0,2.0,0,2.0
66707,2019-01-16,13,25000000.0,Transfer,Outside_bank,2019-01-16 13:00:00,11359,2019-01-16 11:00:00,CHANGE_PASSWORD,2.0,1,2019-01-16 12:00:00,LOGIN,0.0,1.0,0,2.0
66707,2019-01-17,10,1030000.0,Transfer,Outside_bank,2019-01-17 10:00:00,11361,2019-01-16 11:00:00,CHANGE_PASSWORD,23.0,1,2019-01-17 10:00:00,LOGIN,0.0,3.0,0,2.0
268674,2019-07-28,3,1000000.0,Transfer,Outside_bank,2019-07-28 03:00:00,11461,2019-07-27 16:00:00,MB_RESET_PIN,11.0,1,2019-07-28 03:00:00,LOGIN,0.00658978572339727,607.0,0,2.0
268674,2019-07-31,17,1000000.0,Transfer,Outside_bank,2019-07-31 17:00:00,11469,2019-07-31 15:00:00,MB_RESET_PIN,2.0,1,2019-07-31 17:00:00,LOGIN,0.0062208397166276875,643.0,0,2.0
268674,2019-07-22,20,8850000.0,Transfer,Outside_bank,2019-07-22 20:00:00,11581,2019-07-22 14:00:00,MB_CHANGE_PIN,6.0,1,2019-07-22 20:00:00,LOGIN,0.007005253817771387,571.0,0,2.0
268674,2019-07-28,7,8000000.0,Transfer,Outside_bank,2019-07-28 07:00:00,11584,2019-07-27 16:00:00,MB_RESET_PIN,15.0,1,2019-07-28 07:00:00,LOGIN,0.00654664473737079,611.0,0,2.0
268674,2019-07-28,6,1000000.0,Transfer,Outside_bank,2019-07-28 06:00:00,11586,2019-07-27 16:00:00,MB_RESET_PIN,14.0,1,2019-07-28 06:00:00,LOGIN,0.006557376941682345,610.0,0,2.0
268674,2019-07-31,22,2450000.0,Transfer,Outside_bank,2019-07-31 22:00:00,11590,2019-07-31 15:00:00,MB_RESET_PIN,7.0,1,2019-07-31 22:00:00,LOGIN,0.006182380120828747,647.0,0,2.0
268674,2019-12-23,1,1000000.0,Transfer,Outside_bank,2019-12-23 01:00:00,11621,2019-12-22 01:00:00,MB_CHANGE_PIN,24.0,1,2019-12-23 01:00:00,LOGIN,0.003067484639053032,1304.0,0,2.0
268674,2019-07-30,1,1200000.0,Transfer,Outside_bank,2019-07-30 01:00:00,11685,2019-07-29 22:00:00,MB_RESET_PIN,3.0,1,2019-07-30 01:00:00,LOGIN,0.006399999897600002,625.0,0,2.0
268674,2019-11-08,11,4300000.0,Transfer,Outside_bank,2019-11-08 11:00:00,11697,2019-11-08 08:00:00,MB_CHANGE_PIN,3.0,1,2019-11-08 11:00:00,LOGIN,0.004264392278631212,938.0,0,2.0
268674,2019-07-27,18,1400000.0,Transfer,Outside_bank,2019-07-27 18:00:00,11897,2019-07-27 16:00:00,MB_RESET_PIN,2.0,1,2019-07-27 18:00:00,LOGIN,0.006655573932519569,601.0,0,2.0
268674,2019-07-28,4,1000000.0,Transfer,Outside_bank,2019-07-28 04:00:00,11999,2019-07-27 16:00:00,MB_RESET_PIN,12.0,1,2019-07-28 04:00:00,LOGIN,0.006578947260214684,608.0,0,2.0
268674,2019-12-22,12,1500000.0,Transfer,Outside_bank,2019-12-22 12:00:00,12037,2019-12-22 01:00:00,MB_CHANGE_PIN,11.0,1,2019-12-22 12:00:00,LOGIN,0.00307929173918944,1299.0,0,2.0
268674,2019-12-26,12,1030000.0,Transfer,Outside_bank,2019-12-26 12:00:00,12144,2019-12-26 00:00:00,MB_CHANGE_PIN,12.0,1,2019-12-26 12:00:00,LOGIN,0.002962962941015089,1350.0,0,2.0
268674,2019-07-23,14,1250000.0,Transfer,Outside_bank,2019-07-23 14:00:00,12222,2019-07-22 14:00:00,MB_CHANGE_PIN,24.0,1,2019-07-23 14:00:00,LOGIN,0.006908462747694944,579.0,0,2.0
268674,2019-07-22,16,1400000.0,Transfer,Outside_bank,2019-07-22 16:00:00,12224,2019-07-22 14:00:00,MB_CHANGE_PIN,2.0,1,2019-07-22 16:00:00,LOGIN,0.007054673596919337,567.0,0,2.0
629201,2019-01-05,20,2350000.0,Transfer,Outside_bank,2019-01-05 20:00:00,12959,2019-01-05 10:00:00,MB_SET_PIN,10.0,1,2019-01-05 20:00:00,LOGIN,0.0,2.0,0,2.0
450085,2019-01-12,12,14000000.0,Transfer,Outside_bank,2019-01-12 12:00:00,13292,2019-01-12 10:00:00,MB_SET_PIN,2.0,1,2019-01-12 12:00:00,LOGIN,0.0,2.0,0,2.0
450085,2019-01-12,12,6085000.0,Transfer,Within_bank,2019-01-12 12:00:00,13314,2019-01-12 10:00:00,MB_SET_PIN,2.0,1,2019-01-12 12:00:00,LOGIN,0.0,2.0,0,2.0
450085,2019-01-12,18,11300000.0,Transfer,Outside_bank,2019-01-12 18:00:00,13322,2019-01-12 10:00:00,MB_SET_PIN,8.0,1,2019-01-12 18:00:00,LOGIN,0.0,3.0,0,2.0
150840,2019-01-15,17,10000000.0,Transfer,Outside_bank,2019-01-15 17:00:00,13390,2019-01-15 17:00:00,MB_SET_PIN,0.0,1,2019-01-15 17:00:00,LOGIN,0.0,0.0,0,2.0
116156,2019-02-12,20,1000000.0,Topup,eWallet,2019-02-12 20:00:00,13511,2019-01-09 18:00:00,MB_SET_PIN,818.0,0,2019-02-09 07:00:00,LOGIN,0.5217389035917811,23.0,1,2.0
943592,2019-01-21,16,46410000.0,Transfer,Outside_bank,2019-01-21 16:00:00,13576,2019-01-21 08:00:00,MB_SET_PIN,8.0,1,2019-01-21 16:00:00,LOGIN,0.0,1.0,0,2.0
942494,2019-01-22,17,49500000.0,Transfer,Outside_bank,2019-01-22 17:00:00,13683,2019-01-22 16:00:00,MB_SET_PIN,1.0,1,2019-01-22 17:00:00,LOGIN,0.0,2.0,0,2.0
659384,2019-01-25,12,10000000.0,Transfer,Outside_bank,2019-01-25 12:00:00,13688,2019-01-25 12:00:00,MB_SET_PIN,0.0,1,2019-01-25 12:00:00,LOGIN,0.0,0.0,0,2.0
492132,2019-01-02,13,50000000.0,Transfer,Outside_bank,2019-01-02 13:00:00,13722,2019-01-02 10:00:00,MB_SET_PIN,3.0,1,2019-01-02 13:00:00,LOGIN,0.3333322222259259,3.0,0,2.0
492132,2019-01-03,8,1520000.0,Transfer,Outside_bank,2019-01-03 08:00:00,13737,2019-01-02 10:00:00,MB_SET_PIN,22.0,1,2019-01-03 08:00:00,LOGIN,0.33333277777870374,6.0,0,2.0
559394,2019-01-19,10,3020000.0,Transfer,Outside_bank,2019-01-19 10:00:00,13928,2019-01-19 10:00:00,MB_SET_PIN,0.0,1,2019-01-19 10:00:00,LOGIN,0.0,0.0,0,2.0
559394,2019-08-01,11,31130000.0,Transfer,Outside_bank,2019-08-01 11:00:00,13950,2019-08-01 11:00:00,MB_RESET_PIN,0.0,1,2019-08-01 11:00:00,LOGIN,0.0,155.0,0,2.0
512777,2019-01-19,15,344000000.0,Transfer,Outside_bank,2019-01-19 15:00:00,14018,2019-01-19 11:00:00,CHANGE_PASSWORD,4.0,1,2019-01-19 15:00:00,LOGIN,0.0,2.0,0,2.0
12530,2019-01-30,13,1600000.0,Transfer,Outside_bank,2019-01-30 13:00:00,14430,2019-01-30 13:00:00,MB_SET_PIN,0.0,1,2019-01-30 13:00:00,LOGIN,0.0,1.0,0,2.0
12530,2019-01-31,9,1000000.0,Transfer,Outside_bank,2019-01-31 09:00:00,14450,2019-01-30 13:00:00,MB_SET_PIN,20.0,1,2019-01-31 09:00:00,LOGIN,0.0,3.0,0,2.0
12530,2019-01-30,15,3000000.0,Transfer,Outside_bank,2019-01-30 15:00:00,14465,2019-01-30 13:00:00,MB_SET_PIN,2.0,1,2019-01-30 15:00:00,LOGIN,0.0,2.0,0,2.0
983212,2019-01-16,19,2650000.0,Transfer,Within_bank,2019-01-16 19:00:00,14619,2019-01-16 19:00:00,MB_RESET_PIN,0.0,1,2019-01-16 19:00:00,LOGIN,0.0,59.0,0,2.0
336269,2019-01-29,21,2000000.0,Transfer,Outside_bank,2019-01-29 21:00:00,15085,2019-01-29 18:00:00,MB_SET_PIN,3.0,1,2019-01-29 21:00:00,LOGIN,0.0,3.0,0,2.0
336269,2019-01-30,10,2900000.0,Transfer,Outside_bank,2019-01-30 10:00:00,15086,2019-01-29 18:00:00,MB_SET_PIN,16.0,1,2019-01-30 10:00:00,LOGIN,0.0,5.0,0,2.0
336269,2019-10-11,12,15500000.0,Transfer,Outside_bank,2019-10-11 12:00:00,15288,2019-10-11 09:00:00,CHANGE_PASSWORD,3.0,1,2019-10-11 12:00:00,LOGIN,0.0,293.0,0,2.0
898849,2019-01-25,10,2000000.0,Transfer,Within_bank,2019-01-25 10:00:00,15702,2019-01-24 16:00:00,MB_SET_PIN,18.0,1,2019-01-25 10:00:00,LOGIN,0.49999875000312505,4.0,0,2.0
360275,2019-04-08,14,97250000.0,Transfer,Outside_bank,2019-04-08 14:00:00,16080,2019-04-07 17:00:00,CHANGE_PASSWORD,21.0,1,2019-04-08 14:00:00,LOGIN,0.3968253653313202,126.0,0,2.0
360275,2019-06-18,13,10000000.0,Transfer,Outside_bank,2019-06-18 13:00:00,16084,2019-06-18 12:00:00,MB_RESET_PIN,1.0,1,2019-06-18 13:00:00,LOGIN,0.38495573517894977,226.0,0,2.0
360275,2019-06-03,11,5500000.0,Transfer,Outside_bank,2019-06-03 11:00:00,16093,2019-06-03 11:00:00,MB_CHANGE_PIN,0.0,1,2019-06-03 10:00:00,LOGIN,0.37113400148793807,194.0,0,2.0
360275,2019-06-18,17,19600000.0,Transfer,Outside_bank,2019-06-18 17:00:00,16103,2019-06-18 12:00:00,MB_RESET_PIN,5.0,1,2019-06-18 17:00:00,LOGIN,0.38157893063250303,228.0,0,2.0
360275,2019-04-08,12,50000000.0,Transfer,Outside_bank,2019-04-08 12:00:00,16111,2019-04-07 17:00:00,CHANGE_PASSWORD,19.0,1,2019-04-08 12:00:00,LOGIN,0.39999996800000254,125.0,0,2.0
360275,2019-06-18,12,20400000.0,Transfer,Outside_bank,2019-06-18 12:00:00,16124,2019-06-18 12:00:00,MB_RESET_PIN,0.0,1,2019-06-18 12:00:00,LOGIN,0.3866666494814822,225.0,0,2.0
360275,2019-04-07,17,1200000.0,Transfer,Outside_bank,2019-04-07 17:00:00,16129,2019-04-07 17:00:00,CHANGE_PASSWORD,0.0,1,2019-04-07 17:00:00,LOGIN,0.4132231063451978,121.0,0,2.0
360275,2019-04-08,15,5000000.0,Transfer,Outside_bank,2019-04-08 15:00:00,16142,2019-04-07 17:00:00,CHANGE_PASSWORD,22.0,1,2019-04-08 15:00:00,LOGIN,0.39370075640151525,127.0,0,2.0
605330,2019-01-31,18,5000000.0,Transfer,Outside_bank,2019-01-31 18:00:00,16693,2019-01-31 18:00:00,MB_SET_PIN,0.0,1,2019-01-31 18:00:00,LOGIN,0.0,0.0,0,2.0
247615,2019-08-27,9,128000000.0,Payment,Credit_card_repayment,2019-08-27 09:00:00,17166,2019-08-26 11:00:00,MB_RESET_PIN,22.0,1,2019-08-27 09:00:00,LOGIN,0.4701492186455807,134.0,0,2.0
247615,2019-08-26,12,210000000.0,Payment,Credit_card_repayment,2019-08-26 12:00:00,17205,2019-08-26 11:00:00,MB_RESET_PIN,1.0,1,2019-08-26 12:00:00,LOGIN,0.4772726911157052,132.0,0,2.0
905341,2019-01-29,17,58200000.0,Transfer,Within_bank,2019-01-29 17:00:00,17219,2019-01-29 08:00:00,MB_SET_PIN,9.0,1,2019-01-29 16:00:00,LOGIN,0.0,2.0,0,2.0
905341,2019-01-29,11,56000000.0,Payment,Credit_card_repayment,2019-01-29 11:00:00,17233,2019-01-29 08:00:00,MB_SET_PIN,3.0,1,2019-01-29 11:00:00,LOGIN,0.0,1.0,0,2.0
605881,2019-01-30,14,1800000.0,Payment,Credit_card_repayment,2019-01-30 14:00:00,17549,2019-01-30 10:00:00,MB_SET_PIN,4.0,1,2019-01-30 14:00:00,LOGIN,0.24999937500156252,4.0,0,2.0
674625,2019-01-23,15,10000000.0,Transfer,Outside_bank,2019-01-23 15:00:00,18130,2019-01-23 10:00:00,MB_SET_PIN,5.0,1,2019-01-23 15:00:00,LOGIN,0.4999991666680556,6.0,0,2.0
446688,2019-01-23,17,7000000.0,Transfer,Outside_bank,2019-01-23 17:00:00,18194,2019-01-23 16:00:00,MB_SET_PIN,1.0,1,2019-01-23 17:00:00,LOGIN,0.0,1.0,0,2.0
446688,2019-01-23,16,20000000.0,Transfer,Outside_bank,2019-01-23 16:00:00,18464,2019-01-23 16:00:00,MB_SET_PIN,0.0,1,2019-01-23 16:00:00,LOGIN,0.0,0.0,0,2.0
446688,2019-12-16,10,85000000.0,Transfer,Within_bank,2019-12-16 10:00:00,18493,2019-12-16 09:00:00,CHANGE_PASSWORD,1.0,1,2019-12-16 10:00:00,LOGIN,0.0,323.0,0,2.0
976019,2019-01-24,17,60100000.0,Payment,Credit_card_repayment,2019-01-24 17:00:00,19107,2019-01-23 18:00:00,MB_SET_PIN,23.0,1,2019-01-24 17:00:00,LOGIN,0.39999920000160005,5.0,0,2.0
976019,2019-01-23,18,21000000.0,Payment,Credit_card_repayment,2019-01-23 18:00:00,19125,2019-01-23 18:00:00,MB_SET_PIN,0.0,1,2019-01-23 18:00:00,LOGIN,0.0,0.0,0,2.0
976019,2019-01-24,11,25000000.0,Payment,Credit_card_repayment,2019-01-24 11:00:00,19141,2019-01-23 18:00:00,MB_SET_PIN,17.0,1,2019-01-24 11:00:00,LOGIN_FINGER,0.0,1.0,0,2.0
976019,2019-01-24,16,35000000.0,Payment,Credit_card_repayment,2019-01-24 16:00:00,19153,2019-01-23 18:00:00,MB_SET_PIN,22.0,1,2019-01-24 16:00:00,LOGIN,0.49999875000312505,4.0,0,2.0
962940,2019-03-12,9,20000000.0,Transfer,Outside_bank,2019-03-12 09:00:00,19375,2019-03-12 09:00:00,CHANGE_PASSWORD,0.0,1,2019-03-12 09:00:00,LOGIN,0.0,84.0,0,2.0
708338,2019-06-21,8,16000000.0,Transfer,Within_bank,2019-06-21 08:00:00,19659,2019-06-21 08:00:00,MB_RESET_PIN,0.0,1,2019-06-21 08:00:00,LOGIN,0.02830188412246376,106.0,0,2.0
708338,2019-03-25,21,2100000.0,Transfer,Within_bank,2019-03-25 21:00:00,19679,2019-03-25 21:00:00,CHANGE_PASSWORD,0.0,1,2019-03-25 21:00:00,LOGIN,0.0,28.0,0,2.0
708338,2019-03-25,21,2000000.0,Transfer,Outside_bank,2019-03-25 21:00:00,19756,2019-03-25 21:00:00,CHANGE_PASSWORD,0.0,1,2019-03-25 21:00:00,LOGIN,0.0,28.0,0,2.0
708338,2019-03-26,12,1000000.0,Transfer,Outside_bank,2019-03-26 12:00:00,19781,2019-03-25 21:00:00,CHANGE_PASSWORD,15.0,1,2019-03-26 12:00:00,LOGIN,0.0,30.0,0,2.0
831321,2019-12-18,11,2000000.0,Transfer,Outside_bank,2019-12-18 11:00:00,19815,2019-12-18 11:00:00,MB_CHANGE_PIN,0.0,1,2019-12-18 11:00:00,LOGIN,0.44680841557267753,47.0,0,2.0
342017,2019-03-20,9,7800000.0,Transfer,Within_bank,2019-03-20 09:00:00,19826,2019-03-20 09:00:00,CHANGE_PASSWORD,0.0,1,2019-03-20 09:00:00,LOGIN_FINGER,0.48717936226170194,39.0,0,2.0
266572,2019-01-28,16,25000000.0,Transfer,Outside_bank,2019-01-28 16:00:00,19888,2019-01-28 11:00:00,MB_SET_PIN,5.0,1,2019-01-28 16:00:00,LOGIN,0.0,3.0,0,2.0
890973,2019-04-02,21,1650000.0,Transfer,Outside_bank,2019-04-02 21:00:00,19918,2019-04-02 12:00:00,MB_CHANGE_PIN,9.0,1,2019-04-02 21:00:00,LOGIN,0.0,66.0,0,2.0
637254,2019-01-26,9,50000000.0,Transfer,Outside_bank,2019-01-26 09:00:00,20014,2019-01-25 15:00:00,MB_SET_PIN,18.0,1,2019-01-26 09:00:00,LOGIN,0.0,1.0,0,2.0
637254,2019-01-25,15,50000000.0,Transfer,Outside_bank,2019-01-25 15:00:00,20020,2019-01-25 15:00:00,MB_SET_PIN,0.0,1,2019-01-25 15:00:00,LOGIN,0.0,0.0,0,2.0
146750,2019-01-22,19,10000000.0,Transfer,Outside_bank,2019-01-22 19:00:00,20131,2019-01-22 15:00:00,MB_SET_PIN,4.0,1,2019-01-22 18:00:00,LOGIN,0.0,1.0,0,2.0
146750,2019-01-22,18,40000000.0,Transfer,Outside_bank,2019-01-22 18:00:00,20139,2019-01-22 15:00:00,MB_SET_PIN,3.0,1,2019-01-22 18:00:00,LOGIN,0.0,1.0,0,2.0
146750,2019-01-23,15,137000000.0,Transfer,Outside_bank,2019-01-23 15:00:00,20140,2019-01-22 15:00:00,MB_SET_PIN,24.0,1,2019-01-23 15:00:00,LOGIN,0.0,3.0,0,2.0
636478,2019-05-20,14,6780000.0,Transfer,Outside_bank,2019-05-20 14:00:00,20308,2019-05-20 14:00:00,MB_SET_PIN,0.0,1,2019-05-20 14:00:00,LOGIN,0.0,73.0,0,2.0
672869,2019-01-28,10,1005210.0,Payment,Credit_card_repayment,2019-01-28 10:00:00,20332,2019-01-28 10:00:00,MB_SET_PIN,0.0,1,2019-01-28 10:00:00,LOGIN,0.0,0.0,0,2.0
105379,2019-04-13,18,1000000.0,Transfer,Outside_bank,2019-04-13 18:00:00,20934,2019-04-13 09:00:00,CHANGE_PASSWORD,9.0,1,2019-04-13 18:00:00,LOGIN,0.42857135204082997,56.0,0,2.0
443648,2019-02-26,23,1000000.0,Transfer,Within_bank,2019-02-26 23:00:00,21338,2019-02-26 23:00:00,MB_CHANGE_PIN,0.0,1,2019-02-26 23:00:00,LOGIN,0.09638553055596016,83.0,0,2.0
492238,2019-01-28,11,6202000.0,Transfer,Outside_bank,2019-01-28 11:00:00,21813,2019-01-28 11:00:00,MB_SET_PIN,0.0,1,2019-01-28 11:00:00,LOGIN,0.0,0.0,0,2.0
492238,2019-01-28,12,6985000.0,Transfer,Outside_bank,2019-01-28 12:00:00,21865,2019-01-28 11:00:00,MB_SET_PIN,1.0,1,2019-01-28 12:00:00,LOGIN,0.0,1.0,0,2.0
741440,2019-01-24,7,30000000.0,Transfer,Outside_bank,2019-01-24 07:00:00,21900,2019-01-23 13:00:00,MB_SET_PIN,18.0,1,2019-01-24 07:00:00,LOGIN,0.0,4.0,0,2.0
695937,2019-01-29,10,60000000.0,Transfer,Outside_bank,2019-01-29 10:00:00,22157,2019-01-22 14:00:00,MB_SET_PIN,164.0,0,2019-01-29 10:00:00,LOGIN,0.5263155124655198,19.0,1,2.0
695937,2019-06-24,23,20000000.0,Transfer,Outside_bank,2019-06-24 23:00:00,22162,2019-06-17 13:00:00,CHANGE_PASSWORD,178.0,0,2019-06-21 14:00:00,LOGIN,0.5050504540353077,99.0,1,2.0
695937,2019-07-08,19,7518000.0,Transfer,Outside_bank,2019-07-08 19:00:00,22163,2019-06-17 13:00:00,CHANGE_PASSWORD,510.0,0,2019-06-21 14:00:00,LOGIN,0.5050504540353077,99.0,1,2.0
695937,2019-07-07,20,10200000.0,Transfer,Outside_bank,2019-07-07 20:00:00,22164,2019-06-17 13:00:00,CHANGE_PASSWORD,487.0,0,2019-06-21 14:00:00,LOGIN,0.5050504540353077,99.0,1,2.0
695937,2019-07-17,15,5000000.0,Transfer,Outside_bank,2019-07-17 15:00:00,22165,2019-06-17 13:00:00,CHANGE_PASSWORD,722.0,0,2019-06-21 14:00:00,LOGIN,0.5050504540353077,99.0,1,2.0
695937,2019-06-17,16,1000000.0,Transfer,Outside_bank,2019-06-17 16:00:00,22181,2019-06-17 13:00:00,CHANGE_PASSWORD,3.0,1,2019-06-17 16:00:00,LOGIN_FINGER,0.49999994186047186,86.0,0,2.0
695937,2019-06-26,21,2000000.0,Transfer,Outside_bank,2019-06-26 21:00:00,22183,2019-06-17 13:00:00,CHANGE_PASSWORD,224.0,0,2019-06-21 14:00:00,LOGIN,0.5050504540353077,99.0,1,2.0
695937,2019-07-06,11,4000000.0,Transfer,Outside_bank,2019-07-06 11:00:00,22184,2019-06-17 13:00:00,CHANGE_PASSWORD,454.0,0,2019-06-21 14:00:00,LOGIN,0.5050504540353077,99.0,1,2.0
695937,2019-07-09,17,3700000.0,Transfer,Outside_bank,2019-07-09 17:00:00,22185,2019-06-17 13:00:00,CHANGE_PASSWORD,532.0,0,2019-06-21 14:00:00,LOGIN,0.5050504540353077,99.0,1,2.0
695937,2019-07-17,19,10000000.0,Transfer,Outside_bank,2019-07-17 19:00:00,22186,2019-06-17 13:00:00,CHANGE_PASSWORD,726.0,0,2019-06-21 14:00:00,LOGIN,0.5050504540353077,99.0,1,2.0
695937,2019-07-17,14,50000000.0,Transfer,Outside_bank,2019-07-17 14:00:00,22187,2019-06-17 13:00:00,CHANGE_PASSWORD,721.0,0,2019-06-21 14:00:00,LOGIN,0.5050504540353077,99.0,1,2.0
