CUSTOMER_NUMBER,anomaly_score_sample,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
3850,-0.5774812066095907,Payment,Credit_card_repayment,2019-11-28,Thu,20,4,100000000.0,NaN,iOS,7.214.xx.xx (HN),M,2019-07-08,1999-12-29,0,2019-07-08,BRANCH,1,SMART_OTP,Commercial associate,100000000.0,1,100000000.0,1,169500000.0,2,215500000.0,3,460800000.0,11,1552150000.0,31,930089.2483333334,48102848.8372093,172,0.16666666666666666,1,999.0,LOGIN,0.0,127.0,0.09925610726790499,-0.817113710427979
3850,-0.573982767276556,Payment,Credit_card_repayment,2019-11-30,Sat,7,6,113020000.0,NaN,iOS,99.87.xx.xx (HN),M,2019-07-08,1999-12-29,0,2019-07-08,BRANCH,1,SMART_OTP,Commercial associate,113020000.0,1,113020000.0,1,239220000.0,4,408720000.0,6,633020000.0,13,1569470000.0,31,930089.2483333334,48102848.8372093,172,0.6666666666666666,0,999.0,LOGIN,0.0,131.0,0.09925610726790499,-0.817113710427979
3850,-0.5942488346294393,Payment,Credit_card_repayment,2019-12-17,Tue,15,1,40450000.0,NaN,iOS,156.105.xx.xx (HN),M,2019-07-08,1999-12-29,0,2019-07-08,BRANCH,1,SMART_OTP,Commercial associate,40450000.0,1,40450000.0,1,40450000.0,1,40450000.0,1,40450000.0,1,1343220000.0,30,930089.2483333334,48102848.8372093,172,12.083333333333334,0,999.0,LOGIN,0.0,139.0,0.09925610726790499,-0.817113710427979
3850,-0.5758635080465716,Payment,Credit_card_repayment,2019-12-18,Wed,20,4,88000000.0,NaN,iOS,121.8.xx.xx (HN),M,2019-07-08,1999-12-29,0,2019-07-08,BRANCH,1,SMART_OTP,Commercial associate,88000000.0,1,88000000.0,1,88000000.0,1,128450000.0,2,128450000.0,2,1343220000.0,29,930089.2483333334,48102848.8372093,172,1.2083333333333333,0,999.0,LOGIN,0.0,140.0,0.09925610726790499,-0.817113710427979
3850,-0.5646961843519719,Payment,Credit_card_repayment,2019-12-20,Fri,14,4,87500000.0,NaN,iOS,67.241.xx.xx (HN),M,2019-07-08,1999-12-29,0,2019-07-08,BRANCH,1,SMART_OTP,Commercial associate,87500000.0,1,96500000.0,2,96500000.0,2,184500000.0,3,224950000.0,4,1392720000.0,30,930089.2483333334,48102848.8372093,172,0.041666666666666664,0,999.0,LOGIN,0.0,142.0,0.09925610726790499,-0.817113710427979
3918,-0.5890141052471356,Topup,Mobile,2019-12-31,Tue,11,1,200000.0,NaN,Android,186.169.xx.xx (NA),M,2019-08-13,1985-02-09,0,2019-08-30,AUTO-JOB,1,SMART_OTP,Working,200000.0,1,200000.0,1,200000.0,1,200000.0,1,200000.0,1,200000.0,1,3450163.018,200000.0,1,123.45833333333333,0,187.0,LOGIN_FACEID,0.44117634083048796,34.0,0.0,-1.2466173963211127
3976,-0.5912336303182996,Transfer,Within_bank,2019-12-02,Mon,8,2,43500000.0,924982,Android,189.186.xx.xx (DN),M,2019-09-05,1995-09-19,1,2019-09-05,BRANCH,1,SMART_OTP,State servant,43500000.0,1,43500000.0,1,43500000.0,1,43500000.0,1,52817000.0,8,55614000.0,20,1901087.4324999999,1193378.5714285714,70,2.875,1,2084.0,LOGIN,0.4150943135160809,159.0,0.1482989468700892,-1.2556418953645259
4100,-0.5826605706455341,Topup,eWallet,2019-04-27,Sat,5,1,20000.0,NaN,iOS,242.61.xx.xx (HCM),M,2019-04-24,1981-01-21,0,2019-04-24,BRANCH,1,SMART_OTP,Working,20000.0,1,20000.0,1,1420000.0,3,1420000.0,3,3560260.0,9,3560260.0,9,277667.8644444444,1254546.844919786,187,0.5416666666666666,0,17.0,LOGIN,0.0,19.0,0.11403500190305525,-1.0299337471630408
4100,-0.6041822979545467,Payment,QR_payment,2019-04-28,Sun,1,1,700000.0,NaN,iOS,147.235.xx.xx (HCM),M,2019-04-24,1981-01-21,0,2019-04-24,BRANCH,1,SMART_OTP,Working,700000.0,1,700000.0,1,720000.0,2,2120000.0,4,4260260.0,10,4260260.0,10,277667.8644444444,1254546.844919786,187,0.8333333333333334,0,37.0,LOGIN,0.0,24.0,0.11403500190305525,-1.0299337471630408
4100,-0.6555543840333501,Topup,eWallet,2019-07-11,Thu,0,1,20000000.0,NaN,iOS,23.79.xx.xx (HCM),M,2019-04-24,1981-01-21,0,2019-04-24,BRANCH,1,SMART_OTP,Working,25000000.0,2,25000000.0,2,25000000.0,2,25000000.0,2,25000000.0,2,40480000.0,7,277667.8644444444,1254546.844919786,187,8.833333333333334,0,1812.0,LOGIN,0.0,72.0,0.11403500190305525,-1.0299337471630408
4100,-0.6317638884633016,Transfer,Outside_bank,2019-08-26,Mon,1,3,16500000.0,229056,iOS,71.250.xx.xx (HCM),M,2019-04-24,1981-01-21,0,2019-04-24,BRANCH,1,SMART_OTP,Working,16500000.0,1,24500000.0,2,27250000.0,7,28110000.0,9,36910000.0,22,59950000.0,43,277667.8644444444,1254546.844919786,187,0.125,7,565.0,LOGIN,0.005813953150351561,172.0,0.11403500190305525,-1.0299337471630408
4194,-0.5653860813005518,Transfer,Outside_bank,2019-11-05,Tue,9,1,5000000.0,937330,Android,134.81.xx.xx (HN),M,2019-10-29,1995-02-16,0,2019-11-05,BRANCH,1,SMART_OTP,State servant,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,1095333.675,1012857.1428571428,7,0.375,1,0.0,LOGIN,0.0,0.0,2.0607446205875815,-1.3064763225646052
4207,-0.5758320042951023,Transfer,Outside_bank,2019-12-17,Tue,15,1,800000.0,208610,iOS,239.68.xx.xx (HN),F,2019-04-03,1985-01-21,0,2019-05-13,BRANCH,0,SMART_OTP,Commercial associate,800000.0,1,800000.0,1,800000.0,1,800000.0,1,800000.0,1,800000.0,1,5748428.876666666,800000.0,1,218.625,1,5238.0,LOGIN,0.0,94.0,0.0,-0.7950746539079367
4217,-0.586042113242687,Transfer,Outside_bank,2019-12-25,Wed,16,1,40000000.0,391340,iOS,183.191.xx.xx (DN),M,2019-12-18,1993-10-02,0,2019-12-19,BRANCH,1,SMART_OTP,State servant,40000000.0,1,45000000.0,2,67000000.0,3,103000000.0,8,203650000.0,25,203650000.0,25,128677.42,6777380.952380952,42,0.125,3,143.0,LOGIN,0.49999992857143877,70.0,0.3280058336643076,-1.5861772075424574
4245,-0.5674083057313293,Transfer,Outside_bank,2019-05-18,Sat,15,1,4100000.0,126436,Android,228.18.xx.xx (CT),F,2019-01-11,1994-01-19,0,2019-01-30,BRANCH,1,SMS,Working,4100000.0,1,4100000.0,1,4100000.0,1,4100000.0,1,4100000.0,1,4100000.0,1,384250.7525,3216666.6666666665,3,108.625,1,999.0,LOGIN,0.0,4.0,0.0,-1.8798676088485247
4288,-0.5690245721172089,Topup,eWallet,2019-10-07,Mon,1,1,100000.0,NaN,iOS,180.224.xx.xx (DN),F,2019-03-22,1972-10-01,0,2019-03-22,BRANCH,0,SMART_OTP,Working,100000.0,1,100000.0,1,100000.0,1,100000.0,1,100000.0,1,1960000.0,7,2058487.9514285715,683541.6666666666,24,9.166666666666666,0,4767.0,LOGIN_FINGER,0.4459458856829884,74.0,0.12157107904957963,-1.1536972210763603
4391,-0.5701459319019402,Transfer,Outside_bank,2019-12-18,Wed,15,4,99870000.0,161690,Web,121.162.xx.xx (HN),F,2019-07-16,1997-10-03,0,2019-07-16,BRANCH,0,SMART_OTP,State servant,99870000.0,1,99870000.0,1,99870000.0,1,99870000.0,1,99870000.0,1,99870000.0,1,136220.43166666667,26401545.454545453,11,32.166666666666664,1,999.0,LOGIN,0.0,10.0,0.19527256593594938,-1.5155450166052156
4401,-0.6013205095237116,Payment,Credit_card_repayment,2019-08-12,Mon,13,1,1000000.0,NaN,Android,218.208.xx.xx (DN),F,2019-07-18,1992-01-02,0,2019-07-18,AUTO-JOB,0,SMART_OTP,Businessman,1000000.0,1,1000000.0,1,1000000.0,1,1000000.0,1,1000000.0,1,1000000.0,1,90322.58,1460000.0,5,25.541666666666668,0,999.0,LOGIN_FINGER,0.45161275754427177,31.0,1.2005453658296201,-1.0334682204422148
4401,-0.6063801277194817,Payment,Credit_card_repayment,2019-09-13,Fri,11,1,1200000.0,NaN,Android,112.236.xx.xx (DN),F,2019-07-18,1992-01-02,0,2019-07-18,AUTO-JOB,0,SMART_OTP,Businessman,1200000.0,1,1200000.0,1,1200000.0,1,1200000.0,1,1200000.0,1,1200000.0,1,90322.58,1460000.0,5,31.916666666666668,0,999.0,LOGIN,0.47368412742383725,57.0,1.2005453658296201,-1.0334682204422148
4401,-0.618272038735251,Payment,Credit_card_repayment,2019-10-22,Tue,9,1,1500000.0,NaN,Android,107.207.xx.xx (DN),F,2019-07-18,1992-01-02,0,2019-07-18,AUTO-JOB,0,SMART_OTP,Businessman,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,90322.58,1460000.0,5,38.916666666666664,0,999.0,LOGIN,0.48351643038280984,91.0,1.2005453658296201,-1.0334682204422148
4401,-0.6160076983877494,Payment,Credit_card_repayment,2019-11-21,Thu,12,1,1800000.0,NaN,Android,189.41.xx.xx (DN),F,2019-07-18,1992-01-02,0,2019-07-18,AUTO-JOB,0,SMART_OTP,Businessman,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,90322.58,1460000.0,5,30.125,0,999.0,LOGIN,0.4845360325220585,97.0,1.2005453658296201,-1.0334682204422148
4401,-0.6383137237403439,Payment,Credit_card_repayment,2019-12-20,Fri,12,1,1800000.0,NaN,Android,201.210.xx.xx (DN),F,2019-07-18,1992-01-02,0,2019-07-18,AUTO-JOB,0,SMART_OTP,Businessman,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,3600000.0,2,90322.58,1460000.0,5,29.0,0,0.0,LOGIN,0.4857142394557867,105.0,1.2005453658296201,-1.0334682204422148
4494,-0.5836109864623071,Payment,Credit_card_repayment,2019-10-03,Thu,14,1,3000000.0,NaN,Android,170.183.xx.xx (HCM),M,2019-08-20,1981-03-01,0,2019-08-20,AUTO-JOB,0,SMART_OTP,State servant,3000000.0,1,3000000.0,1,3000000.0,1,3000000.0,1,3000000.0,1,3000000.0,1,186407.09666666668,11504020.4,5,44.583333333333336,0,1059.0,LOGIN,0.0,7.0,0.7644738460336729,-1.115713477872039
4494,-0.6248585818344264,Payment,Credit_card_repayment,2019-11-18,Mon,21,1,50747113.0,NaN,Android,186.227.xx.xx (HCM),M,2019-08-20,1981-03-01,0,2019-08-20,AUTO-JOB,0,SMART_OTP,State servant,50747113.0,1,50747113.0,1,50747113.0,1,50747113.0,1,50747113.0,1,54247113.0,2,186407.09666666668,11504020.4,5,21.166666666666668,0,2170.0,LOGIN,0.0,24.0,0.7644738460336729,-1.115713477872039
4569,-0.6490572124687545,Payment,Credit_card_repayment,2019-12-24,Tue,14,1,5000000.0,NaN,Android,35.220.xx.xx (HCM),F,2019-05-30,1984-12-25,0,2019-11-15,AUTO-JOB,0,SMART_OTP,State servant,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,45800.83125,5000000.0,1,39.583333333333336,0,0.0,LOGIN,0.0,0.0,0.0,-1.1292716077234677
4596,-0.6101535794060035,Transfer,Outside_bank,2019-05-24,Fri,0,1,15500000.0,534364,iOS,220.145.xx.xx (HN),F,2019-03-14,1999-06-08,0,2019-03-14,BRANCH,1,SMART_OTP,Commercial associate,15500000.0,1,15500000.0,1,15500000.0,1,15500000.0,1,16500000.0,2,17085185.0,5,9064685.079,1687281.4772727273,44,3.0416666666666665,1,1688.0,LOGIN,0.0,38.0,0.08700805299831009,-1.6070681023131128
4596,-0.57741227555798,Topup,eWallet,2019-11-06,Wed,0,1,75000.0,NaN,iOS,69.108.xx.xx (HN),F,2019-03-14,1999-06-08,0,2019-03-14,BRANCH,1,SMART_OTP,Commercial associate,544000.0,2,544000.0,2,544000.0,2,544000.0,2,544000.0,2,1919000.0,7,9064685.079,1687281.4772727273,44,0.041666666666666664,0,5672.0,LOGIN,0.2566371454303411,113.0,0.08700805299831009,-1.6070681023131128
4596,-0.6009435524719062,Transfer,Outside_bank,2019-11-24,Sun,16,1,20000000.0,898502,iOS,45.133.xx.xx (HN),F,2019-03-14,1999-06-08,0,2019-03-14,BRANCH,1,SMART_OTP,Commercial associate,20000000.0,1,20000000.0,1,20000000.0,1,20000000.0,1,20000000.0,1,24808100.0,8,9064685.079,1687281.4772727273,44,11.041666666666666,1,6120.0,LOGIN,0.3034482549346031,145.0,0.08700805299831009,-1.6070681023131128
4836,-0.604014632642567,Payment,Credit_card_repayment,2019-12-16,Mon,14,1,2785135.0,NaN,iOS,42.240.xx.xx (HN),M,2019-11-01,1988-09-30,0,2019-11-05,BRANCH,0,SMART_OTP,Commercial associate,2785135.0,1,2785135.0,1,2785135.0,1,2785135.0,1,2785135.0,1,2785135.0,1,1314797.285,2785135.0,1,41.583333333333336,0,982.0,LOGIN_FINGER,0.47368408587260896,38.0,0.0,-1.0612139034619055
4841,-0.597065211950123,Transfer,Outside_bank,2019-09-09,Mon,12,4,6242000.0,832548,iOS,225.168.xx.xx (HCM),F,2019-03-19,1989-08-18,0,2019-03-19,BRANCH,1,SMART_OTP,Working,6242000.0,1,6242000.0,1,6242000.0,1,6242000.0,1,6242000.0,1,6242000.0,1,1825134.882,1348818.1818181819,22,84.125,1,0.0,LOGIN,0.0,9.0,0.17178017731225542,-1.3806230100609571
4918,-0.568759584675707,Payment,Credit_card_repayment,2019-10-04,Fri,10,1,7000000.0,NaN,iOS,4.188.xx.xx (HCM),F,2019-01-10,1992-05-12,0,2019-02-14,MYbank,1,SMART_OTP,Working,7000000.0,1,7000000.0,1,7000000.0,1,7000000.0,1,7000000.0,1,17949120.0,9,1795805.216,2369542.4210526315,38,9.0,0,5565.0,LOGIN_FACEID,0.2857142729591842,224.0,0.30757224841571046,-1.1108817505214055
4918,-0.6090970973942661,Payment,Credit_card_repayment,2019-12-24,Tue,8,1,3000000.0,NaN,iOS,2.153.xx.xx (HCM),F,2019-01-10,1992-05-12,0,2019-02-14,MYbank,1,SMART_OTP,Working,3000000.0,1,3000000.0,1,3000000.0,1,3000000.0,1,3000000.0,1,3000000.0,1,1795805.216,2369542.4210526315,38,31.875,0,7507.0,LOGIN,0.3303303204105009,333.0,0.30757224841571046,-1.1108817505214055
4944,-0.5814715802579885,Transfer,Outside_bank,2019-12-26,Thu,16,1,50000000.0,621413,Android,202.115.xx.xx (HN),M,2019-08-05,1976-08-10,0,2019-08-05,BRANCH,0,SMART_OTP,Businessman,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,3679594.118,50000000.0,1,143.66666666666666,1,126.0,LOGIN,0.0,5.0,0.0,-0.9079951329056203
5082,-0.5697033667333024,Transfer,Outside_bank,2019-11-04,Mon,18,1,14300000.0,135406,iOS,250.117.xx.xx (HN),M,2019-05-23,1991-05-03,0,2019-06-13,BRANCH,1,SMS,Commercial associate,19300000.0,2,19300000.0,2,19300000.0,2,19300000.0,2,19300000.0,2,19350000.0,3,275601.6185714285,7308333.333333333,12,21.208333333333332,1,3459.0,LOGIN,0.1428570408163994,14.0,0.49499316024701456,-1.7337719423836029
5084,-0.5711358759453046,Transfer,Within_bank,2019-06-21,Fri,2,1,12000000.0,861541,Android,83.124.xx.xx (NA),M,2019-03-11,1992-11-25,1,2019-03-15,BRANCH,1,SMART_OTP,Working,12000000.0,1,18960000.0,2,18960000.0,2,18960000.0,2,20670000.0,6,54041000.0,25,6461368.34,2486647.0516129034,310,0.08333333333333333,2,2118.0,LOGIN,0.0,41.0,0.10633918011729279,-1.2340979527024143
5134,-0.6036137934741317,Payment,Credit_card_repayment,2019-07-02,Tue,16,3,12967126.0,NaN,iOS,60.166.xx.xx (DN),F,2019-05-31,1988-01-14,0,2019-05-31,AUTO-JOB,0,SMART_OTP,Working,12967126.0,1,12967126.0,1,12967126.0,1,12967126.0,1,12967126.0,1,12967126.0,1,1824454.4683333335,30985946.0,7,32.666666666666664,0,999.0,UNKNOWN,0.0,0.0,1.2611711670114918,-1.1728070042696883
5134,-0.6391437898669244,Payment,Credit_card_repayment,2019-09-03,Tue,9,1,50000000.0,NaN,iOS,196.192.xx.xx (DN),F,2019-05-31,1988-01-14,0,2019-05-31,AUTO-JOB,0,SMART_OTP,Working,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,1824454.4683333335,30985946.0,7,62.708333333333336,0,999.0,LOGIN_FACEID,0.45454504132268975,11.0,1.2611711670114918,-1.1728070042696883
5134,-0.5647149481214534,Transfer,Outside_bank,2019-10-21,Mon,8,1,800000.0,522773,iOS,152.198.xx.xx (DN),F,2019-05-31,1988-01-14,0,2019-05-31,AUTO-JOB,0,SMART_OTP,Working,800000.0,1,800000.0,1,800000.0,1,800000.0,1,800000.0,1,800000.0,1,1824454.4683333335,30985946.0,7,47.958333333333336,1,999.0,LOGIN_FACEID,0.4761902494332146,21.0,1.2611711670114918,-1.1728070042696883
5134,-0.6094411009478872,Payment,Credit_card_repayment,2019-11-04,Mon,16,1,50000000.0,NaN,iOS,71.4.xx.xx (DN),F,2019-05-31,1988-01-14,0,2019-05-31,AUTO-JOB,0,SMART_OTP,Working,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50800000.0,2,1824454.4683333335,30985946.0,7,14.333333333333334,0,999.0,LOGIN,0.49999979166675346,24.0,1.2611711670114918,-1.1728070042696883
5134,-0.6382692833967089,Payment,Credit_card_repayment,2019-12-10,Tue,11,2,51819435.0,NaN,iOS,43.171.xx.xx (DN),F,2019-05-31,1988-01-14,0,2019-05-31,AUTO-JOB,0,SMART_OTP,Working,51819435.0,1,51819435.0,1,51819435.0,1,51819435.0,1,51819435.0,1,51819435.0,1,1824454.4683333335,30985946.0,7,35.791666666666664,0,999.0,LOGIN_FACEID,0.4864863550036878,37.0,1.2611711670114918,-1.1728070042696883
5134,-0.5771586649836253,Payment,Credit_card_repayment,2019-12-30,Mon,9,1,1315061.0,NaN,iOS,111.232.xx.xx (DN),F,2019-05-31,1988-01-14,0,2019-05-31,AUTO-JOB,0,SMART_OTP,Working,1315061.0,1,1315061.0,1,1315061.0,1,1315061.0,1,1315061.0,1,53134496.0,2,1824454.4683333335,30985946.0,7,19.916666666666668,0,999.0,LOGIN,0.4888887802469377,45.0,1.2611711670114918,-1.1728070042696883
5148,-0.6139179833613607,Payment,Lifestyle_payment,2019-07-23,Tue,13,1,2160000.0,NaN,iOS,49.50.xx.xx (HCM),M,2019-04-22,1986-08-26,0,2019-04-22,BRANCH,1,SMS,Working,2160000.0,1,2160000.0,1,2160000.0,1,2160000.0,1,2160000.0,1,2160000.0,1,43110752.72666667,27983869.56521739,23,92.54166666666667,0,0.0,LOGIN_FINGER,0.0,1.0,0.18031895443835438,-1.2492672453126163
5171,-0.5888936092860297,Transfer,Outside_bank,2019-10-25,Fri,15,1,200000000.0,316858,iOS,178.146.xx.xx (HP),M,2019-02-02,1986-01-01,0,2019-03-25,MYbank,1,SMS,Working,200000000.0,1,200000000.0,1,200000000.0,1,200000000.0,1,245456370.0,6,324412170.0,14,7728287.171818182,11736062.849673202,153,2.0833333333333335,1,5129.0,LOGIN,0.0,163.0,0.10483496937537547,-1.206239429499153
5185,-0.6531803895346716,Payment,Credit_card_repayment,2019-09-23,Mon,9,1,1251000.0,NaN,iOS,229.188.xx.xx (HN),M,2019-01-05,1988-01-10,0,2019-01-19,BRANCH,0,SMART_OTP,Working,1251000.0,1,1251000.0,1,1251000.0,1,1251000.0,1,1251000.0,1,1251000.0,1,1608201.441,3843416.6666666665,6,247.375,0,5926.0,LOGIN,0.32098761469288706,81.0,1.2005453658296201,-1.112925814609523
5185,-0.5778023128932631,Transfer,Outside_bank,2019-10-08,Tue,9,2,16255000.0,685146,iOS,200.72.xx.xx (HN),M,2019-01-05,1988-01-10,0,2019-01-19,BRANCH,0,SMART_OTP,Working,16255000.0,1,16255000.0,1,16255000.0,1,16255000.0,1,16255000.0,1,17506000.0,2,1608201.441,3843416.6666666665,6,15.0,1,6286.0,LOGIN,0.34065930322425236,91.0,1.2005453658296201,-1.112925814609523
5185,-0.5782060327258375,Payment,Credit_card_repayment,2019-10-17,Thu,9,1,1351500.0,NaN,iOS,88.205.xx.xx (HN),M,2019-01-05,1988-01-10,0,2019-01-19,BRANCH,0,SMART_OTP,Working,1351500.0,1,1351500.0,1,1351500.0,1,1351500.0,1,2851500.0,2,20357500.0,4,1608201.441,3843416.6666666665,6,5.041666666666667,0,6502.0,LOGIN,0.35643560827370213,101.0,1.2005453658296201,-1.112925814609523
5185,-0.6219422699524808,Payment,Credit_card_repayment,2019-11-18,Mon,14,1,1351500.0,NaN,iOS,230.108.xx.xx (HN),M,2019-01-05,1988-01-10,0,2019-01-19,BRANCH,0,SMART_OTP,Working,1351500.0,1,1351500.0,1,1351500.0,1,1351500.0,1,1351500.0,1,1351500.0,1,1608201.441,3843416.6666666665,6,32.208333333333336,0,7275.0,LOGIN_FACEID,0.3809523507180674,126.0,1.2005453658296201,-1.112925814609523
5185,-0.618665080522581,Payment,Credit_card_repayment,2019-12-17,Tue,11,1,1351500.0,NaN,iOS,155.115.xx.xx (HN),M,2019-01-05,1988-01-10,0,2019-01-19,BRANCH,0,SMART_OTP,Working,1351500.0,1,1351500.0,1,1351500.0,1,1351500.0,1,1351500.0,1,2703000.0,2,1608201.441,3843416.6666666665,6,28.875,0,7968.0,LOGIN_FACEID,0.3972602467629968,146.0,1.2005453658296201,-1.112925814609523
5234,-0.5756603279649369,Topup,eWallet,2019-05-09,Thu,3,1,30000.0,NaN,iOS,104.119.xx.xx (BD),M,2019-04-19,1993-09-28,0,2019-04-19,BRANCH,1,SMS,Commercial associate,30000.0,1,30000.0,1,30000.0,1,30000.0,1,30000.0,1,280000.0,2,175854.63555555555,1067866.6666666667,15,15.0,0,411.0,LOGIN,0.12499984375019532,8.0,0.2632716941463554,-1.0915337855799196
5251,-0.5918350444287749,Transfer,Outside_bank,2019-09-04,Wed,12,1,250000000.0,96211,iOS,198.22.xx.xx (DN),M,2019-06-05,1989-01-02,0,2019-06-05,BRANCH,1,SMART_OTP,Commercial associate,250000000.0,1,250000000.0,1,250000000.0,1,250000000.0,1,250000000.0,1,256000000.0,2,7538915.1528571425,91325954.57142857,7,26.75,1,2181.0,LOGIN,0.46666635555576297,15.0,0.8000520500083859,-1.4801463322016157
5251,-0.5939206914991003,Transfer,Outside_bank,2019-12-13,Fri,15,1,2500000.0,821832,iOS,253.23.xx.xx (DN),M,2019-06-05,1989-01-02,0,2019-06-05,BRANCH,1,SMART_OTP,Commercial associate,2500000.0,1,2500000.0,1,2500000.0,1,2500000.0,1,2500000.0,1,2500000.0,1,7538915.1528571425,91325954.57142857,7,100.125,1,4584.0,LOGIN,0.4761902494332146,21.0,0.8000520500083859,-1.4801463322016157
5310,-0.5693796475676759,Topup,eWallet,2019-10-15,Tue,0,1,10000.0,NaN,iOS,163.181.xx.xx (DN),M,2019-02-11,1993-02-01,0,2019-07-01,BRANCH,0,SMART_OTP,State servant,10000.0,1,10000.0,1,30000.0,2,72000.0,3,16772000.0,4,17322000.0,7,541604.4466666667,1923231.0444444444,45,0.16666666666666666,1,999.0,LOGIN,0.34146333135040696,41.0,0.2228222700365675,-1.1244490331869728
5310,-0.5832714452305219,Payment,Credit_card_repayment,2019-11-07,Thu,11,1,10000000.0,NaN,iOS,71.72.xx.xx (DN),M,2019-02-11,1993-02-01,0,2019-07-01,BRANCH,0,SMART_OTP,State servant,10000000.0,1,10000000.0,1,10028000.0,2,10028000.0,2,10028000.0,2,10100000.0,5,541604.4466666667,1923231.0444444444,45,0.5,0,999.0,LOGIN,0.32558131963225123,43.0,0.2228222700365675,-1.1244490331869728
5350,-0.580853360334092,Payment,Utilities_payment,2019-05-14,Tue,0,1,60490.0,NaN,iOS,246.203.xx.xx (BD),M,2019-05-03,1985-05-12,0,2019-05-03,BRANCH,1,SMS,State servant,60490.0,1,60490.0,1,60490.0,1,60490.0,1,60490.0,1,810328.0,3,23882291.18625,3511898.7027027025,37,7.083333333333333,0,254.0,LOGIN,0.0,22.0,0.33422335283342747,-0.98275352111169
5350,-0.5761165484401825,Transfer,Outside_bank,2019-08-12,Mon,0,1,16100000.0,825743,iOS,225.38.xx.xx (BD),M,2019-05-03,1985-05-12,0,2019-05-03,BRANCH,1,SMS,State servant,16100000.0,1,16100000.0,1,16100000.0,1,16100000.0,1,17815482.0,4,29875972.0,7,23882291.18625,3511898.7027027025,37,2.0416666666666665,1,2414.0,LOGIN,0.0,69.0,0.33422335283342747,-0.98275352111169
5350,-0.6047029352368462,Payment,Credit_card_repayment,2019-11-10,Sun,10,1,25680000.0,NaN,iOS,232.133.xx.xx (BD),M,2019-05-03,1985-05-12,0,2019-05-03,BRANCH,1,SMS,State servant,25680000.0,1,25680000.0,1,25680000.0,1,25680000.0,1,27265908.0,3,27338128.0,4,23882291.18625,3511898.7027027025,37,2.9166666666666665,0,4584.0,LOGIN,0.0,109.0,0.33422335283342747,-0.98275352111169
5445,-0.5657677604984894,Transfer,Outside_bank,2019-10-07,Mon,14,4,950000000.0,908113,Android,87.122.xx.xx (CT),M,2019-01-24,1986-10-03,0,2019-03-25,BRANCH,1,SMART_OTP,State servant,950000000.0,1,950000000.0,1,950000000.0,1,952000000.0,2,1726240746.0,10,1826240746.0,11,89432292.83,55269170.1547619,84,1.875,1,289.0,LOGIN,0.17333331022222528,75.0,0.0815363535680938,-1.3106871911255442
5550,-0.6117207161496059,Payment,Credit_card_repayment,2019-11-28,Thu,19,1,1307029.0,NaN,iOS,251.224.xx.xx (HCM),F,2019-09-18,1992-07-25,0,2019-10-04,BRANCH,0,SMART_OTP,Working,1307029.0,1,1307029.0,1,1307029.0,1,1307029.0,1,1307029.0,1,1307029.0,1,130420.875,3160884.0,2,55.791666666666664,0,1331.0,LOGIN_FINGER,0.4444441975310014,18.0,0.0,-1.1482705308766747
5550,-0.6174092755729389,Payment,Credit_card_repayment,2019-12-29,Sun,16,1,5014739.0,NaN,iOS,36.17.xx.xx (HCM),F,2019-09-18,1992-07-25,0,2019-10-04,BRANCH,0,SMART_OTP,Working,5014739.0,1,5014739.0,1,5014739.0,1,5014739.0,1,5014739.0,1,5014739.0,1,130420.875,3160884.0,2,30.875,0,2072.0,LOGIN,0.4838708116545769,31.0,0.0,-1.1482705308766747
