CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,TRANS_LV1,TRANS_LV2,ts_dt,IS_STRUCTURED_AMT,STRUCTURING_24H_COUNT,IS_STRUCTURING_ALERT,UNIQUE_BENEFICIARIES_24H,SUM_AMOUNT_24H,IS_MULE_ALERT,risk_score
136073,2019-12-24,14,98250000.0,556027,Transfer,Outside_bank,2019-12-24 14:00:00,1,2.0,1,5,172852000.0,1,4.0
172473,2019-10-03,16,45300000.0,629337,Transfer,Outside_bank,2019-10-03 16:00:00,1,2.0,1,5,119000000.0,1,4.0
172473,2019-10-03,17,2000000.0,941142,Transfer,Outside_bank,2019-10-03 17:00:00,0,2.0,1,6,121000000.0,1,4.0
172473,2019-10-03,23,2000000.0,906273,Transfer,Outside_bank,2019-10-03 23:00:00,0,2.0,1,6,113000000.0,1,4.0
261469,2019-11-16,19,69384150.0,69129,Transfer,Outside_bank,2019-11-16 19:00:00,0,2.0,1,9,193087150.0,1,4.0
292247,2019-09-27,7,300000.0,542100,Transfer,Within_bank,2019-09-27 07:00:00,0,2.0,1,8,456777999.0,1,4.0
292247,2019-09-27,7,66173000.0,555733,Transfer,Outside_bank,2019-09-27 07:00:00,0,2.0,1,9,522950999.0,1,4.0
292247,2019-09-27,8,27485000.0,193362,Transfer,Outside_bank,2019-09-27 08:00:00,0,2.0,1,10,550435999.0,1,4.0
292247,2019-09-27,9,56455760.0,190094,Transfer,Outside_bank,2019-09-27 09:00:00,0,2.0,1,11,606891759.0,1,4.0
292247,2019-09-27,10,242000.0,371914,Transfer,Within_bank,2019-09-27 10:00:00,0,2.0,1,12,607133759.0,1,4.0
292247,2019-09-27,10,50210110.0,493404,Transfer,Outside_bank,2019-09-27 10:00:00,0,2.0,1,13,657343869.0,1,4.0
292247,2019-09-27,11,40530859.0,709876,Transfer,Outside_bank,2019-09-27 11:00:00,0,2.0,1,14,697874728.0,1,4.0
292247,2019-09-27,12,18665000.0,915483,Transfer,Outside_bank,2019-09-27 12:00:00,0,2.0,1,15,705429728.0,1,4.0
292247,2019-09-27,15,11200000.0,311818,Transfer,Outside_bank,2019-09-27 15:00:00,0,2.0,1,15,716629728.0,1,4.0
348242,2019-12-28,6,4940000.0,837584,Transfer,Outside_bank,2019-12-28 06:00:00,0,2.0,1,11,328299055.0,1,4.0
72411,2019-05-05,18,185642000.0,799547,Transfer,Outside_bank,2019-05-05 18:00:00,1,2.0,1,8,393310850.0,1,4.0
72411,2019-05-05,19,17951000.0,346677,Transfer,Outside_bank,2019-05-05 19:00:00,0,2.0,1,9,411261850.0,1,4.0
348242,2019-12-05,18,98000000.0,796410,Transfer,Outside_bank,2019-12-05 18:00:00,1,2.0,1,4,411860200.0,1,4.0
348242,2019-12-28,7,15707000.0,821832,Transfer,Outside_bank,2019-12-28 07:00:00,0,2.0,1,11,325771055.0,1,4.0
158808,2019-06-20,9,95000000.0,505557,Transfer,Outside_bank,2019-06-20 09:00:00,1,2.0,1,3,192950000.0,1,4.0
348242,2019-12-28,8,25794500.0,304791,Transfer,Outside_bank,2019-12-28 08:00:00,0,2.0,1,11,331663555.0,1,4.0
72411,2019-05-08,1,46347000.0,385065,Transfer,Outside_bank,2019-05-08 01:00:00,1,2.0,1,6,197848300.0,1,4.0
72411,2019-05-08,2,4686450.0,883684,Transfer,Outside_bank,2019-05-08 02:00:00,0,2.0,1,7,202534750.0,1,4.0
72411,2019-05-08,18,113144678.0,406218,Transfer,Outside_bank,2019-05-08 18:00:00,0,2.0,1,6,246264428.0,1,4.0
72411,2019-05-08,18,465400.0,879329,Transfer,Within_bank,2019-05-08 18:00:00,0,2.0,1,7,246729828.0,1,4.0
72411,2019-05-08,19,87973300.0,900567,Transfer,Outside_bank,2019-05-08 19:00:00,0,2.0,1,7,301203128.0,1,4.0
427722,2019-12-15,14,230000.0,889843,Transfer,Outside_bank,2019-12-15 14:00:00,0,2.0,1,12,282364000.0,1,4.0
235316,2019-09-02,2,46028200.0,311818,Transfer,Outside_bank,2019-09-02 02:00:00,1,2.0,1,8,347223300.0,1,4.0
72411,2019-10-25,15,93000000.0,58102,Transfer,Outside_bank,2019-10-25 15:00:00,1,2.0,1,5,222030000.0,1,4.0
72411,2019-10-25,23,185113123.0,929313,Transfer,Outside_bank,2019-10-25 23:00:00,1,2.0,1,5,308143123.0,1,4.0
72411,2019-10-26,0,39471390.0,265458,Transfer,Outside_bank,2019-10-26 00:00:00,0,2.0,1,6,347614513.0,1,4.0
208370,2019-12-16,10,49270000.0,378732,Transfer,Outside_bank,2019-12-16 10:00:00,1,2.0,1,15,266745000.0,1,4.0
94293,2019-12-15,13,49300000.0,326341,Transfer,Outside_bank,2019-12-15 13:00:00,1,2.0,1,3,101300000.0,1,4.0
208370,2019-12-16,11,8500000.0,490542,Transfer,Within_bank,2019-12-16 11:00:00,0,2.0,1,15,274235000.0,1,4.0
208370,2019-12-16,11,2000000.0,841341,Transfer,Outside_bank,2019-12-16 11:00:00,0,2.0,1,16,276235000.0,1,4.0
208370,2019-12-16,13,1000000.0,832548,Transfer,Outside_bank,2019-12-16 13:00:00,0,2.0,1,15,273345000.0,1,4.0
208370,2019-12-16,14,3700000.0,20212,Transfer,Within_bank,2019-12-16 14:00:00,0,2.0,1,15,235045000.0,1,4.0
208370,2019-12-16,14,300000.0,223847,Transfer,Outside_bank,2019-12-16 14:00:00,0,2.0,1,16,235345000.0,1,4.0
208370,2019-12-16,15,59095000.0,761151,Transfer,Outside_bank,2019-12-16 15:00:00,0,2.0,1,16,287640000.0,1,4.0
208370,2019-12-16,16,4700000.0,344849,Transfer,Outside_bank,2019-12-16 16:00:00,0,2.0,1,16,291640000.0,1,4.0
208370,2019-12-16,17,31790000.0,856714,Transfer,Outside_bank,2019-12-16 17:00:00,0,2.0,1,16,257630000.0,1,4.0
208370,2019-12-16,18,1500000.0,203166,Transfer,Outside_bank,2019-12-16 18:00:00,0,2.0,1,16,251080000.0,1,4.0
208370,2019-12-16,19,850000.0,572836,Transfer,Outside_bank,2019-12-16 19:00:00,0,2.0,1,16,251930000.0,1,4.0
208370,2019-12-17,6,2000000.0,961794,Transfer,Outside_bank,2019-12-17 06:00:00,0,2.0,1,16,241930000.0,1,4.0
208370,2019-12-17,8,47500000.0,43187,Transfer,Outside_bank,2019-12-17 08:00:00,1,3.0,1,15,260505000.0,1,4.0
208370,2019-12-17,9,3000000.0,363217,Transfer,Outside_bank,2019-12-17 09:00:00,0,2.0,1,15,215205000.0,1,4.0
235316,2019-09-02,3,8300000.0,418762,Transfer,Outside_bank,2019-09-02 03:00:00,0,2.0,1,9,355523300.0,1,4.0
235316,2019-09-02,18,7447500.0,337549,Transfer,Outside_bank,2019-09-02 18:00:00,0,2.0,1,6,260867520.0,1,4.0
235316,2019-09-02,19,92307540.0,642447,Transfer,Outside_bank,2019-09-02 19:00:00,1,2.0,1,7,259975060.0,1,4.0
427722,2019-12-15,16,45000000.0,229974,Transfer,Outside_bank,2019-12-15 16:00:00,1,2.0,1,11,120580000.0,1,4.0
427722,2019-12-15,17,4700000.0,197818,Transfer,Outside_bank,2019-12-15 17:00:00,0,2.0,1,11,125280000.0,1,4.0
130760,2019-09-13,19,46000000.0,714102,Transfer,Outside_bank,2019-09-13 19:00:00,1,2.0,1,4,98100000.0,1,4.0
7012,2019-12-15,19,99000000.0,100346,Transfer,Outside_bank,2019-12-15 19:00:00,1,2.0,1,5,243348000.0,1,4.0
401313,2019-12-12,16,47480000.0,955959,Transfer,Outside_bank,2019-12-12 16:00:00,1,2.0,1,3,120180000.0,1,4.0
401313,2019-12-12,17,70080000.0,904377,Transfer,Within_bank,2019-12-12 17:00:00,0,2.0,1,4,190260000.0,1,4.0
401551,2019-08-30,15,95956240.0,825743,Transfer,Outside_bank,2019-08-30 15:00:00,1,2.0,1,3,146956240.0,1,4.0
160339,2019-05-15,10,194160000.0,368388,Transfer,Outside_bank,2019-05-15 10:00:00,1,2.0,1,11,466166800.0,1,4.0
72411,2019-11-05,17,45389000.0,627690,Transfer,Outside_bank,2019-11-05 17:00:00,1,2.0,1,10,602343232.0,1,4.0
72411,2019-11-05,18,73808500.0,209225,Transfer,Outside_bank,2019-11-05 18:00:00,0,2.0,1,11,676151732.0,1,4.0
72411,2019-11-05,22,67514008.0,881380,Transfer,Outside_bank,2019-11-05 22:00:00,0,2.0,1,11,455692240.0,1,4.0
7012,2019-12-16,21,46862000.0,86239,Transfer,Outside_bank,2019-12-16 21:00:00,1,2.0,1,8,495048000.0,1,4.0
7012,2019-12-17,19,4928000.0,885037,Transfer,Outside_bank,2019-12-17 19:00:00,0,2.0,1,4,151076000.0,1,4.0
160339,2019-05-15,11,12300000.0,986921,Transfer,Outside_bank,2019-05-15 11:00:00,0,2.0,1,12,465466800.0,1,4.0
65438,2019-11-29,19,45000000.0,667182,Transfer,Outside_bank,2019-11-29 19:00:00,1,2.0,1,3,93000000.0,1,4.0
160339,2019-05-15,12,22719600.0,257818,Transfer,Outside_bank,2019-05-15 12:00:00,0,2.0,1,12,459986400.0,1,4.0
160339,2019-04-11,16,94040000.0,553912,Transfer,Outside_bank,2019-04-11 16:00:00,1,2.0,1,12,693292600.0,1,4.0
160339,2019-04-11,17,160466000.0,711016,Transfer,Outside_bank,2019-04-11 17:00:00,0,2.0,1,12,698858600.0,1,4.0
150875,2019-11-09,18,98000000.0,126928,Transfer,Outside_bank,2019-11-09 18:00:00,1,2.0,1,6,301665600.0,1,4.0
150875,2019-11-09,19,45275999.0,574711,Transfer,Outside_bank,2019-11-09 19:00:00,1,3.0,1,6,346941599.0,1,4.0
150875,2019-11-10,13,95800000.0,118758,Transfer,Outside_bank,2019-11-10 13:00:00,1,3.0,1,3,239075999.0,1,4.0
150875,2019-11-10,14,178460880.0,864278,Transfer,Outside_bank,2019-11-10 14:00:00,0,3.0,1,4,417536879.0,1,4.0
150875,2019-11-10,15,33965770.0,344818,Transfer,Outside_bank,2019-11-10 15:00:00,0,3.0,1,5,451502649.0,1,4.0
150875,2019-11-10,16,106103300.0,311818,Transfer,Outside_bank,2019-11-10 16:00:00,0,3.0,1,6,557605949.0,1,4.0
150875,2019-11-10,17,10900000.0,231033,Transfer,Outside_bank,2019-11-10 17:00:00,0,3.0,1,7,568505949.0,1,4.0
160339,2019-04-11,18,136400000.0,273463,Transfer,Outside_bank,2019-04-11 18:00:00,0,2.0,1,12,794985800.0,1,4.0
160339,2019-05-15,17,700000.0,606539,Transfer,Outside_bank,2019-05-15 17:00:00,0,2.0,1,9,300002400.0,1,4.0
76682,2019-12-06,19,48508900.0,631443,Transfer,Outside_bank,2019-12-06 19:00:00,1,2.0,1,4,269444400.0,1,4.0
427722,2019-12-15,18,6240000.0,627690,Transfer,Outside_bank,2019-12-15 18:00:00,0,2.0,1,12,128520000.0,1,4.0
393920,2019-08-27,16,180000000.0,62752,Transfer,Outside_bank,2019-08-27 16:00:00,1,2.0,1,5,406530000.0,1,4.0
170490,2019-11-12,9,90000000.0,316846,Transfer,Outside_bank,2019-11-12 09:00:00,1,2.0,1,5,484174000.0,1,4.0
319513,2019-05-17,20,49986000.0,348031,Transfer,Outside_bank,2019-05-17 20:00:00,1,2.0,1,6,227986000.0,1,4.0
150875,2019-11-12,8,181899000.0,909622,Transfer,Outside_bank,2019-11-12 08:00:00,1,2.0,1,6,536855890.0,1,4.0
72411,2019-05-25,21,182794300.0,141047,Transfer,Outside_bank,2019-05-25 21:00:00,1,2.0,1,4,316009280.0,1,4.0
72411,2019-05-26,10,1980000.0,821033,Transfer,Outside_bank,2019-05-26 10:00:00,0,2.0,1,5,317989280.0,1,4.0
150875,2019-11-12,8,2300000.0,670114,Transfer,Within_bank,2019-11-12 08:00:00,0,2.0,1,7,539155890.0,1,4.0
150875,2019-11-12,9,112400000.0,754816,Transfer,Outside_bank,2019-11-12 09:00:00,0,2.0,1,8,651555890.0,1,4.0
150875,2019-11-12,19,147133800.0,908479,Transfer,Outside_bank,2019-11-12 19:00:00,0,2.0,1,6,635840690.0,1,4.0
319513,2019-05-18,6,64950000.0,179632,Transfer,Outside_bank,2019-05-18 06:00:00,0,2.0,1,7,292936000.0,1,4.0
319513,2019-05-18,9,82000000.0,959779,Transfer,Outside_bank,2019-05-18 09:00:00,0,2.0,1,8,374936000.0,1,4.0
319513,2019-05-18,10,50000000.0,307083,Transfer,Outside_bank,2019-05-18 10:00:00,0,2.0,1,9,396936000.0,1,4.0
319513,2019-05-18,13,50000000.0,63398,Transfer,Outside_bank,2019-05-18 13:00:00,0,2.0,1,9,446936000.0,1,4.0
332723,2019-12-19,15,46180000.0,61439,Transfer,Within_bank,2019-12-19 15:00:00,1,2.0,1,5,147089755.0,1,4.0
160339,2019-04-12,17,97860000.0,469616,Transfer,Outside_bank,2019-04-12 17:00:00,1,2.0,1,13,808610000.0,1,4.0
160339,2019-04-12,18,171031534.0,133437,Transfer,Outside_bank,2019-04-12 18:00:00,0,2.0,1,13,843241534.0,1,4.0
160339,2019-04-12,19,23448466.0,73706,Transfer,Outside_bank,2019-04-12 19:00:00,0,2.0,1,13,866690000.0,1,4.0
160339,2019-04-12,22,47260000.0,985409,Transfer,Outside_bank,2019-04-12 22:00:00,1,3.0,1,13,861600000.0,1,4.0
160339,2019-04-12,23,100600000.0,326962,Transfer,Outside_bank,2019-04-12 23:00:00,0,3.0,1,14,961200000.0,1,4.0
160339,2019-04-13,0,53100000.0,812752,Transfer,Outside_bank,2019-04-13 00:00:00,0,3.0,1,14,990500000.0,1,4.0
160339,2019-04-13,1,9305000.0,22638,Transfer,Outside_bank,2019-04-13 01:00:00,0,3.0,1,14,999205000.0,1,4.0
160339,2019-04-13,2,10000000.0,995400,Transfer,Outside_bank,2019-04-13 02:00:00,0,3.0,1,14,1007205000.0,1,4.0
160339,2019-04-13,3,16820000.0,641107,Transfer,Outside_bank,2019-04-13 03:00:00,0,3.0,1,14,1024025000.0,1,4.0
160339,2019-04-13,6,3200000.0,635236,Transfer,Outside_bank,2019-04-13 06:00:00,0,3.0,1,15,923825000.0,1,4.0
105797,2019-08-02,8,49000000.0,849209,Transfer,Outside_bank,2019-08-02 08:00:00,1,2.0,1,4,98711066.0,1,4.0
97432,2019-10-15,8,46280000.0,968963,Transfer,Outside_bank,2019-10-15 08:00:00,1,2.0,1,3,371280000.0,1,4.0
97432,2019-10-15,9,46300000.0,730965,Transfer,Outside_bank,2019-10-15 09:00:00,1,3.0,1,4,417580000.0,1,4.0
105797,2019-08-02,10,13720.0,185059,Transfer,Within_bank,2019-08-02 10:00:00,0,2.0,1,4,98719720.0,1,4.0
160339,2019-04-13,16,66520000.0,90633,Transfer,Outside_bank,2019-04-13 16:00:00,0,2.0,1,12,599145000.0,1,4.0
105797,2019-08-03,7,49300000.0,863061,Transfer,Outside_bank,2019-08-03 07:00:00,1,2.0,1,4,98318720.0,1,4.0
235316,2019-09-11,19,96703684.0,739466,Transfer,Outside_bank,2019-09-11 19:00:00,1,2.0,1,4,205671684.0,1,4.0
202254,2019-06-04,11,91860000.0,954662,Transfer,Outside_bank,2019-06-04 11:00:00,1,2.0,1,10,318956000.0,1,4.0
62461,2019-09-30,17,48680000.0,480549,Transfer,Outside_bank,2019-09-30 17:00:00,1,2.0,1,15,301780000.0,1,4.0
62461,2019-09-30,18,4000000.0,544752,Transfer,Within_bank,2019-09-30 18:00:00,0,2.0,1,15,208320000.0,1,4.0
62461,2019-09-30,18,11200000.0,805723,Transfer,Outside_bank,2019-09-30 18:00:00,0,2.0,1,16,219520000.0,1,4.0
62461,2019-09-30,19,6300000.0,997983,Transfer,Outside_bank,2019-09-30 19:00:00,0,2.0,1,15,225820000.0,1,4.0
62461,2019-09-30,20,4800000.0,14539,Transfer,Outside_bank,2019-09-30 20:00:00,0,2.0,1,16,229440000.0,1,4.0
62461,2019-09-30,21,3900000.0,229974,Transfer,Outside_bank,2019-09-30 21:00:00,0,2.0,1,16,227340000.0,1,4.0
62461,2019-09-30,22,13970000.0,96211,Transfer,Outside_bank,2019-09-30 22:00:00,0,2.0,1,16,215810000.0,1,4.0
62461,2019-09-30,23,500000.0,672242,Transfer,Outside_bank,2019-09-30 23:00:00,0,2.0,1,16,215840000.0,1,4.0
62461,2019-10-01,1,500000.0,376044,Transfer,Outside_bank,2019-10-01 01:00:00,0,2.0,1,16,216340000.0,1,4.0
62461,2019-10-01,10,13470000.0,735255,Transfer,Outside_bank,2019-10-01 10:00:00,0,2.0,1,17,229810000.0,1,4.0
62461,2019-10-01,11,53940000.0,485238,Transfer,Outside_bank,2019-10-01 11:00:00,0,2.0,1,18,283750000.0,1,4.0
62461,2019-10-01,12,12500000.0,630368,Transfer,Outside_bank,2019-10-01 12:00:00,0,2.0,1,19,291750000.0,1,4.0
62461,2019-10-01,14,15000000.0,735686,Transfer,Outside_bank,2019-10-01 14:00:00,0,2.0,1,18,305050000.0,1,4.0
62461,2019-10-01,14,100000.0,NaN,Topup,Mobile,2019-10-01 14:00:00,0,2.0,1,18,305150000.0,1,4.0
62461,2019-10-01,15,7000000.0,348929,Transfer,Outside_bank,2019-10-01 15:00:00,0,2.0,1,18,297180000.0,1,4.0
62461,2019-10-01,15,8970000.0,720763,Transfer,Within_bank,2019-10-01 15:00:00,0,2.0,1,19,306150000.0,1,4.0
259563,2019-07-06,7,475200000.0,373202,Transfer,Outside_bank,2019-07-06 07:00:00,1,2.0,1,3,975200000.0,1,4.0
292247,2019-09-11,18,90000000.0,798727,Transfer,Outside_bank,2019-09-11 18:00:00,1,2.0,1,5,319032520.0,1,4.0
292247,2019-09-11,19,700000.0,900567,Transfer,Outside_bank,2019-09-11 19:00:00,0,2.0,1,5,290678380.0,1,4.0
292247,2019-09-12,8,1450000.0,377431,Transfer,Outside_bank,2019-09-12 08:00:00,0,2.0,1,5,140309000.0,1,4.0
393920,2019-08-27,17,104380000.0,806048,Transfer,Outside_bank,2019-08-27 17:00:00,0,2.0,1,5,400910000.0,1,4.0
427722,2019-12-15,20,43000000.0,471452,Transfer,Outside_bank,2019-12-15 20:00:00,0,2.0,1,11,163120000.0,1,4.0
330127,2019-07-27,22,192136000.0,487174,Transfer,Outside_bank,2019-07-27 22:00:00,1,2.0,1,3,455652000.0,1,4.0
393920,2019-08-13,19,90000000.0,822177,Transfer,Outside_bank,2019-08-13 19:00:00,1,2.0,1,4,145830000.0,1,4.0
393920,2019-08-13,20,2800000.0,203166,Transfer,Outside_bank,2019-08-13 20:00:00,0,2.0,1,4,148630000.0,1,4.0
114658,2019-12-12,17,45000000.0,906273,Transfer,Within_bank,2019-12-12 17:00:00,1,2.0,1,3,94044000.0,1,4.0
229460,2019-09-25,15,476127600.0,453217,Transfer,Outside_bank,2019-09-25 15:00:00,1,2.0,1,4,574966600.0,1,4.0
393920,2019-08-14,14,44570000.0,412663,Transfer,Outside_bank,2019-08-14 14:00:00,0,2.0,1,5,193200000.0,1,4.0
202254,2019-06-12,17,48440000.0,253921,Transfer,Outside_bank,2019-06-12 17:00:00,1,2.0,1,4,247260000.0,1,4.0
202254,2019-06-13,10,115000000.0,488904,Transfer,Outside_bank,2019-06-13 10:00:00,0,2.0,1,5,312260000.0,1,4.0
202254,2019-06-13,11,50000000.0,277626,Transfer,Outside_bank,2019-06-13 11:00:00,0,2.0,1,5,312260000.0,1,4.0
165086,2019-08-05,16,96877164.0,495499,Transfer,Outside_bank,2019-08-05 16:00:00,1,2.0,1,3,293485575.0,1,4.0
165086,2019-08-06,12,1650000.0,195549,Transfer,Outside_bank,2019-08-06 12:00:00,0,2.0,1,3,295135575.0,1,4.0
72411,2019-06-06,7,47580000.0,486558,Transfer,Outside_bank,2019-06-06 07:00:00,1,2.0,1,7,234728770.0,1,4.0
42523,2019-12-31,15,93960000.0,544752,Transfer,Outside_bank,2019-12-31 15:00:00,1,2.0,1,4,222669000.0,1,4.0
8539,2019-12-18,12,49070000.0,892880,Transfer,Outside_bank,2019-12-18 12:00:00,1,2.0,1,3,259970000.0,1,4.0
72411,2019-06-06,8,7920000.0,135974,Transfer,Outside_bank,2019-06-06 08:00:00,0,2.0,1,7,223318770.0,1,4.0
72411,2019-06-06,9,36050776.0,337549,Transfer,Outside_bank,2019-06-06 09:00:00,0,2.0,1,7,259369546.0,1,4.0
72411,2019-06-06,10,24130440.0,89735,Transfer,Outside_bank,2019-06-06 10:00:00,0,2.0,1,8,268813816.0,1,4.0
72411,2019-06-06,11,8807710.0,784387,Transfer,Outside_bank,2019-06-06 11:00:00,0,2.0,1,8,276231526.0,1,4.0
72411,2019-06-06,18,120782000.0,689200,Transfer,Outside_bank,2019-06-06 18:00:00,0,2.0,1,8,397013526.0,1,4.0
165086,2019-08-06,13,1800000.0,874099,Transfer,Outside_bank,2019-08-06 13:00:00,0,2.0,1,4,296935575.0,1,4.0
76682,2019-12-26,19,185867000.0,380350,Transfer,Outside_bank,2019-12-26 19:00:00,1,2.0,1,8,341663180.0,1,4.0
76682,2019-12-26,20,8876500.0,849124,Transfer,Outside_bank,2019-12-26 20:00:00,0,2.0,1,8,350539680.0,1,4.0
393920,2019-08-14,15,67050000.0,528148,Transfer,Outside_bank,2019-08-14 15:00:00,0,2.0,1,6,250250000.0,1,4.0
348242,2019-10-25,14,47835680.0,689408,Transfer,Outside_bank,2019-10-25 14:00:00,1,2.0,1,7,342324580.0,1,4.0
348242,2019-10-25,15,9742000.0,7686,Transfer,Outside_bank,2019-10-25 15:00:00,0,2.0,1,8,352066580.0,1,4.0
348242,2019-10-25,16,18816980.0,377431,Transfer,Outside_bank,2019-10-25 16:00:00,0,2.0,1,9,370883560.0,1,4.0
449930,2019-06-05,14,96000000.0,896676,Transfer,Outside_bank,2019-06-05 14:00:00,1,2.0,1,4,204100000.0,1,4.0
150875,2019-12-08,20,99600000.0,575069,Transfer,Outside_bank,2019-12-08 20:00:00,1,2.0,1,3,291229909.0,1,4.0
449930,2019-06-05,16,304105000.0,487177,Transfer,Outside_bank,2019-06-05 16:00:00,0,2.0,1,5,508205000.0,1,4.0
348242,2019-11-15,18,48000000.0,140967,Transfer,Outside_bank,2019-11-15 18:00:00,1,2.0,1,5,359216000.0,1,4.0
319513,2019-06-20,8,99000000.0,949718,Transfer,Outside_bank,2019-06-20 08:00:00,1,2.0,1,3,294000000.0,1,4.0
14501,2019-12-23,18,99000000.0,745847,Transfer,Outside_bank,2019-12-23 18:00:00,1,2.0,1,4,350943500.0,1,4.0
14501,2019-12-23,19,59697000.0,789192,Transfer,Outside_bank,2019-12-23 19:00:00,0,2.0,1,5,410640500.0,1,4.0
348242,2019-11-15,19,78775000.0,993466,Transfer,Outside_bank,2019-11-15 19:00:00,0,2.0,1,6,437991000.0,1,4.0
449930,2019-06-05,19,150000.0,684322,Transfer,Within_bank,2019-06-05 19:00:00,0,2.0,1,6,508255000.0,1,4.0
160339,2019-04-15,22,93460000.0,668460,Transfer,Outside_bank,2019-04-15 22:00:00,1,2.0,1,13,709805600.0,1,4.0
160339,2019-04-15,23,77304000.0,243843,Transfer,Outside_bank,2019-04-15 23:00:00,0,2.0,1,13,746109600.0,1,4.0
160339,2019-04-16,0,27204000.0,214972,Transfer,Outside_bank,2019-04-16 00:00:00,0,2.0,1,13,766853600.0,1,4.0
160339,2019-04-16,1,11060000.0,271897,Transfer,Outside_bank,2019-04-16 01:00:00,0,2.0,1,13,777913600.0,1,4.0
160339,2019-04-16,2,121898000.0,629337,Transfer,Outside_bank,2019-04-16 02:00:00,0,2.0,1,14,899811600.0,1,4.0
160339,2019-04-16,11,219068000.0,581391,Transfer,Outside_bank,2019-04-16 11:00:00,0,2.0,1,12,949039600.0,1,4.0
160339,2019-04-16,12,13500000.0,363647,Transfer,Outside_bank,2019-04-16 12:00:00,0,2.0,1,13,962539600.0,1,4.0
160339,2019-04-16,16,186140000.0,708338,Transfer,Outside_bank,2019-04-16 16:00:00,1,2.0,1,13,1048227600.0,1,4.0
160339,2019-04-16,17,53700000.0,433534,Transfer,Outside_bank,2019-04-16 17:00:00,0,2.0,1,13,887427600.0,1,4.0
160339,2019-04-16,18,123820000.0,95674,Transfer,Outside_bank,2019-04-16 18:00:00,0,2.0,1,13,970247600.0,1,4.0
72411,2019-06-10,13,46203000.0,399222,Transfer,Outside_bank,2019-06-10 13:00:00,1,2.0,1,5,277203800.0,1,4.0
72411,2019-06-10,13,500000.0,16794,Transfer,Within_bank,2019-06-10 13:00:00,0,2.0,1,6,277703800.0,1,4.0
72411,2019-06-10,14,51411500.0,231648,Transfer,Outside_bank,2019-06-10 14:00:00,0,2.0,1,7,325115300.0,1,4.0
72411,2019-06-10,15,44752000.0,655831,Transfer,Outside_bank,2019-06-10 15:00:00,0,2.0,1,7,369867300.0,1,4.0
72411,2019-06-10,18,24990000.0,516377,Transfer,Outside_bank,2019-06-10 18:00:00,0,2.0,1,8,394857300.0,1,4.0
87911,2019-12-31,14,45078000.0,933248,Transfer,Within_bank,2019-12-31 14:00:00,1,2.0,1,12,154597412.0,1,4.0
160339,2019-04-16,19,47273000.0,893473,Transfer,Outside_bank,2019-04-16 19:00:00,1,3.0,1,13,1013427000.0,1,4.0
160339,2019-04-16,20,40980000.0,173685,Transfer,Outside_bank,2019-04-16 20:00:00,0,3.0,1,13,1015407000.0,1,4.0
160339,2019-04-16,21,38150000.0,735080,Transfer,Outside_bank,2019-04-16 21:00:00,0,3.0,1,13,1053557000.0,1,4.0
160339,2019-04-16,23,66360000.0,166937,Transfer,Outside_bank,2019-04-16 23:00:00,0,2.0,1,13,949153000.0,1,4.0
62461,2019-11-25,16,49650000.0,809056,Transfer,Outside_bank,2019-11-25 16:00:00,1,2.0,1,17,574014000.0,1,4.0
62461,2019-11-25,17,33500000.0,204261,Transfer,Outside_bank,2019-11-25 17:00:00,0,2.0,1,17,604874000.0,1,4.0
62461,2019-11-25,18,17600000.0,204543,Transfer,Outside_bank,2019-11-25 18:00:00,0,2.0,1,17,602524000.0,1,4.0
62461,2019-09-10,19,49300000.0,169011,Transfer,Outside_bank,2019-09-10 19:00:00,1,2.0,1,15,248090000.0,1,4.0
62461,2019-09-10,20,124800000.0,937330,Transfer,Outside_bank,2019-09-10 20:00:00,0,2.0,1,15,361890000.0,1,4.0
62461,2019-09-10,21,30640000.0,7155,Transfer,Outside_bank,2019-09-10 21:00:00,0,2.0,1,15,390530000.0,1,4.0
62461,2019-09-10,22,14430000.0,381872,Transfer,Outside_bank,2019-09-10 22:00:00,0,2.0,1,15,381140000.0,1,4.0
62461,2019-09-10,23,5000000.0,315750,Transfer,Outside_bank,2019-09-10 23:00:00,0,2.0,1,15,376210000.0,1,4.0
44677,2019-11-13,15,192584600.0,621846,Transfer,Outside_bank,2019-11-13 15:00:00,1,2.0,1,4,301350800.0,1,4.0
44677,2019-11-13,16,175000000.0,299894,Transfer,Outside_bank,2019-11-13 16:00:00,0,2.0,1,5,474850800.0,1,4.0
44677,2019-11-14,8,60230000.0,104108,Transfer,Outside_bank,2019-11-14 08:00:00,0,2.0,1,5,535080800.0,1,4.0
44677,2019-11-14,9,7800000.0,924029,Transfer,Outside_bank,2019-11-14 09:00:00,0,2.0,1,6,542880800.0,1,4.0
62461,2019-09-11,9,3000000.0,619946,Transfer,Outside_bank,2019-09-11 09:00:00,0,2.0,1,15,374210000.0,1,4.0
62461,2019-09-11,10,4980000.0,316858,Transfer,Outside_bank,2019-09-11 10:00:00,0,2.0,1,15,378190000.0,1,4.0
7012,2019-08-18,20,93200000.0,41670,Transfer,Outside_bank,2019-08-18 20:00:00,1,2.0,1,7,307806819.0,1,4.0
62461,2019-09-11,11,10850000.0,908025,Transfer,Outside_bank,2019-09-11 11:00:00,0,2.0,1,15,389040000.0,1,4.0
