CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,Device_OS,ts_dt,tx_id,prev_os,prev_ts,is_os_changed,time_diff_hours,IS_OS_DRIFT,IS_RARE_OS,risk_score
30564,2019-10-05,8,100000.0,ANDROID,2019-10-05 08:00:00,1073348,IOS,2019-10-04 10:00:00,1,22.0,1,0,2.0
30720,2019-12-08,16,100000.0,ANDROID,2019-12-08 16:00:00,523482,IOS,2019-12-08 11:00:00,1,5.0,1,0,2.0
30720,2019-12-09,8,460000.0,IOS,2019-12-09 08:00:00,523576,ANDROID,2019-12-08 16:00:00,1,16.0,1,0,2.0
30957,2019-06-07,5,50000.0,ANDROID,2019-06-07 05:00:00,538179,IOS,2019-06-06 23:00:00,1,6.0,1,0,2.0
30961,2019-11-23,11,100000.0,WEB,2019-11-23 11:00:00,1210378,ANDROID,2019-11-22 20:00:00,1,15.0,1,0,2.0
31317,2019-09-17,19,1.0,ANDROID,2019-09-17 19:00:00,461559,WEB,2019-09-17 15:00:00,1,4.0,1,0,2.0
31554,2019-06-01,9,2000000.0,ANDROID,2019-06-01 09:00:00,440393,IOS,2019-05-31 14:00:00,1,19.0,1,0,2.0
31599,2019-05-31,17,500000.0,WEB,2019-05-31 17:00:00,337187,IOS,2019-05-31 10:00:00,1,7.0,1,0,2.0
31766,2019-11-09,11,4900000.0,WEB,2019-11-09 11:00:00,196263,ANDROID,2019-11-08 21:00:00,1,14.0,1,0,2.0
32200,2019-10-19,11,2500000.0,IOS,2019-10-19 11:00:00,635452,WEB,2019-10-18 16:00:00,1,19.0,1,0,2.0
32416,2019-12-11,12,50000.0,IOS,2019-12-11 12:00:00,1194323,ANDROID,2019-12-10 21:00:00,1,15.0,1,0,2.0
32443,2019-10-10,11,3920000.0,ANDROID,2019-10-10 11:00:00,908391,IOS,2019-10-10 10:00:00,1,1.0,1,0,2.0
32539,2019-10-05,12,100000.0,IOS,2019-10-05 12:00:00,483197,ANDROID,2019-10-04 19:00:00,1,17.0,1,0,2.0
32908,2019-12-06,19,14000.0,ANDROID,2019-12-06 19:00:00,1128964,IOS,2019-12-06 12:00:00,1,7.0,1,0,2.0
32908,2019-12-07,17,10000.0,IOS,2019-12-07 17:00:00,1128966,ANDROID,2019-12-06 19:00:00,1,22.0,1,0,2.0
33039,2019-08-15,16,20000000.0,WEB,2019-08-15 16:00:00,598602,ANDROID,2019-08-14 21:00:00,1,19.0,1,0,2.0
33051,2019-09-04,22,20000.0,WEB,2019-09-04 22:00:00,969521,IOS,2019-09-04 19:00:00,1,3.0,1,0,2.0
33051,2019-09-05,8,20000.0,IOS,2019-09-05 08:00:00,969529,WEB,2019-09-04 22:00:00,1,10.0,1,0,2.0
33211,2019-12-04,22,2400000.0,IOS,2019-12-04 22:00:00,1288247,WEB,2019-12-04 18:00:00,1,4.0,1,0,2.0
33949,2019-11-01,18,270000.0,WEB,2019-11-01 18:00:00,1188937,IOS,2019-11-01 18:00:00,1,0.0,1,0,2.0
33949,2019-11-01,23,720000.0,IOS,2019-11-01 23:00:00,1188928,WEB,2019-11-01 21:00:00,1,2.0,1,0,2.0
33949,2019-11-02,21,240000.0,ANDROID,2019-11-02 21:00:00,1188923,IOS,2019-11-01 23:00:00,1,22.0,1,0,2.0
33968,2019-11-18,16,300000.0,WEB,2019-11-18 16:00:00,572799,IOS,2019-11-17 20:00:00,1,20.0,1,0,2.0
34094,2019-12-06,14,290000.0,WEB,2019-12-06 14:00:00,696615,ANDROID,2019-12-05 22:00:00,1,16.0,1,0,2.0
34094,2019-12-07,10,500000.0,ANDROID,2019-12-07 10:00:00,696655,WEB,2019-12-06 18:00:00,1,16.0,1,0,2.0
34176,2019-11-06,12,200000.0,ANDROID,2019-11-06 12:00:00,1092599,WEB,2019-11-06 11:00:00,1,1.0,1,0,2.0
34311,2019-08-21,7,45000000.0,WEB,2019-08-21 07:00:00,909307,IOS,2019-08-20 17:00:00,1,14.0,1,0,2.0
34408,2019-12-19,9,400000.0,IOS,2019-12-19 09:00:00,1322834,WEB,2019-12-19 06:00:00,1,3.0,1,0,2.0
34521,2019-10-31,11,909218.0,WEB,2019-10-31 11:00:00,1031226,ANDROID,2019-10-30 22:00:00,1,13.0,1,0,2.0
34536,2019-10-01,11,30000000.0,ANDROID,2019-10-01 11:00:00,459057,WEB,2019-09-30 14:00:00,1,21.0,1,0,2.0
34548,2019-10-07,11,14000000.0,IOS,2019-10-07 11:00:00,506919,ANDROID,2019-10-07 10:00:00,1,1.0,1,0,2.0
34548,2019-10-07,11,2530000.0,WEB,2019-10-07 11:00:00,507010,IOS,2019-10-07 11:00:00,1,0.0,1,0,2.0
34548,2019-12-27,10,1300000.0,WEB,2019-12-27 10:00:00,507017,IOS,2019-12-27 09:00:00,1,1.0,1,0,2.0
34557,2019-12-05,0,1000000.0,WEB,2019-12-05 00:00:00,923355,IOS,2019-12-04 21:00:00,1,3.0,1,0,2.0
34557,2019-12-05,9,300000.0,IOS,2019-12-05 09:00:00,923206,WEB,2019-12-05 08:00:00,1,1.0,1,0,2.0
34557,2019-12-05,10,200000.0,WEB,2019-12-05 10:00:00,923362,IOS,2019-12-05 09:00:00,1,1.0,1,0,2.0
34557,2019-12-05,13,1000000.0,ANDROID,2019-12-05 13:00:00,923514,WEB,2019-12-05 10:00:00,1,3.0,1,0,2.0
34557,2019-12-05,18,100000.0,WEB,2019-12-05 18:00:00,923205,ANDROID,2019-12-05 14:00:00,1,4.0,1,0,2.0
34557,2019-12-05,20,200000.0,IOS,2019-12-05 20:00:00,923570,WEB,2019-12-05 19:00:00,1,1.0,1,0,2.0
34876,2019-08-24,16,90000.0,WEB,2019-08-24 16:00:00,1405009,ANDROID,2019-08-24 11:00:00,1,5.0,1,0,2.0
34908,2019-12-10,18,150000.0,WEB,2019-12-10 18:00:00,1246139,IOS,2019-12-10 17:00:00,1,1.0,1,0,2.0
34908,2019-12-10,19,300000.0,ANDROID,2019-12-10 19:00:00,1246194,WEB,2019-12-10 18:00:00,1,1.0,1,0,2.0
34908,2019-12-10,20,200000.0,IOS,2019-12-10 20:00:00,1246215,ANDROID,2019-12-10 19:00:00,1,1.0,1,0,2.0
35066,2019-07-16,11,25000000.0,ANDROID,2019-07-16 11:00:00,121921,IOS,2019-07-15 14:00:00,1,21.0,1,0,2.0
35231,2019-09-04,16,1078660.0,WEB,2019-09-04 16:00:00,330163,ANDROID,2019-09-03 17:00:00,1,23.0,1,0,2.0
35231,2019-09-04,16,8038099.0,ANDROID,2019-09-04 16:00:00,330164,WEB,2019-09-04 16:00:00,1,0.0,1,0,2.0
35231,2019-09-04,17,4815997.0,WEB,2019-09-04 17:00:00,330031,ANDROID,2019-09-04 17:00:00,1,0.0,1,0,2.0
35231,2019-09-05,10,2590909.0,ANDROID,2019-09-05 10:00:00,329989,WEB,2019-09-04 17:00:00,1,17.0,1,0,2.0
35231,2019-11-26,16,1186203.0,WEB,2019-11-26 16:00:00,329974,ANDROID,2019-11-26 10:00:00,1,6.0,1,0,2.0
35231,2019-11-26,16,13241393.0,IOS,2019-11-26 16:00:00,330060,WEB,2019-11-26 16:00:00,1,0.0,1,0,2.0
35231,2019-11-26,17,20113259.0,ANDROID,2019-11-26 17:00:00,329972,IOS,2019-11-26 16:00:00,1,1.0,1,0,2.0
35231,2019-11-26,17,5415735.0,IOS,2019-11-26 17:00:00,329973,ANDROID,2019-11-26 17:00:00,1,0.0,1,0,2.0
35231,2019-11-27,8,981087.0,ANDROID,2019-11-27 08:00:00,330144,IOS,2019-11-26 17:00:00,1,15.0,1,0,2.0
35260,2019-11-02,21,30000.0,WEB,2019-11-02 21:00:00,449209,IOS,2019-11-02 21:00:00,1,0.0,1,0,2.0
35260,2019-11-02,22,50000.0,ANDROID,2019-11-02 22:00:00,449213,WEB,2019-11-02 21:00:00,1,1.0,1,0,2.0
35361,2019-09-11,11,100000.0,WEB,2019-09-11 11:00:00,860084,ANDROID,2019-09-10 16:00:00,1,19.0,1,0,2.0
35361,2019-09-11,16,1000000.0,IOS,2019-09-11 16:00:00,860100,WEB,2019-09-11 11:00:00,1,5.0,1,0,2.0
35363,2019-08-06,9,1539790.0,IOS,2019-08-06 09:00:00,643149,ANDROID,2019-08-05 20:00:00,1,13.0,1,0,2.0
35576,2019-11-25,11,8650000.0,IOS,2019-11-25 11:00:00,511978,WEB,2019-11-24 19:00:00,1,16.0,1,0,2.0
35950,2019-11-02,12,4000000.0,IOS,2019-11-02 12:00:00,1309733,ANDROID,2019-11-01 13:00:00,1,23.0,1,0,2.0
35950,2019-11-03,9,50000.0,ANDROID,2019-11-03 09:00:00,1309726,IOS,2019-11-02 12:00:00,1,21.0,1,0,2.0
36406,2019-10-18,11,200000.0,WEB,2019-10-18 11:00:00,985422,IOS,2019-10-17 16:00:00,1,19.0,1,0,2.0
36588,2019-08-26,1,50000.0,IOS,2019-08-26 01:00:00,758345,ANDROID,2019-08-25 22:00:00,1,3.0,1,0,2.0
36588,2019-08-26,2,50000.0,ANDROID,2019-08-26 02:00:00,758281,IOS,2019-08-26 01:00:00,1,1.0,1,0,2.0
36588,2019-08-26,5,100000.0,IOS,2019-08-26 05:00:00,758346,ANDROID,2019-08-26 02:00:00,1,3.0,1,0,2.0
36588,2019-08-26,6,100000.0,ANDROID,2019-08-26 06:00:00,758228,IOS,2019-08-26 05:00:00,1,1.0,1,0,2.0
36588,2019-08-26,12,299000.0,WEB,2019-08-26 12:00:00,758229,ANDROID,2019-08-26 11:00:00,1,1.0,1,0,2.0
36588,2019-11-01,6,100000.0,WEB,2019-11-01 06:00:00,758265,ANDROID,2019-11-01 05:00:00,1,1.0,1,0,2.0
36588,2019-11-01,10,20000.0,ANDROID,2019-11-01 10:00:00,758214,WEB,2019-11-01 06:00:00,1,4.0,1,0,2.0
36588,2019-11-01,13,200000.0,WEB,2019-11-01 13:00:00,758362,ANDROID,2019-11-01 10:00:00,1,3.0,1,0,2.0
36588,2019-11-01,15,12000.0,IOS,2019-11-01 15:00:00,758266,WEB,2019-11-01 14:00:00,1,1.0,1,0,2.0
36588,2019-11-02,13,100000.0,ANDROID,2019-11-02 13:00:00,758295,IOS,2019-11-01 18:00:00,1,19.0,1,0,2.0
36588,2019-11-13,21,10000.0,IOS,2019-11-13 21:00:00,758315,WEB,2019-11-13 19:00:00,1,2.0,1,0,2.0
36588,2019-11-14,3,50000.0,ANDROID,2019-11-14 03:00:00,758271,IOS,2019-11-13 22:00:00,1,5.0,1,0,2.0
36684,2019-12-26,15,10000.0,IOS,2019-12-26 15:00:00,562637,ANDROID,2019-12-25 18:00:00,1,21.0,1,0,2.0
36820,2019-10-17,15,1235000.0,IOS,2019-10-17 15:00:00,831233,WEB,2019-10-16 20:00:00,1,19.0,1,0,2.0
36820,2019-10-17,23,30000000.0,WEB,2019-10-17 23:00:00,831107,IOS,2019-10-17 15:00:00,1,8.0,1,0,2.0
37825,2019-11-11,12,2245000.0,IOS,2019-11-11 12:00:00,1202820,WEB,2019-11-10 20:00:00,1,16.0,1,0,2.0
37851,2019-11-01,12,20000.0,ANDROID,2019-11-01 12:00:00,299739,IOS,2019-11-01 09:00:00,1,3.0,1,0,2.0
37979,2019-12-20,17,120000000.0,IOS,2019-12-20 17:00:00,1249604,ANDROID,2019-12-19 23:00:00,1,18.0,1,0,2.0
38068,2019-11-03,15,1400000.0,WEB,2019-11-03 15:00:00,640535,ANDROID,2019-11-02 21:00:00,1,18.0,1,0,2.0
38101,2019-04-21,15,9000000.0,ANDROID,2019-04-21 15:00:00,10741,IOS,2019-04-20 19:00:00,1,20.0,1,0,2.0
38101,2019-04-22,10,1500000.0,IOS,2019-04-22 10:00:00,10590,ANDROID,2019-04-21 15:00:00,1,19.0,1,0,2.0
38101,2019-06-18,3,34000000.0,ANDROID,2019-06-18 03:00:00,10771,IOS,2019-06-17 22:00:00,1,5.0,1,0,2.0
38101,2019-06-18,6,68000000.0,IOS,2019-06-18 06:00:00,10533,ANDROID,2019-06-18 03:00:00,1,3.0,1,0,2.0
38101,2019-06-18,11,40000000.0,WEB,2019-06-18 11:00:00,10623,IOS,2019-06-18 06:00:00,1,5.0,1,0,2.0
38101,2019-06-18,17,8900000.0,IOS,2019-06-18 17:00:00,10528,WEB,2019-06-18 14:00:00,1,3.0,1,0,2.0
38101,2019-06-18,18,23000000.0,ANDROID,2019-06-18 18:00:00,10621,IOS,2019-06-18 17:00:00,1,1.0,1,0,2.0
38101,2019-06-19,8,50000000.0,IOS,2019-06-19 08:00:00,10532,ANDROID,2019-06-18 20:00:00,1,12.0,1,0,2.0
38220,2019-12-06,16,220000.0,ANDROID,2019-12-06 16:00:00,717887,WEB,2019-12-06 15:00:00,1,1.0,1,0,2.0
38220,2019-12-06,19,10000000.0,WEB,2019-12-06 19:00:00,717917,ANDROID,2019-12-06 16:00:00,1,3.0,1,0,2.0
38406,2019-11-08,16,800000.0,WEB,2019-11-08 16:00:00,128754,IOS,2019-11-07 17:00:00,1,23.0,1,0,2.0
38406,2019-12-31,15,2000000.0,IOS,2019-12-31 15:00:00,128676,ANDROID,2019-12-30 18:00:00,1,21.0,1,0,2.0
39221,2019-10-11,14,1480000.0,ANDROID,2019-10-11 14:00:00,448624,WEB,2019-10-11 13:00:00,1,1.0,1,0,2.0
39385,2019-05-04,23,4155000.0,ANDROID,2019-05-04 23:00:00,313576,IOS,2019-05-04 10:00:00,1,13.0,1,0,2.0
40205,2019-08-25,16,300000.0,WEB,2019-08-25 16:00:00,1355050,IOS,2019-08-25 12:00:00,1,4.0,1,0,2.0
40276,2019-07-07,14,130438.0,IOS,2019-07-07 14:00:00,43679,WEB,2019-07-07 00:00:00,1,14.0,1,0,2.0
40276,2019-12-30,0,3000000.0,ANDROID,2019-12-30 00:00:00,43696,IOS,2019-12-29 16:00:00,1,8.0,1,0,2.0
40305,2019-09-06,15,335600.0,WEB,2019-09-06 15:00:00,434546,ANDROID,2019-09-06 14:00:00,1,1.0,1,0,2.0
40534,2019-09-26,11,8300000.0,IOS,2019-09-26 11:00:00,1004600,ANDROID,2019-09-25 16:00:00,1,19.0,1,0,2.0
40670,2019-09-14,15,1000000.0,ANDROID,2019-09-14 15:00:00,949677,IOS,2019-09-14 15:00:00,1,0.0,1,0,2.0
40749,2019-11-05,15,4000000.0,IOS,2019-11-05 15:00:00,382630,WEB,2019-11-04 16:00:00,1,23.0,1,0,2.0
41139,2019-09-11,15,35000.0,IOS,2019-09-11 15:00:00,249424,ANDROID,2019-09-11 12:00:00,1,3.0,1,0,2.0
41382,2019-09-05,17,2500000.0,WEB,2019-09-05 17:00:00,391875,IOS,2019-09-04 18:00:00,1,23.0,1,0,2.0
41413,2019-10-11,20,100000.0,IOS,2019-10-11 20:00:00,1108744,WEB,2019-10-10 22:00:00,1,22.0,1,0,2.0
42159,2019-11-07,14,381813.0,ANDROID,2019-11-07 14:00:00,139786,IOS,2019-11-07 08:00:00,1,6.0,1,0,2.0
42349,2019-12-23,20,20000.0,WEB,2019-12-23 20:00:00,1163663,IOS,2019-12-23 19:00:00,1,1.0,1,0,2.0
42349,2019-12-24,7,22000.0,IOS,2019-12-24 07:00:00,1163712,WEB,2019-12-23 20:00:00,1,11.0,1,0,2.0
42353,2019-12-05,6,60000.0,IOS,2019-12-05 06:00:00,976919,WEB,2019-12-04 19:00:00,1,11.0,1,0,2.0
42523,2019-08-13,11,10000000.0,WEB,2019-08-13 11:00:00,686005,ANDROID,2019-08-12 16:00:00,1,19.0,1,0,2.0
42523,2019-10-11,11,3000000.0,ANDROID,2019-10-11 11:00:00,685758,WEB,2019-10-10 17:00:00,1,18.0,1,0,2.0
42539,2019-10-07,13,20000.0,IOS,2019-10-07 13:00:00,726197,ANDROID,2019-10-06 22:00:00,1,15.0,1,0,2.0
43009,2019-10-01,8,2710000.0,WEB,2019-10-01 08:00:00,1042393,ANDROID,2019-09-30 13:00:00,1,19.0,1,0,2.0
43009,2019-10-01,9,1800000.0,ANDROID,2019-10-01 09:00:00,1042378,WEB,2019-10-01 08:00:00,1,1.0,1,0,2.0
43042,2019-05-21,10,100000.0,ANDROID,2019-05-21 10:00:00,659235,IOS,2019-05-20 18:00:00,1,16.0,1,0,2.0
43042,2019-12-03,18,1000000.0,ANDROID,2019-12-03 18:00:00,659179,IOS,2019-12-03 17:00:00,1,1.0,1,0,2.0
43157,2019-11-10,23,1486075.0,WEB,2019-11-10 23:00:00,1304905,ANDROID,2019-11-10 23:00:00,1,0.0,1,0,2.0
43353,2019-07-19,12,758000.0,ANDROID,2019-07-19 12:00:00,676438,WEB,2019-07-19 11:00:00,1,1.0,1,0,2.0
43733,2019-12-26,9,3650000.0,IOS,2019-12-26 09:00:00,808446,ANDROID,2019-12-25 10:00:00,1,23.0,1,0,2.0
43733,2019-12-26,15,27600000.0,WEB,2019-12-26 15:00:00,808420,IOS,2019-12-26 09:00:00,1,6.0,1,0,2.0
43825,2019-08-31,6,200000.0,IOS,2019-08-31 06:00:00,733949,ANDROID,2019-08-30 14:00:00,1,16.0,1,0,2.0
43986,2019-11-15,11,1300000.0,IOS,2019-11-15 11:00:00,661019,ANDROID,2019-11-14 12:00:00,1,23.0,1,0,2.0
44460,2019-08-12,18,20000.0,IOS,2019-08-12 18:00:00,147153,WEB,2019-08-12 14:00:00,1,4.0,1,0,2.0
44574,2019-07-20,14,1000000.0,WEB,2019-07-20 14:00:00,174935,IOS,2019-07-20 09:00:00,1,5.0,1,0,2.0
44574,2019-09-13,6,820000.0,ANDROID,2019-09-13 06:00:00,174890,IOS,2019-09-12 20:00:00,1,10.0,1,0,2.0
44574,2019-10-03,8,50000.0,ANDROID,2019-10-03 08:00:00,174920,IOS,2019-10-02 15:00:00,1,17.0,1,0,2.0
44574,2019-11-05,17,1000000.0,WEB,2019-11-05 17:00:00,175007,IOS,2019-11-05 09:00:00,1,8.0,1,0,2.0
44574,2019-11-05,20,50000.0,IOS,2019-11-05 20:00:00,174946,WEB,2019-11-05 17:00:00,1,3.0,1,0,2.0
44637,2019-12-26,10,2160000.0,IOS,2019-12-26 10:00:00,269858,WEB,2019-12-26 09:00:00,1,1.0,1,0,2.0
44637,2019-12-26,11,478000.0,WEB,2019-12-26 11:00:00,269873,IOS,2019-12-26 10:00:00,1,1.0,1,0,2.0
44677,2019-11-09,9,56414000.0,IOS,2019-11-09 09:00:00,672215,ANDROID,2019-11-08 16:00:00,1,17.0,1,0,2.0
44691,2019-12-28,8,39000.0,IOS,2019-12-28 08:00:00,666865,WEB,2019-12-27 12:00:00,1,20.0,1,0,2.0
44911,2019-12-27,14,690000.0,IOS,2019-12-27 14:00:00,1276811,ANDROID,2019-12-26 19:00:00,1,19.0,1,0,2.0
45153,2019-12-13,18,3000000.0,ANDROID,2019-12-13 18:00:00,929828,WEB,2019-12-13 11:00:00,1,7.0,1,0,2.0
45485,2019-10-09,7,5000000.0,ANDROID,2019-10-09 07:00:00,565603,IOS,2019-10-08 18:00:00,1,13.0,1,0,2.0
46270,2019-04-17,1,150000.0,WEB,2019-04-17 01:00:00,67960,ANDROID,2019-04-16 23:00:00,1,2.0,1,0,2.0
46270,2019-04-17,11,150000.0,IOS,2019-04-17 11:00:00,68400,WEB,2019-04-17 01:00:00,1,10.0,1,0,2.0
46270,2019-04-17,14,300000.0,WEB,2019-04-17 14:00:00,68112,IOS,2019-04-17 12:00:00,1,2.0,1,0,2.0
46270,2019-04-17,15,100000.0,IOS,2019-04-17 15:00:00,67896,WEB,2019-04-17 14:00:00,1,1.0,1,0,2.0
46270,2019-04-17,16,200000.0,ANDROID,2019-04-17 16:00:00,68114,IOS,2019-04-17 15:00:00,1,1.0,1,0,2.0
46270,2019-04-17,17,300000.0,WEB,2019-04-17 17:00:00,68399,ANDROID,2019-04-17 16:00:00,1,1.0,1,0,2.0
46270,2019-04-17,18,300000.0,IOS,2019-04-17 18:00:00,68183,WEB,2019-04-17 17:00:00,1,1.0,1,0,2.0
46270,2019-04-17,20,100000.0,WEB,2019-04-17 20:00:00,68258,IOS,2019-04-17 18:00:00,1,2.0,1,0,2.0
46270,2019-04-18,0,100000.0,ANDROID,2019-04-18 00:00:00,67895,WEB,2019-04-17 21:00:00,1,3.0,1,0,2.0
46270,2019-06-24,3,600000.0,WEB,2019-06-24 03:00:00,68336,ANDROID,2019-06-24 02:00:00,1,1.0,1,0,2.0
46270,2019-06-24,4,1000000.0,ANDROID,2019-06-24 04:00:00,68206,WEB,2019-06-24 03:00:00,1,1.0,1,0,2.0
46270,2019-08-26,10,300000.0,WEB,2019-08-26 10:00:00,68216,IOS,2019-08-26 05:00:00,1,5.0,1,0,2.0
46270,2019-08-26,13,200000.0,ANDROID,2019-08-26 13:00:00,68217,WEB,2019-08-26 10:00:00,1,3.0,1,0,2.0
46270,2019-08-26,23,100000.0,WEB,2019-08-26 23:00:00,67914,ANDROID,2019-08-26 22:00:00,1,1.0,1,0,2.0
46973,2019-03-03,16,50000.0,WEB,2019-03-03 16:00:00,69113,IOS,2019-03-03 16:00:00,1,0.0,1,0,2.0
46991,2019-10-07,20,50000.0,ANDROID,2019-10-07 20:00:00,767429,WEB,2019-10-07 17:00:00,1,3.0,1,0,2.0
46991,2019-10-07,22,20000.0,IOS,2019-10-07 22:00:00,767434,ANDROID,2019-10-07 20:00:00,1,2.0,1,0,2.0
47007,2019-06-01,9,25400000.0,IOS,2019-06-01 09:00:00,820079,ANDROID,2019-05-31 15:00:00,1,18.0,1,0,2.0
47207,2019-08-20,8,600000.0,WEB,2019-08-20 08:00:00,795912,IOS,2019-08-19 17:00:00,1,15.0,1,0,2.0
47207,2019-08-20,14,900000.0,IOS,2019-08-20 14:00:00,795969,WEB,2019-08-20 08:00:00,1,6.0,1,0,2.0
47207,2019-11-30,20,800000.0,ANDROID,2019-11-30 20:00:00,795961,IOS,2019-11-30 16:00:00,1,4.0,1,0,2.0
47279,2019-12-26,13,800000.0,IOS,2019-12-26 13:00:00,1283007,ANDROID,2019-12-25 21:00:00,1,16.0,1,0,2.0
47515,2019-05-24,17,1000000.0,WEB,2019-05-24 17:00:00,96736,ANDROID,2019-05-24 15:00:00,1,2.0,1,0,2.0
47842,2019-11-30,13,6000000.0,ANDROID,2019-11-30 13:00:00,1244487,IOS,2019-11-29 20:00:00,1,17.0,1,0,2.0
47843,2019-08-13,11,9800000.0,IOS,2019-08-13 11:00:00,520084,ANDROID,2019-08-12 15:00:00,1,20.0,1,0,2.0
47843,2019-08-13,16,1080000.0,ANDROID,2019-08-13 16:00:00,520037,IOS,2019-08-13 11:00:00,1,5.0,1,0,2.0
47843,2019-08-13,20,300000.0,WEB,2019-08-13 20:00:00,520008,ANDROID,2019-08-13 16:00:00,1,4.0,1,0,2.0
48312,2019-12-14,10,2500000.0,IOS,2019-12-14 10:00:00,978246,WEB,2019-12-13 14:00:00,1,20.0,1,0,2.0
48582,2019-12-31,19,200000.0,IOS,2019-12-31 19:00:00,211660,ANDROID,2019-12-31 17:00:00,1,2.0,1,0,2.0
48820,2019-11-04,7,800000.0,IOS,2019-11-04 07:00:00,746792,ANDROID,2019-11-03 22:00:00,1,9.0,1,0,2.0
48820,2019-11-04,18,5000000.0,WEB,2019-11-04 18:00:00,746809,IOS,2019-11-04 07:00:00,1,11.0,1,0,2.0
49606,2019-12-28,8,200000.0,IOS,2019-12-28 08:00:00,1240549,ANDROID,2019-12-27 17:00:00,1,15.0,1,0,2.0
49678,2019-09-05,17,9204000.0,IOS,2019-09-05 17:00:00,969108,ANDROID,2019-09-05 16:00:00,1,1.0,1,0,2.0
49687,2019-08-29,13,100000.0,IOS,2019-08-29 13:00:00,607275,ANDROID,2019-08-29 10:00:00,1,3.0,1,0,2.0
49687,2019-08-29,16,700000.0,ANDROID,2019-08-29 16:00:00,607196,IOS,2019-08-29 13:00:00,1,3.0,1,0,2.0
49687,2019-08-29,19,20000000.0,WEB,2019-08-29 19:00:00,607295,ANDROID,2019-08-29 16:00:00,1,3.0,1,0,2.0
49687,2019-11-01,14,10520000.0,IOS,2019-11-01 14:00:00,607183,WEB,2019-10-31 18:00:00,1,20.0,1,0,2.0
49687,2019-12-10,15,400000.0,WEB,2019-12-10 15:00:00,607267,IOS,2019-12-09 19:00:00,1,20.0,1,0,2.0
49687,2019-12-11,13,100000.0,IOS,2019-12-11 13:00:00,607227,WEB,2019-12-10 15:00:00,1,22.0,1,0,2.0
49687,2019-12-13,16,30000.0,IOS,2019-12-13 16:00:00,607187,ANDROID,2019-12-13 10:00:00,1,6.0,1,0,2.0
50239,2019-11-25,16,20000000.0,ANDROID,2019-11-25 16:00:00,614577,IOS,2019-11-25 15:00:00,1,1.0,1,0,2.0
50571,2019-10-04,22,4000000.0,IOS,2019-10-04 22:00:00,639609,ANDROID,2019-10-04 07:00:00,1,15.0,1,0,2.0
50877,2019-11-21,11,100000.0,IOS,2019-11-21 11:00:00,351380,ANDROID,2019-11-21 01:00:00,1,10.0,1,0,2.0
51099,2019-11-29,16,100000.0,ANDROID,2019-11-29 16:00:00,1182659,IOS,2019-11-29 15:00:00,1,1.0,1,0,2.0
51159,2019-09-25,0,49899000.0,IOS,2019-09-25 00:00:00,891963,ANDROID,2019-09-25 00:00:00,1,0.0,1,0,2.0
51159,2019-09-25,21,21000000.0,WEB,2019-09-25 21:00:00,891964,IOS,2019-09-25 08:00:00,1,13.0,1,0,2.0
51645,2019-11-04,16,10200.0,ANDROID,2019-11-04 16:00:00,1187215,WEB,2019-11-04 16:00:00,1,0.0,1,0,2.0
51945,2019-10-20,15,15000000.0,WEB,2019-10-20 15:00:00,725075,IOS,2019-10-19 21:00:00,1,18.0,1,0,2.0
51945,2019-10-20,20,4790000.0,ANDROID,2019-10-20 20:00:00,725489,WEB,2019-10-20 15:00:00,1,5.0,1,0,2.0
51945,2019-10-21,8,12700000.0,IOS,2019-10-21 08:00:00,725413,ANDROID,2019-10-20 20:00:00,1,12.0,1,0,2.0
51945,2019-10-28,7,500000.0,WEB,2019-10-28 07:00:00,724988,IOS,2019-10-27 21:00:00,1,10.0,1,0,2.0
51945,2019-10-28,9,10000000.0,IOS,2019-10-28 09:00:00,725577,WEB,2019-10-28 07:00:00,1,2.0,1,0,2.0
51945,2019-10-28,15,1600000.0,ANDROID,2019-10-28 15:00:00,725079,IOS,2019-10-28 09:00:00,1,6.0,1,0,2.0
51945,2019-10-28,20,12590000.0,IOS,2019-10-28 20:00:00,724987,ANDROID,2019-10-28 15:00:00,1,5.0,1,0,2.0
51945,2019-11-20,10,4800000.0,ANDROID,2019-11-20 10:00:00,725343,IOS,2019-11-20 07:00:00,1,3.0,1,0,2.0
51945,2019-11-20,11,80000000.0,WEB,2019-11-20 11:00:00,725005,ANDROID,2019-11-20 10:00:00,1,1.0,1,0,2.0
51945,2019-11-20,12,20000000.0,IOS,2019-11-20 12:00:00,725105,WEB,2019-11-20 11:00:00,1,1.0,1,0,2.0
51945,2019-11-20,13,1000000.0,ANDROID,2019-11-20 13:00:00,725427,IOS,2019-11-20 12:00:00,1,1.0,1,0,2.0
51945,2019-11-20,15,31000000.0,IOS,2019-11-20 15:00:00,725106,ANDROID,2019-11-20 13:00:00,1,2.0,1,0,2.0
51945,2019-11-20,19,31760000.0,WEB,2019-11-20 19:00:00,725424,IOS,2019-11-20 15:00:00,1,4.0,1,0,2.0
51945,2019-11-20,20,2400000.0,ANDROID,2019-11-20 20:00:00,725002,WEB,2019-11-20 19:00:00,1,1.0,1,0,2.0
51945,2019-11-20,20,8090000.0,IOS,2019-11-20 20:00:00,725589,ANDROID,2019-11-20 20:00:00,1,0.0,1,0,2.0
51945,2019-11-20,21,300000.0,WEB,2019-11-20 21:00:00,725269,IOS,2019-11-20 20:00:00,1,1.0,1,0,2.0
