CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,IP_Address_Proxy,Device_ID_Hash,ts_dt,tx_id,prev_ip,prev_ts,is_ip_changed,time_diff_hours,IS_IMPOSSIBLE_TRAVEL,ip_cum_count,cum_tx_count,IS_NEW_LOCATION,IS_NEW_LOCATION_HIGH_VALUE,risk_score
132710,2019-04-24,9,392000000.0,31.46.XX.XX (DN),d3bfd711db3fec99,2019-04-24 09:00:00,32015,239.208.XX.XX (DN),2019-04-24 09:00:00,1,0.0,1,0,26,1,1,4.0
263737,2019-10-16,17,50000000.0,5.218.XX.XX (HN),d1b079dd5e82122e,2019-10-16 17:00:00,270641,47.2.XX.XX (HN),2019-10-16 17:00:00,1,0.0,1,0,67,1,1,4.0
295837,2019-10-17,12,100000000.0,53.161.XX.XX (DN),da6053e965fe7381,2019-10-17 12:00:00,634697,148.206.XX.XX (DN),2019-10-17 12:00:00,1,0.0,1,0,73,1,1,4.0
99912,2019-11-03,11,102200000.0,106.90.XX.XX (HN),bb58c05c2bc07ecf,2019-11-03 11:00:00,1164796,108.85.XX.XX (HN),2019-11-03 11:00:00,1,0.0,1,0,10,1,1,4.0
80939,2019-11-04,15,64000000.0,62.241.XX.XX (HN),a9f4a133fd3eea6b,2019-11-04 15:00:00,495901,190.6.XX.XX (HN),2019-11-04 15:00:00,1,0.0,1,0,223,1,1,4.0
80939,2019-11-07,8,46000000.0,141.152.XX.XX (HN),a9f4a133fd3eea6b,2019-11-07 08:00:00,495720,181.71.XX.XX (HN),2019-11-07 08:00:00,1,0.0,1,0,226,1,1,4.0
80939,2019-11-07,11,50000000.0,110.184.XX.XX (HN),a9f4a133fd3eea6b,2019-11-07 11:00:00,495793,101.227.XX.XX (HN),2019-11-07 11:00:00,1,0.0,1,0,228,1,1,4.0
99912,2019-11-03,11,51000000.0,186.147.XX.XX (HN),bb58c05c2bc07ecf,2019-11-03 11:00:00,1164815,106.90.XX.XX (HN),2019-11-03 11:00:00,1,0.0,1,0,11,1,1,4.0
217195,2019-08-02,10,500000000.0,218.137.XX.XX (HN),42693a7f785f940f,2019-08-02 10:00:00,609852,205.136.XX.XX (HN),2019-08-02 10:00:00,1,0.0,1,0,51,1,1,4.0
453109,2019-11-28,15,300000000.0,9.242.XX.XX (HN),6bfd5e2a83c52358,2019-11-28 15:00:00,952543,2.235.XX.XX (HN),2019-11-28 15:00:00,1,0.0,1,0,305,1,1,4.0
482923,2019-12-09,10,50000000.0,234.72.XX.XX (HCM),da96ada00e52e3d8,2019-12-09 10:00:00,132020,76.236.XX.XX (HCM),2019-12-09 10:00:00,1,0.0,1,0,105,1,1,4.0
360572,2019-12-04,11,64350000.0,136.169.XX.XX (HCM),4a80591de460ae4c,2019-12-04 11:00:00,1385607,93.193.XX.XX (HCM),2019-12-04 11:00:00,1,0.0,1,0,1,1,1,4.0
7012,2019-10-04,15,116670604.0,47.164.XX.XX (BD),8b997d5c82a0b396,2019-10-04 15:00:00,769988,89.109.XX.XX (BD),2019-10-04 15:00:00,1,0.0,1,0,221,1,1,4.0
440591,2019-11-08,15,106000000.0,100.214.XX.XX (CT),ff2262f16fba4b5f,2019-11-08 15:00:00,1156190,137.70.XX.XX (CT),2019-11-08 15:00:00,1,0.0,1,0,3,1,1,4.0
199522,2019-09-23,15,57000000.0,199.183.XX.XX (CT),d82e58d2fd532118,2019-09-23 15:00:00,677833,44.49.XX.XX (CT),2019-09-23 15:00:00,1,0.0,1,0,139,1,1,4.0
458055,2019-10-04,11,117500000.0,157.96.XX.XX (HN),922df0b825679152,2019-10-04 11:00:00,1067247,171.165.XX.XX (HN),2019-10-04 11:00:00,1,0.0,1,0,3,1,1,4.0
442042,2019-05-31,15,104000000.0,166.78.XX.XX (DN),c2e78be9d8eb41ae,2019-05-31 15:00:00,387198,240.243.XX.XX (DN),2019-05-31 15:00:00,1,0.0,1,0,11,1,1,4.0
282717,2019-08-08,14,120000000.0,165.209.XX.XX (HCM),63db0fc3836c615a,2019-08-08 14:00:00,288437,46.196.XX.XX (HCM),2019-08-08 14:00:00,1,0.0,1,0,109,1,1,4.0
453109,2019-10-26,8,50000000.0,179.173.XX.XX (HN),6bfd5e2a83c52358,2019-10-26 08:00:00,952629,97.25.XX.XX (HN),2019-10-26 08:00:00,1,0.0,1,0,195,1,1,4.0
377044,2019-11-20,8,53000000.0,190.3.XX.XX (HN),a4d78143534c7022,2019-11-20 08:00:00,1190234,124.76.XX.XX (HN),2019-11-20 08:00:00,1,0.0,1,0,30,1,1,4.0
279642,2019-09-04,14,91998720.0,237.123.XX.XX (BD),d2af0ec6f583d482,2019-09-04 14:00:00,756660,26.59.XX.XX (HP),2019-09-04 14:00:00,1,0.0,1,0,23,1,1,4.0
295837,2019-12-02,12,164646000.0,127.119.XX.XX (DN),da6053e965fe7381,2019-12-02 12:00:00,634662,114.123.XX.XX (DN),2019-12-02 12:00:00,1,0.0,1,0,90,1,1,4.0
152914,2019-11-13,15,41000000.0,80.120.XX.XX (HCM),b99c4e46fc548fd9,2019-11-13 15:00:00,1049334,96.236.XX.XX (HCM),2019-11-13 15:00:00,1,0.0,1,0,34,1,1,4.0
168625,2019-12-05,17,61900000.0,159.3.XX.XX (HN),09caa382a7322b53,2019-12-05 17:00:00,336788,95.169.XX.XX (HN),2019-12-05 17:00:00,1,0.0,1,0,242,1,1,4.0
382835,2019-09-16,15,169700000.0,251.28.XX.XX (HN),aacc9a1145e6de57,2019-09-16 15:00:00,950201,202.118.XX.XX (HN),2019-09-16 15:00:00,1,0.0,1,0,8,1,1,4.0
453109,2019-09-21,18,50000000.0,47.154.XX.XX (HN),6bfd5e2a83c52358,2019-09-21 18:00:00,952474,223.190.XX.XX (HN),2019-09-21 18:00:00,1,0.0,1,0,56,1,1,4.0
56920,2019-06-04,17,51608676.0,215.174.XX.XX (HCM),1b08fe84fab97fa6,2019-06-04 17:00:00,256044,103.139.XX.XX (HCM),2019-06-04 17:00:00,1,0.0,1,0,57,1,1,4.0
394569,2019-06-29,9,300000000.0,2.170.XX.XX (TH),a33809d222fafcf2,2019-06-29 09:00:00,696238,240.51.XX.XX (TH),2019-06-29 09:00:00,1,0.0,1,0,1,1,1,4.0
282717,2019-08-14,15,60000000.0,31.142.XX.XX (HCM),63db0fc3836c615a,2019-08-14 15:00:00,288544,76.110.XX.XX (HCM),2019-08-14 15:00:00,1,0.0,1,0,119,1,1,4.0
453109,2019-11-29,7,100000000.0,180.149.XX.XX (HN),6bfd5e2a83c52358,2019-11-29 07:00:00,952351,153.230.XX.XX (HN),2019-11-29 07:00:00,1,0.0,1,0,308,1,1,4.0
356856,2019-11-26,15,47000000.0,48.251.XX.XX (HN),2b4121594ae651ec,2019-11-26 15:00:00,970885,186.4.XX.XX (HN),2019-11-26 15:00:00,1,0.0,1,0,364,1,1,4.0
235067,2019-12-31,9,127000000.0,113.136.XX.XX (HN),d6dba370559e17a3,2019-12-31 09:00:00,1338284,99.212.XX.XX (HN),2019-12-31 09:00:00,1,0.0,1,0,6,1,1,4.0
453109,2019-12-27,11,50000000.0,149.23.XX.XX (HN),6bfd5e2a83c52358,2019-12-27 11:00:00,952367,239.154.XX.XX (HN),2019-12-27 11:00:00,1,0.0,1,0,404,1,1,4.0
320171,2019-09-22,21,300000000.0,23.1.XX.XX (HN),444ba2cbc9746e8e,2019-09-22 21:00:00,571980,44.210.XX.XX (HN),2019-09-22 21:00:00,1,0.0,1,0,55,1,1,4.0
229460,2019-12-11,14,197881000.0,111.95.XX.XX (HN),d781ec52c38ef2a2,2019-12-11 14:00:00,856958,170.212.XX.XX (HN),2019-12-11 14:00:00,1,0.0,1,0,165,1,1,4.0
453109,2019-10-28,17,200000000.0,212.41.XX.XX (HN),6bfd5e2a83c52358,2019-10-28 17:00:00,952434,68.160.XX.XX (HN),2019-10-28 17:00:00,1,0.0,1,0,200,1,1,4.0
483238,2019-11-15,20,51000000.0,211.168.XX.XX (DN),10979605ec1c2328,2019-11-15 20:00:00,425105,199.42.XX.XX (DN),2019-11-15 20:00:00,1,0.0,1,0,282,1,1,4.0
993,2019-09-10,14,40000000.0,251.71.XX.XX (HCM),f8568e1ffe14b89f,2019-09-10 14:00:00,639393,176.25.XX.XX (HCM),2019-09-10 14:00:00,1,0.0,1,0,14,1,1,4.0
199522,2019-11-10,15,72800000.0,70.181.XX.XX (CT),d82e58d2fd532118,2019-11-10 15:00:00,677854,152.196.XX.XX (CT),2019-11-10 15:00:00,1,0.0,1,0,299,1,1,4.0
229460,2019-12-13,14,60000000.0,208.101.XX.XX (HN),d781ec52c38ef2a2,2019-12-13 14:00:00,856997,55.226.XX.XX (HN),2019-12-13 14:00:00,1,0.0,1,0,168,1,1,4.0
222411,2019-09-19,12,81500000.0,41.64.XX.XX (NA),9ab50d9a463c0d5a,2019-09-19 12:00:00,504262,228.35.XX.XX (NA),2019-09-19 12:00:00,1,0.0,1,0,77,1,1,4.0
453109,2019-11-30,16,50000000.0,175.156.XX.XX (HN),6bfd5e2a83c52358,2019-11-30 16:00:00,952291,26.87.XX.XX (HN),2019-11-30 16:00:00,1,0.0,1,0,311,1,1,4.0
335929,2019-07-12,9,38600000.0,53.19.XX.XX (HCM),9a10834d1a219d1e,2019-07-12 09:00:00,344498,123.126.XX.XX (HCM),2019-07-12 09:00:00,1,0.0,1,0,82,1,1,4.0
40670,2019-12-17,11,100000000.0,185.143.XX.XX (HN),e09772d78ba6f576,2019-12-17 11:00:00,949724,56.118.XX.XX (HN),2019-12-17 11:00:00,1,0.0,1,0,135,1,1,4.0
199522,2019-11-27,16,63308000.0,210.58.XX.XX (CT),d82e58d2fd532118,2019-11-27 16:00:00,677729,89.232.XX.XX (TH),2019-11-27 16:00:00,1,0.0,1,0,368,1,1,4.0
453109,2019-09-23,18,100000000.0,202.225.XX.XX (HN),6bfd5e2a83c52358,2019-09-23 18:00:00,952618,22.154.XX.XX (HN),2019-09-23 18:00:00,1,0.0,1,0,64,1,1,4.0
282717,2019-08-22,15,50000000.0,77.246.XX.XX (HCM),63db0fc3836c615a,2019-08-22 15:00:00,288441,77.68.XX.XX (HCM),2019-08-22 15:00:00,1,0.0,1,0,131,1,1,4.0
229460,2019-12-18,14,268880000.0,246.139.XX.XX (HN),d781ec52c38ef2a2,2019-12-18 14:00:00,856998,3.70.XX.XX (HN),2019-12-18 14:00:00,1,0.0,1,0,177,1,1,4.0
288557,2019-11-06,16,95000000.0,189.158.XX.XX (HN),4faa0c967a6d9073,2019-11-06 16:00:00,664551,41.108.XX.XX (HN),2019-11-06 16:00:00,1,0.0,1,0,92,1,1,4.0
112930,2019-10-29,0,50000000.0,245.222.XX.XX (HP),f79f7fb8a853cdbf,2019-10-29 00:00:00,1411589,123.141.XX.XX (HP),2019-10-29 00:00:00,1,0.0,1,0,1,1,1,4.0
62730,2019-08-15,11,50000000.0,87.49.XX.XX (HN),f5fb362d5563e9fc,2019-08-15 11:00:00,1048573,197.146.XX.XX (HN),2019-08-15 11:00:00,1,0.0,1,0,1,1,1,4.0
282717,2019-08-26,12,40000000.0,103.236.XX.XX (HCM),63db0fc3836c615a,2019-08-26 12:00:00,288546,95.72.XX.XX (HCM),2019-08-26 12:00:00,1,0.0,1,0,136,1,1,4.0
62730,2019-08-21,17,400000000.0,101.235.XX.XX (HN),f5fb362d5563e9fc,2019-08-21 17:00:00,1048591,42.182.XX.XX (HN),2019-08-21 17:00:00,1,0.0,1,0,3,1,1,4.0
318677,2019-09-09,11,70000000.0,227.145.XX.XX (HN),3f1c1ac5d512f099,2019-09-09 11:00:00,744577,249.119.XX.XX (HN),2019-09-09 11:00:00,1,0.0,1,0,52,1,1,4.0
138931,2019-10-23,16,54987500.0,39.9.XX.XX (HN),f5662e9d9214e21d,2019-10-23 16:00:00,160355,144.225.XX.XX (HN),2019-10-23 16:00:00,1,0.0,1,0,139,1,1,4.0
138931,2019-11-13,23,71525000.0,101.71.XX.XX (HN),f5662e9d9214e21d,2019-11-13 23:00:00,160379,94.27.XX.XX (HN),2019-11-13 23:00:00,1,0.0,1,0,152,1,1,4.0
14501,2019-11-07,5,152274000.0,153.114.XX.XX (HN),c7c6e41f069ee38e,2019-11-07 05:00:00,1194859,105.161.XX.XX (HN),2019-11-07 05:00:00,1,0.0,1,0,30,1,1,4.0
229460,2019-12-21,14,290275000.0,170.34.XX.XX (HN),d781ec52c38ef2a2,2019-12-21 14:00:00,856941,236.105.XX.XX (HN),2019-12-21 14:00:00,1,0.0,1,0,182,1,1,4.0
174208,2019-08-30,11,57000000.0,200.15.XX.XX (HN),6e0fe50e689ab62b,2019-08-30 11:00:00,620164,184.226.XX.XX (HN),2019-08-30 11:00:00,1,0.0,1,0,48,1,1,4.0
375994,2019-05-17,7,200000000.0,28.106.XX.XX (HP),41dcaa1452750b34,2019-05-17 07:00:00,87980,78.27.XX.XX (HP),2019-05-17 07:00:00,1,0.0,1,0,35,1,1,4.0
152931,2019-09-05,16,50000000.0,91.169.XX.XX (HP),d4ad5a775aa7cf3a,2019-09-05 16:00:00,190219,213.221.XX.XX (HP),2019-09-05 16:00:00,1,0.0,1,0,238,1,1,4.0
348242,2019-08-28,17,160248880.0,249.5.XX.XX (BD),5afac37c18190bfb,2019-08-28 17:00:00,806398,163.3.XX.XX (BD),2019-08-28 17:00:00,1,0.0,1,0,88,1,1,4.0
455507,2019-10-25,16,200000000.0,226.205.XX.XX (NA),2832b2166fd35e9b,2019-10-25 16:00:00,794561,205.95.XX.XX (DN),2019-10-25 16:00:00,1,0.0,1,0,65,1,1,4.0
1101,2019-11-11,14,131000000.0,45.219.XX.XX (DN),3a458bf525f86822,2019-11-11 14:00:00,206992,254.126.XX.XX (DN),2019-11-11 14:00:00,1,0.0,1,0,123,1,1,4.0
309269,2019-10-24,11,50000000.0,129.164.XX.XX (NA),f551af99f19206bd,2019-10-24 11:00:00,1146143,246.170.XX.XX (NA),2019-10-24 11:00:00,1,0.0,1,0,4,1,1,4.0
453109,2019-12-28,10,214000000.0,53.26.XX.XX (HN),6bfd5e2a83c52358,2019-12-28 10:00:00,952369,123.26.XX.XX (HN),2019-12-28 10:00:00,1,0.0,1,0,408,1,1,4.0
14501,2019-11-12,20,50000000.0,69.1.XX.XX (HN),c7c6e41f069ee38e,2019-11-12 20:00:00,1194708,152.223.XX.XX (HN),2019-11-12 20:00:00,1,0.0,1,0,41,1,1,4.0
296038,2019-11-27,15,100000000.0,182.171.XX.XX (HN),f94577ea8e42d8bd,2019-11-27 15:00:00,118108,53.17.XX.XX (HN),2019-11-27 15:00:00,1,0.0,1,0,132,1,1,4.0
152931,2019-10-06,23,41000000.0,25.69.XX.XX (HP),d4ad5a775aa7cf3a,2019-10-06 23:00:00,190326,222.112.XX.XX (HP),2019-10-06 23:00:00,1,0.0,1,0,275,1,1,4.0
202833,2019-12-24,13,50000000.0,179.112.XX.XX (CT),4f2488177ac7873a,2019-12-24 13:00:00,777376,75.147.XX.XX (NA),2019-12-24 13:00:00,1,0.0,1,0,32,1,1,4.0
229460,2019-12-26,14,456796408.0,54.124.XX.XX (HN),d781ec52c38ef2a2,2019-12-26 14:00:00,856963,67.68.XX.XX (HN),2019-12-26 14:00:00,1,0.0,1,0,189,1,1,4.0
202844,2019-03-14,10,90000000.0,79.150.XX.XX (HCM),7a8116b905c56e21,2019-03-14 10:00:00,4382,9.151.XX.XX (HCM),2019-03-14 10:00:00,1,0.0,1,0,9,1,1,4.0
255757,2019-12-24,14,81600000.0,250.164.XX.XX (BD),2acdb89fd121c7c6,2019-12-24 14:00:00,336502,169.206.XX.XX (HCM),2019-12-24 14:00:00,1,0.0,1,0,219,1,1,4.0
444963,2019-11-19,15,48400000.0,47.92.XX.XX (DN),dd53b02460d09269,2019-11-19 15:00:00,549475,204.214.XX.XX (DN),2019-11-19 15:00:00,1,0.0,1,0,67,1,1,4.0
41085,2019-08-13,7,50000000.0,134.215.XX.XX (HCM),8f9d0bc5c4f29bd7,2019-08-13 07:00:00,795638,254.18.XX.XX (HCM),2019-08-13 07:00:00,1,0.0,1,0,17,1,1,4.0
316793,2019-07-15,9,97200000.0,113.104.XX.XX (HP),55deb1140477e760,2019-07-15 09:00:00,691133,82.120.XX.XX (HP),2019-07-15 09:00:00,1,0.0,1,0,1,1,1,4.0
442042,2019-07-26,18,200000000.0,126.214.XX.XX (DN),c2e78be9d8eb41ae,2019-07-26 18:00:00,387087,88.128.XX.XX (DN),2019-07-26 18:00:00,1,0.0,1,0,84,1,1,4.0
146928,2019-09-28,16,100300000.0,143.150.XX.XX (HP),adb80d1bb654efd2,2019-09-28 16:00:00,884731,178.40.XX.XX (HP),2019-09-28 16:00:00,1,0.0,1,0,22,1,1,4.0
339454,2019-08-09,16,45570000.0,137.83.XX.XX (HCM),9a781ca010fae60d,2019-08-09 16:00:00,759855,56.6.XX.XX (HCM),2019-08-09 16:00:00,1,0.0,1,0,12,1,1,4.0
236688,2019-11-13,16,55250000.0,183.250.XX.XX (DN),751a43e1a1d61810,2019-11-13 16:00:00,1093706,245.98.XX.XX (DN),2019-11-13 16:00:00,1,0.0,1,0,12,1,1,4.0
157905,2019-08-19,15,200000000.0,51.234.XX.XX (DN),d744e3c633218c0c,2019-08-19 15:00:00,834406,174.184.XX.XX (DN),2019-08-19 15:00:00,1,0.0,1,0,12,1,1,4.0
268408,2019-10-28,15,50000000.0,119.94.XX.XX (HP),86c26e295c31d4f9,2019-10-28 15:00:00,867213,211.97.XX.XX (HP),2019-10-28 15:00:00,1,0.0,1,0,11,1,1,4.0
288557,2019-11-22,16,50000000.0,146.139.XX.XX (HN),4faa0c967a6d9073,2019-11-22 16:00:00,664474,137.222.XX.XX (HN),2019-11-22 16:00:00,1,0.0,1,0,114,1,1,4.0
186564,2019-08-31,9,73280000.0,188.160.XX.XX (CT),1900b5d1c8fa286c,2019-08-31 09:00:00,826410,172.204.XX.XX (CT),2019-08-31 09:00:00,1,0.0,1,0,7,1,1,4.0
88775,2019-10-21,12,42500000.0,127.221.XX.XX (BD),977d29e17ff62071,2019-10-21 12:00:00,601251,153.215.XX.XX (BD),2019-10-21 12:00:00,1,0.0,1,0,45,1,1,4.0
157905,2019-08-27,10,58800000.0,45.220.XX.XX (DN),d744e3c633218c0c,2019-08-27 10:00:00,834453,132.125.XX.XX (DN),2019-08-27 10:00:00,1,0.0,1,0,23,1,1,4.0
453109,2019-12-02,11,146130000.0,226.224.XX.XX (HN),6bfd5e2a83c52358,2019-12-02 11:00:00,952649,221.135.XX.XX (HN),2019-12-02 11:00:00,1,0.0,1,0,315,1,1,4.0
157905,2019-09-04,15,100000000.0,25.176.XX.XX (DN),d744e3c633218c0c,2019-09-04 15:00:00,834410,225.100.XX.XX (DN),2019-09-04 15:00:00,1,0.0,1,0,33,1,1,4.0
449930,2019-05-27,14,40000000.0,244.227.XX.XX (CT),e484a90d4853c895,2019-05-27 14:00:00,55144,21.59.XX.XX (CT),2019-05-27 14:00:00,1,0.0,1,0,144,1,1,4.0
113327,2019-07-19,16,364000000.0,194.139.XX.XX (DN),b26cbe0cb7aae7ee,2019-07-19 16:00:00,623192,20.73.XX.XX (DN),2019-07-19 16:00:00,1,0.0,1,0,14,1,1,4.0
222411,2019-11-29,13,640000000.0,17.185.XX.XX (NA),9ab50d9a463c0d5a,2019-11-29 13:00:00,504242,14.210.XX.XX (NA),2019-11-29 13:00:00,1,0.0,1,0,162,1,1,4.0
444963,2019-12-06,9,40000000.0,136.218.XX.XX (DN),dd53b02460d09269,2019-12-06 09:00:00,549520,121.101.XX.XX (DN),2019-12-06 09:00:00,1,0.0,1,0,79,1,1,4.0
335929,2019-12-19,11,70000000.0,56.36.XX.XX (HCM),9a10834d1a219d1e,2019-12-19 11:00:00,344395,113.61.XX.XX (HCM),2019-12-19 11:00:00,1,0.0,1,0,288,1,1,4.0
477382,2019-04-03,6,42800000.0,4.216.XX.XX (HN),ca46768a73f0ec6f,2019-04-03 06:00:00,146163,93.72.XX.XX (HN),2019-04-03 06:00:00,1,0.0,1,0,3,1,1,4.0
263839,2019-10-05,16,46688100.0,51.233.XX.XX (HN),891e65538b2b6e64,2019-10-05 16:00:00,404076,38.103.XX.XX (HN),2019-10-05 16:00:00,1,0.0,1,0,69,1,1,4.0
332723,2019-06-28,7,52261050.0,138.101.XX.XX (HN),e4f30d73015ac171,2019-06-28 07:00:00,308120,44.88.XX.XX (HN),2019-06-28 07:00:00,1,0.0,1,0,115,1,1,4.0
369803,2019-09-30,10,40000000.0,126.81.XX.XX (HN),98715d295cc68869,2019-09-30 10:00:00,1138232,210.234.XX.XX (HN),2019-09-30 10:00:00,1,0.0,1,0,10,1,1,4.0
362739,2019-10-03,12,90000000.0,6.206.XX.XX (HCM),1f9e2aed66bacd30,2019-10-03 12:00:00,445057,86.203.XX.XX (HCM),2019-10-03 12:00:00,1,0.0,1,0,26,1,1,4.0
132710,2019-11-25,15,100000000.0,163.155.XX.XX (DN),d3bfd711db3fec99,2019-11-25 15:00:00,32004,254.157.XX.XX (DN),2019-11-25 15:00:00,1,0.0,1,0,190,1,1,4.0
129100,2019-10-28,22,95000000.0,91.164.XX.XX (HN),19ca023300526dae,2019-10-28 22:00:00,1163455,5.142.XX.XX (HN),2019-10-28 22:00:00,1,0.0,1,0,6,1,1,4.0
41582,2019-07-26,6,49600000.0,54.83.XX.XX (HN),aef107a6c093a058,2019-07-26 06:00:00,598981,31.233.XX.XX (HN),2019-07-26 06:00:00,1,0.0,1,0,23,1,1,4.0
311676,2019-08-24,20,40000000.0,101.108.XX.XX (HCM),a897b7705b929b13,2019-08-24 20:00:00,59621,104.237.XX.XX (HCM),2019-08-24 20:00:00,1,0.0,1,0,157,1,1,4.0
332723,2019-07-10,10,62150322.0,137.72.XX.XX (HN),e4f30d73015ac171,2019-07-10 10:00:00,308248,74.250.XX.XX (HN),2019-07-10 10:00:00,1,0.0,1,0,131,1,1,4.0
157905,2019-11-15,0,169540000.0,222.194.XX.XX (DN),d744e3c633218c0c,2019-11-15 00:00:00,834337,193.98.XX.XX (DN),2019-11-15 00:00:00,1,0.0,1,0,128,1,1,4.0
222411,2019-12-23,15,350000000.0,151.74.XX.XX (NA),9ab50d9a463c0d5a,2019-12-23 15:00:00,504277,85.75.XX.XX (NA),2019-12-23 15:00:00,1,0.0,1,0,192,1,1,4.0
174208,2019-11-29,14,100000000.0,45.128.XX.XX (HN),6e0fe50e689ab62b,2019-11-29 14:00:00,620098,182.234.XX.XX (HN),2019-11-29 14:00:00,1,0.0,1,0,93,1,1,4.0
7012,2019-11-16,21,41207000.0,210.194.XX.XX (BD),8b997d5c82a0b396,2019-11-16 21:00:00,769876,219.148.XX.XX (BD),2019-11-16 21:00:00,1,0.0,1,0,375,1,1,4.0
452616,2019-08-02,10,60000000.0,32.139.XX.XX (HCM),dc3a876aa0fb1f9f,2019-08-02 10:00:00,153027,201.94.XX.XX (HCM),2019-08-02 10:00:00,1,0.0,1,0,21,1,1,4.0
81831,2019-11-01,15,51300000.0,88.16.XX.XX (HN),5fe96ae9309fc491,2019-11-01 15:00:00,1133356,64.234.XX.XX (HN),2019-11-01 15:00:00,1,0.0,1,0,16,1,1,4.0
217876,2019-10-22,19,50000000.0,120.135.XX.XX (DN),1c65f085189d54d9,2019-10-22 19:00:00,633263,201.25.XX.XX (DN),2019-10-22 19:00:00,1,0.0,1,0,6,1,1,4.0
302148,2019-12-26,20,130000000.0,251.239.XX.XX (HCM),bef59b41bffe3a1b,2019-12-26 20:00:00,817627,105.125.XX.XX (HCM),2019-12-26 20:00:00,1,0.0,1,0,63,1,1,4.0
199739,2019-10-18,8,43890000.0,177.130.XX.XX (HN),a18694325505675b,2019-10-18 08:00:00,605389,111.95.XX.XX (HN),2019-10-18 08:00:00,1,0.0,1,0,101,1,1,4.0
81831,2019-11-14,14,64000000.0,182.201.XX.XX (HN),5fe96ae9309fc491,2019-11-14 14:00:00,1133390,62.41.XX.XX (HN),2019-11-14 14:00:00,1,0.0,1,0,23,1,1,4.0
329869,2019-09-05,17,100000000.0,66.189.XX.XX (HN),54a58cc0da90af5b,2019-09-05 17:00:00,168083,226.40.XX.XX (HN),2019-09-05 17:00:00,1,0.0,1,0,103,1,1,4.0
113387,2019-12-30,16,495500000.0,9.241.XX.XX (HN),d4e9ff04e7a38902,2019-12-30 16:00:00,1016443,54.230.XX.XX (HN),2019-12-30 16:00:00,1,0.0,1,0,20,1,1,4.0
446793,2019-08-26,12,40120000.0,241.104.XX.XX (HCM),3adee8aa037203ce,2019-08-26 12:00:00,402580,9.214.XX.XX (HCM),2019-08-26 12:00:00,1,0.0,1,0,33,1,1,4.0
152931,2019-12-24,10,223100000.0,139.96.XX.XX (HP),d4ad5a775aa7cf3a,2019-12-24 10:00:00,190509,30.130.XX.XX (HP),2019-12-24 10:00:00,1,0.0,1,0,424,1,1,4.0
236955,2019-11-29,15,88900000.0,222.195.XX.XX (HP),b5104a6fc7b96c93,2019-11-29 15:00:00,1206063,32.232.XX.XX (HP),2019-11-29 15:00:00,1,0.0,1,0,8,1,1,4.0
81831,2019-11-22,16,81000000.0,203.33.XX.XX (HN),5fe96ae9309fc491,2019-11-22 16:00:00,1133328,148.239.XX.XX (HN),2019-11-22 16:00:00,1,0.0,1,0,40,1,1,4.0
41670,2019-11-26,21,60000000.0,2.135.XX.XX (HP),c5ebe298246eb05e,2019-11-26 21:00:00,56369,72.48.XX.XX (HP),2019-11-26 21:00:00,1,0.0,1,0,106,1,1,4.0
320744,2019-10-04,9,44899000.0,121.83.XX.XX (DN),6c440dea927a3f9b,2019-10-04 09:00:00,1144072,221.151.XX.XX (DN),2019-10-04 09:00:00,1,0.0,1,0,1,1,1,4.0
453109,2019-10-30,18,50000000.0,210.48.XX.XX (HN),6bfd5e2a83c52358,2019-10-30 18:00:00,952491,205.234.XX.XX (HN),2019-10-30 18:00:00,1,0.0,1,0,208,1,1,4.0
58361,2019-04-02,15,94000000.0,64.21.XX.XX (HCM),f6d4cd44363b1692,2019-04-02 15:00:00,249476,136.54.XX.XX (HCM),2019-04-02 15:00:00,1,0.0,1,0,16,1,1,4.0
356856,2019-12-10,16,144908000.0,64.158.XX.XX (HN),2b4121594ae651ec,2019-12-10 16:00:00,970982,182.88.XX.XX (HN),2019-12-10 16:00:00,1,0.0,1,0,482,1,1,4.0
494376,2019-05-16,9,650000000.0,168.189.XX.XX (CT),5407cf2b1fbbb7c8,2019-05-16 09:00:00,355658,242.230.XX.XX (CT),2019-05-16 09:00:00,1,0.0,1,0,3,1,1,4.0
41670,2019-12-12,12,65000000.0,19.205.XX.XX (HP),c5ebe298246eb05e,2019-12-12 12:00:00,56426,199.76.XX.XX (HP),2019-12-12 12:00:00,1,0.0,1,0,122,1,1,4.0
455123,2019-12-05,9,76600000.0,176.116.XX.XX (DN),d92d8929b91d0d0a,2019-12-05 09:00:00,784300,25.112.XX.XX (DN),2019-12-05 09:00:00,1,0.0,1,0,17,1,1,4.0
113423,2019-12-27,16,49900000.0,129.115.XX.XX (HN),74a05cda8c512a04,2019-12-27 16:00:00,1335017,181.201.XX.XX (HN),2019-12-27 16:00:00,1,0.0,1,0,11,1,1,4.0
186564,2019-10-29,8,1000000000.0,71.11.XX.XX (CT),1900b5d1c8fa286c,2019-10-29 08:00:00,826421,203.103.XX.XX (CT),2019-10-29 08:00:00,1,0.0,1,0,60,1,1,4.0
81831,2019-11-28,15,40800000.0,142.51.XX.XX (DN),5fe96ae9309fc491,2019-11-28 15:00:00,1133351,99.90.XX.XX (HN),2019-11-28 15:00:00,1,0.0,1,0,52,1,1,4.0
