CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,TRANS_LV1,TRANS_LV2,IP_Address_Proxy,Device_ID_Hash,ts_dt,SUM_1H,COUNT_1H,SUM_3H,COUNT_3H,SUM_24H,COUNT_24H,SUM_48H,COUNT_48H,SUM_7D,COUNT_7D,SUM_30D,COUNT_30D,VELOCITY_RATIO_AMOUNT_1H_VS_24H,VELOCITY_RATIO_AMOUNT_24H_VS_7D,VELOCITY_RATIO_AMOUNT_7D_VS_30D,VELOCITY_RATIO_COUNT_1H_VS_24H,VELOCITY_RATIO_COUNT_24H_VS_7D,VELOCITY_RATIO_COUNT_7D_VS_30D,HIST_AVG_30D_TRANS_AMOUNT,TRANS_AMOUNT_VS_30D_AVG_RATIO
394569,2019-06-29,9,300000000.0,Transfer,Outside_bank,2.170.xx.xx (TH),a33809d222fafcf2,2019-06-29 09:00:00,325050000.0,2.0,325050000.0,2.0,325050000.0,2.0,325050000.0,2.0,325050000.0,2.0,325050000.0,2.0,0.9999999999999692,0.9999999999999692,0.9999999999999692,0.9999950000249999,0.9999950000249999,0.9999950000249999,162524187.3790631,1.845879095523652
616946,2019-10-30,15,300000000.0,Transfer,Within_bank,182.17.xx.xx (DN),a9d44547209562bd,2019-10-30 15:00:00,325050000.0,2.0,325050000.0,2.0,325050000.0,2.0,325050000.0,2.0,325050000.0,2.0,983600000.0,7.0,0.9999999999999692,0.9999999999999692,0.3304697031313508,0.9999950000249999,0.9999950000249999,0.2857138775516035,140514084.9798786,2.1350172834484042
51224,2019-11-23,11,304984000.0,Transfer,Outside_bank,121.223.xx.xx (HN),4ec4fb3a2aa104ff,2019-11-23 11:00:00,325000000.0,2.0,325000000.0,2.0,325030000.0,3.0,325030000.0,3.0,325530000.0,4.0,350125933.0,23.0,0.9999077008275851,0.9984640432525113,0.9297511818411653,0.6666644444518518,0.7499981250046875,0.17391296786392701,15222860.033539116,20.034605805207214
758897,2019-05-30,10,321400000.0,Transfer,Outside_bank,76.99.xx.xx (HP),2b1a7af7862572f0,2019-05-30 10:00:00,322881400.0,2.0,322881400.0,2.0,322881400.0,2.0,322881400.0,2.0,323001460.0,3.0,545708460.0,6.0,0.999999999999969,0.9996282988937263,0.5918938108454358,0.9999950000249999,0.6666644444518518,0.4999991666680556,90951258.41456932,3.5337608913004352
655363,2019-10-29,12,302430000.0,Payment,Credit_card_repayment,50.229.xx.xx (HCM),ac64a47e9325b191,2019-10-29 12:00:00,322417000.0,2.0,322417000.0,2.0,322417000.0,2.0,507424000.0,4.0,2023720000.0,22.0,5488902000.0,51.0,0.9999999999999689,0.15931897693356709,0.3686930464417103,0.9999950000249999,0.09090904958679565,0.43137246443677163,107625508.30872385,2.810021571581815
146404,2019-12-16,14,20000000.0,Transfer,Within_bank,252.157.xx.xx (HCM),4e5d139a90d365bd,2019-12-16 14:00:00,321100000.0,2.0,321100000.0,2.0,321100000.0,2.0,321100000.0,2.0,598100000.0,8.0,1817600000.0,23.0,0.9999999999999688,0.5368667446915142,0.32906029929577285,0.9999950000249999,0.24999968750039064,0.34782593572785403,79026052.59736843,0.2530810959506722
516999,2019-07-22,8,200000000.0,Transfer,Within_bank,187.161.xx.xx (HCM),8503b129fdf76663,2019-07-22 08:00:00,320700000.0,2.0,320700000.0,2.0,373909000.0,3.0,373909000.0,3.0,762829000.0,10.0,2110059000.0,30.0,0.8576953215889198,0.49016096661243225,0.36152022289423963,0.6666644444518518,0.2999997000003,0.33333322222225925,70335276.55490781,2.8435233327594855
5972,2019-08-28,20,56200000.0,Transfer,Outside_bank,236.145.xx.xx (BD),580bdd26394efb51,2019-08-28 20:00:00,320000000.0,2.0,320000000.0,2.0,344000000.0,3.0,429000000.0,4.0,489000000.0,5.0,1337000000.0,12.0,0.9302325581395078,0.7034764826175725,0.36574420344053576,0.6666644444518518,0.5999988000024,0.4166663194447338,111416573.81952181,0.5044132849662973
516999,2019-11-27,8,119207000.0,Transfer,Outside_bank,107.18.xx.xx (DN),8503b129fdf76663,2019-11-27 08:00:00,319207000.0,2.0,319207000.0,2.0,360207000.0,3.0,475207000.0,5.0,507327000.0,8.0,1663190000.0,38.0,0.8861765595893226,0.7100095204867726,0.30503249779038893,0.6666644444518518,0.37499953125058594,0.2105262603878262,43768146.376803584,2.7236017484887265
322181,2019-10-25,10,18000000.0,Transfer,Within_bank,40.114.xx.xx (HCM),6c5921dc97a9dae6,2019-10-25 10:00:00,318000000.0,2.0,318000000.0,2.0,348000000.0,3.0,351500000.0,4.0,1347990000.0,12.0,3524330000.0,31.0,0.9137931034482496,0.25816215253822167,0.3824812091943706,0.6666644444518518,0.24999979166684028,0.3870966493236615,113688027.84257166,0.1583280169564005
89828,2019-10-26,11,13600000.0,Transfer,Outside_bank,3.230.xx.xx (NA),c3943ac2722836ae,2019-10-26 11:00:00,313600000.0,2.0,313610000.0,3.0,321201000.0,7.0,326531000.0,10.0,326531000.0,10.0,1630078053.0,36.0,0.976335690113014,0.9836768943836578,0.20031617467583804,0.2857138775516035,0.6999993000007,0.27777770061730533,45279933.3389074,0.3003537990704375
198809,2019-09-03,10,13535000.0,Payment,Credit_card_repayment,193.55.xx.xx (HCM),c543611de87301f7,2019-09-03 10:00:00,313535000.0,2.0,313535000.0,2.0,313535000.0,2.0,313535000.0,2.0,2570197000.0,8.0,3183566000.0,27.0,0.999999999999968,0.12198870358964654,0.8073327206032456,0.9999950000249999,0.24999968750039064,0.29629618655696793,117909808.18155253,0.11479112898867778
199908,2019-11-25,15,14932080.0,Transfer,Outside_bank,96.36.xx.xx (HCM),16786c665e46c0cf,2019-11-25 15:00:00,312932080.0,2.0,312932080.0,2.0,335734230.0,6.0,335734230.0,6.0,863370785.0,20.0,3503081626.0,66.0,0.9320827369910738,0.38886447842915617,0.24646036752099293,0.33333277777870374,0.299999850000075,0.3030302571166277,53076986.29136571,0.28132870841663177
116603,2019-08-22,17,12000000.0,Transfer,Outside_bank,220.4.xx.xx (HN),d1e4d3f68c24f09b,2019-08-22 17:00:00,312000003.0,2.0,312000004.0,3.0,312000005.0,4.0,315730005.0,5.0,370726215.0,11.0,2195540216.0,50.0,0.9999999935897116,0.8415914288661555,0.16885421287131563,0.49999875000312505,0.3636360330581518,0.2199999560000088,43910795.53784089,0.2732813162006154
65439,2019-08-05,16,65000000.0,Transfer,Outside_bank,222.58.xx.xx (HCM),c39a6d2ae8883a4d,2019-08-05 16:00:00,311900000.0,2.0,311900000.0,2.0,372940000.0,4.0,372940000.0,4.0,666335000.0,8.0,1369065000.0,23.0,0.8363275593929094,0.5596884450013798,0.486708081793045,0.49999875000312505,0.4999993750007813,0.34782593572785403,59524539.33715681,1.0919866113002297
193102,2019-08-07,9,175916000.0,Transfer,Within_bank,231.27.xx.xx (HCM),6870f8582eb3049a,2019-08-07 09:00:00,310499000.0,2.0,310499000.0,2.0,386308500.0,5.0,592396970.0,6.0,592396970.0,6.0,1887687456.0,19.0,0.8037591717500183,0.6521108641051852,0.31382153232891796,0.39999920000160005,0.8333319444467593,0.31578930747931183,99351919.07793733,1.7706351485972174
55634,2019-07-22,11,45000000.0,Transfer,Outside_bank,4.102.xx.xx (HCM),ffeaeb565a227150,2019-07-22 11:00:00,310000000.0,2.0,360000000.0,3.0,360000000.0,3.0,361000000.0,4.0,416100000.0,7.0,886200000.0,13.0,0.8611111111110872,0.865176640230693,0.46953283683140973,0.6666644444518518,0.4285708163274053,0.5384611242606736,68169178.33140129,0.6601223764386303
655363,2019-05-23,19,198538000.0,Payment,Credit_card_repayment,183.217.xx.xx (HCM),ac64a47e9325b191,2019-05-23 19:00:00,309958000.0,2.0,327823000.0,3.0,327823000.0,3.0,327823000.0,3.0,344823000.0,4.0,509788000.0,6.0,0.9455041287523771,0.9506993443012516,0.6764047015622048,0.6666644444518518,0.7499981250046875,0.6666655555574075,84964525.0591249,2.3367164103114626
209368,2019-11-08,9,300000000.0,Transfer,Within_bank,146.48.xx.xx (HN),f9831c776439eb7f,2019-11-08 09:00:00,305200000.0,2.0,305200000.0,2.0,308200000.0,3.0,319440000.0,5.0,344490000.0,7.0,556319000.0,31.0,0.9902660609993189,0.8946558680948389,0.6192310526873859,0.6666644444518518,0.4285708163274053,0.22580637877213589,17945768.404590838,16.71703285344347
282717,2019-11-25,8,155000000.0,Transfer,Outside_bank,122.234.xx.xx (HCM),63db0fc3836c615a,2019-11-25 08:00:00,305000000.0,2.0,305000000.0,2.0,325000000.0,3.0,325034000.0,4.0,418924000.0,8.0,1201912000.0,33.0,0.9384615384615096,0.7757970419455372,0.3485479802181828,0.6666644444518518,0.37499953125058594,0.242424168962373,36421564.72073796,4.255720510319056
105606,2019-11-07,14,300000000.0,Transfer,Outside_bank,131.204.xx.xx (BD),1f8b94e16d50771d,2019-11-07 14:00:00,304000000.0,2.0,304000000.0,2.0,304000000.0,2.0,304000000.0,2.0,479200000.0,10.0,1732490000.0,42.0,0.999999999999967,0.6343906510851286,0.2765961131088764,0.9999950000249999,0.1999998000002,0.23809518140590918,41249752.08339236,7.272770982803333
288567,2019-12-12,15,300000000.0,Transfer,Within_bank,27.130.xx.xx (HCM),427e607fe2829335,2019-12-12 15:00:00,302450000.0,2.0,302450000.0,2.0,310958900.0,4.0,310958900.0,4.0,2133504900.0,15.0,2208906900.0,31.0,0.9726365767308486,0.14575026286557793,0.9658645640520162,0.49999875000312505,0.2666664888890074,0.4838708116545769,71255038.30482635,4.210228597682725
222411,2019-12-12,8,2400000.0,Transfer,Within_bank,151.108.xx.xx (NA),9ab50d9a463c0d5a,2019-12-12 08:00:00,302400000.0,2.0,302400000.0,2.0,332400000.0,3.0,332400000.0,3.0,463800000.0,10.0,3191839739.0,43.0,0.9097472924187452,0.7166882276843313,0.145308047372487,0.6666644444518518,0.2999997000003,0.23255808545160803,74228813.87702002,0.03233245790476892
564223,2019-12-20,16,2000000.0,Transfer,Within_bank,6.133.xx.xx (NA),3ff21b14b9658d7b,2019-12-20 16:00:00,302000000.0,2.0,302000000.0,2.0,302260000.0,4.0,302260000.0,4.0,380291000.0,9.0,499263519.0,34.0,0.9991398134056442,0.7948123936669341,0.7617039609897721,0.49999875000312505,0.44444395061783265,0.2647058044982928,14684216.82817152,0.13620065839409687
637299,2019-09-14,11,1500000.0,Transfer,Within_bank,72.141.xx.xx (NA),a1af7217ced7706d,2019-09-14 11:00:00,301500000.0,2.0,301500000.0,2.0,304760000.0,3.0,304760000.0,3.0,584760000.0,5.0,3006260000.0,18.0,0.9893030581440809,0.5211710787331466,0.1945141138823648,0.6666644444518518,0.5999988000024,0.27777762345687584,167014351.65869352,0.00898126409558667
348242,2019-10-20,19,293132000.0,Transfer,Outside_bank,105.56.xx.xx (BD),5afac37c18190bfb,2019-10-20 19:00:00,301259000.0,2.0,301259000.0,2.0,346259000.0,3.0,1052357345.0,9.0,2725901005.0,31.0,8574786389.0,115.0,0.8700394791182071,0.12702552270418885,0.31789724913694256,0.6666644444518518,0.09677416233091538,0.2695651939508527,74563353.42057796,3.9313146009747766
198809,2019-11-14,15,150538480.0,Payment,Credit_card_repayment,14.63.xx.xx (HCM),c543611de87301f7,2019-11-14 15:00:00,300538480.0,2.0,300538480.0,2.0,300538480.0,2.0,300538480.0,2.0,753700480.0,11.0,2470299144.0,39.0,0.9999999999999667,0.3987505487590986,0.3051049431930649,0.9999950000249999,0.1818180165290759,0.282051209730459,63340987.45102885,2.3766361412720767
6316,2019-09-27,17,250000000.0,Transfer,Outside_bank,125.176.xx.xx (HN),f8ab4c688b414d4e,2019-09-27 17:00:00,300491651.0,2.0,300491651.0,2.0,300491651.0,2.0,300491651.0,2.0,300491651.0,2.0,300491651.0,2.0,0.9999999999999667,0.9999999999999667,0.9999999999999667,0.9999950000249999,0.9999950000249999,0.9999950000249999,150245074.2746286,1.6639480609062471
120797,2019-12-11,10,446937.0,Payment,Utilities_payment,25.64.xx.xx (HCM),1e534016b5ed031f,2019-12-11 10:00:00,300446937.0,2.0,300446937.0,2.0,300446937.0,2.0,300446937.0,2.0,300446937.0,2.0,331696937.0,8.0,0.9999999999999667,0.9999999999999667,0.905787492996931,0.9999950000249999,0.9999950000249999,0.24999968750039064,41462065.29741838,0.010779419616314206
879844,2019-11-14,15,60289000.0,Transfer,Within_bank,54.195.xx.xx (HN),b038cb1c721c0eb9,2019-11-14 15:00:00,300289000.0,2.0,300289000.0,2.0,350289000.0,3.0,599289000.0,4.0,849289000.0,6.0,1578911617.0,40.0,0.8572607190062818,0.41244970793215957,0.5378952126615423,0.6666644444518518,0.4999991666680556,0.14999996250000935,39472780.55680486,1.5273562984300908
320171,2019-09-22,21,300000000.0,Transfer,Outside_bank,23.1.xx.xx (HN),444ba2cbc9746e8e,2019-09-22 21:00:00,300200000.0,2.0,300200000.0,2.0,300200000.0,2.0,300250000.0,3.0,300550000.0,5.0,350950000.0,21.0,0.9999999999999667,0.9988354683080686,0.8563897991166588,0.9999950000249999,0.39999920000160005,0.2380951247166073,16711896.803858666,17.95128365863009
727809,2019-12-26,9,200000.0,Topup,Mobile,66.67.xx.xx (HCM),e0c414dd518e6ddb,2019-12-26 09:00:00,300200000.0,2.0,302518331.0,4.0,302518331.0,4.0,302518331.0,4.0,402548331.0,6.0,571558331.0,18.0,0.9923365602595172,0.7515080990361689,0.7042996474142775,0.49999875000312505,0.6666655555574075,0.33333314814825105,31753222.970431685,0.006298573224714077
37975,2019-07-02,14,200000.0,Payment,Utilities_payment,219.15.xx.xx (DN),6c81624df4ceeaa6,2019-07-02 14:00:00,300200000.0,2.0,300200000.0,2.0,300200000.0,2.0,300300000.0,3.0,376863000.0,5.0,1029423000.0,21.0,0.9999999999999667,0.7965759440433049,0.3660914900871618,0.9999950000249999,0.39999920000160005,0.2380951247166073,49020119.514228806,0.004079957413035402
942960,2019-05-02,10,300000000.0,Transfer,Outside_bank,141.170.xx.xx (HN),8fae43bc41fad119,2019-05-02 10:00:00,300100000.0,2.0,300100000.0,2.0,300120000.0,3.0,300120000.0,3.0,300220000.0,4.0,1089470000.0,11.0,0.9999333599893042,0.9996669109319498,0.27556518307066485,0.6666644444518518,0.7499981250046875,0.3636360330581518,99042637.23396616,3.028998503859369
647996,2019-12-03,15,27945.0,Transfer,Within_bank,36.109.xx.xx (CT),c0ba5c79fdc2c406,2019-12-03 15:00:00,300027945.0,2.0,300027945.0,2.0,365947945.0,3.0,365947945.0,3.0,895975935.0,8.0,995975935.0,10.0,0.8198650903750581,0.4084350156123288,0.8995959676475426,0.6666644444518518,0.37499953125058594,0.7999992000008,99597493.9025061,0.00028057934898795717
997453,2019-08-15,17,300000000.0,Transfer,Within_bank,138.217.xx.xx (HN),9489e53047f6db19,2019-08-15 17:00:00,300010000.0,2.0,300010000.0,2.0,312897674.0,4.0,313454674.0,6.0,314894674.0,9.0,743902951.0,34.0,0.9588118574508495,0.9936581969626773,0.423300745852258,0.49999875000312505,0.44444395061783265,0.2647058044982928,21879492.123678785,13.711470005978427
607191,2019-06-18,21,10000.0,Topup,Mobile,191.110.xx.xx (HCM),0ead684699dabc27,2019-06-18 21:00:00,300010000.0,2.0,300010000.0,2.0,300010000.0,2.0,300010000.0,2.0,300010000.0,2.0,300010000.0,2.0,0.9999999999999666,0.9999999999999666,0.9999999999999666,0.9999950000249999,0.9999950000249999,0.9999950000249999,150004249.9787501,6.666477784073419e-05
802418,2019-05-02,12,31000000.0,Transfer,Outside_bank,231.61.xx.xx (BD),b49a851e5229cccb,2019-05-02 12:00:00,300000000.0,2.0,300000000.0,2.0,300000000.0,2.0,300000000.0,2.0,360700000.0,4.0,737720000.0,10.0,0.9999999999999666,0.8317161075685935,0.4889388928048516,0.9999950000249999,0.49999875000312505,0.3999996000004,73771926.22807378,0.4202140514015588
870590,2019-12-16,22,100000000.0,Transfer,Within_bank,172.22.xx.xx (HN),980580377e1d2e3f,2019-12-16 22:00:00,300000000.0,2.0,300000000.0,2.0,300000000.0,2.0,300000000.0,2.0,1049570000.0,7.0,4353570000.0,27.0,0.9999999999999666,0.2858313404537069,0.24108260576951737,0.9999950000249999,0.2857138775516035,0.25925916323734693,161243273.61360237,0.6201809090010801
581736,2019-09-12,17,290000000.0,Transfer,Outside_bank,61.44.xx.xx (DN),58519b893990debd,2019-09-12 17:00:00,300000000.0,2.0,300000000.0,2.0,310000000.0,3.0,310000000.0,3.0,310000000.0,3.0,1497800000.0,9.0,0.9677419354838397,0.9999999999999677,0.20697022299372275,0.6666644444518518,0.9999966666777778,0.3333329629633745,166422037.30884743,1.7425576846039812
146404,2019-12-30,11,260000000.0,Transfer,Within_bank,219.146.xx.xx (HCM),4e5d139a90d365bd,2019-12-30 11:00:00,300000000.0,2.0,300000000.0,2.0,330000000.0,3.0,330000000.0,3.0,933850000.0,7.0,2331250000.0,31.0,0.9090909090908815,0.3533758098195604,0.40057908847184814,0.6666644444518518,0.4285708163274053,0.22580637877213589,75201588.64464882,3.4573737694365376
536626,2019-10-10,14,200000000.0,Transfer,Outside_bank,95.190.xx.xx (HN),ed08930c644a130d,2019-10-10 14:00:00,300000000.0,2.0,300000000.0,2.0,300000000.0,2.0,300000000.0,2.0,454000000.0,8.0,1582724000.0,15.0,0.9999999999999666,0.6607929515418356,0.28684723299829734,0.9999950000249999,0.24999968750039064,0.5333329777780148,105514862.99009134,1.8954675609896077
453109,2019-10-28,17,200000000.0,Transfer,Outside_bank,212.41.xx.xx (HN),6bfd5e2a83c52358,2019-10-28 17:00:00,300000000.0,2.0,300000000.0,2.0,334800000.0,3.0,334800000.0,3.0,1664535000.0,19.0,8386286149.0,113.0,0.896057347670224,0.2011372545485664,0.19848297213164864,0.6666644444518518,0.15789465373965592,0.1681415780405683,74214915.10487477,2.694876086799379
85178,2019-12-07,11,150000000.0,Transfer,Within_bank,64.236.xx.xx (HN),4eeca26ffa691331,2019-12-07 11:00:00,300000000.0,2.0,300000000.0,2.0,300000000.0,2.0,300000000.0,2.0,300000000.0,2.0,300000000.0,2.0,0.9999999999999666,0.9999999999999666,0.9999999999999666,0.9999950000249999,0.9999950000249999,0.9999950000249999,149999250.00374997,1.0000049999999334
223095,2019-10-18,15,7982000.0,Transfer,Within_bank,168.169.xx.xx (HCM),e36595e8dd85626d,2019-10-18 15:00:00,299982000.0,2.0,299982000.0,2.0,299982000.0,2.0,299982000.0,2.0,1199982000.0,3.0,1349982000.0,4.0,0.9999999999999666,0.2499887498312454,0.8888874073876475,0.9999950000249999,0.6666644444518518,0.7499981250046875,337494656.26335937,0.02365074483956012
72411,2019-03-04,19,31185000.0,Transfer,Within_bank,133.152.xx.xx (HCM),b6ae27092a230dc6,2019-03-04 19:00:00,299950680.0,2.0,299950680.0,2.0,299950680.0,2.0,563135480.0,5.0,699108580.0,7.0,699138580.0,8.0,0.9999999999999666,0.42904734483446866,0.9999570900521467,0.9999950000249999,0.2857138775516035,0.8749989062513672,87392213.25973342,0.35683957227760404
919866,2019-12-28,15,164000000.0,Transfer,Outside_bank,20.214.xx.xx (HCM),f1ae934ae46b480d,2019-12-28 15:00:00,298697027.0,2.0,348697027.0,3.0,349197027.0,4.0,389397027.0,8.0,650224325.0,16.0,16039416369.0,80.0,0.8553825030130954,0.537040854323613,0.040539151178637226,0.49999875000312505,0.24999984375009765,0.1999999750000031,200492679.55091506,0.8179849776427576
710619,2019-12-18,11,216129800.0,Transfer,Outside_bank,24.121.xx.xx (HN),8cfededc4d17dfbb,2019-12-18 11:00:00,297883100.0,2.0,297883100.0,2.0,297883100.0,2.0,512883100.0,3.0,512883100.0,3.0,1575530219.0,31.0,0.9999999999999664,0.5808011611222795,0.3255304746395326,0.9999950000249999,0.6666644444518518,0.09677416233091538,50823539.05692288,4.252553128145797
193102,2019-08-08,14,213459012.0,Transfer,Outside_bank,120.220.xx.xx (HCM),6870f8582eb3049a,2019-08-08 14:00:00,296147012.0,2.0,296147012.0,2.0,300508262.0,3.0,611007262.0,5.0,892905232.0,9.0,2073815718.0,19.0,0.9854870878724463,0.33655112685015226,0.43056151240917334,0.6666644444518518,0.3333329629633745,0.4736839612189678,109148138.23782198,1.9556816583978405
896446,2019-12-23,14,13329000.0,Transfer,Outside_bank,231.145.xx.xx (HP),ad1152700c596015,2019-12-23 14:00:00,293237000.0,2.0,293237000.0,2.0,293237000.0,2.0,293237000.0,2.0,304717000.0,4.0,306907000.0,7.0,0.9999999999999658,0.9623256989271697,0.9928642878787061,0.9999950000249999,0.49999875000312505,0.571427755103207,43843794.50886499,0.3040110955109486
569094,2019-12-02,11,272200000.0,Transfer,Outside_bank,114.102.xx.xx (HN),f4a92bd50615456c,2019-12-02 11:00:00,292200000.0,2.0,292200000.0,2.0,304600000.0,7.0,543100000.0,14.0,1098567000.0,62.0,4253071000.0,274.0,0.9592908732763966,0.27727029848884704,0.25829970861055396,0.2857138775516035,0.11290320759625683,0.2262773640044758,15522156.367804514,17.53622328946588
146404,2019-11-19,8,97800000.0,Transfer,Outside_bank,138.224.xx.xx (HCM),4e5d139a90d365bd,2019-11-19 08:00:00,291500000.0,2.0,291500000.0,2.0,291500000.0,2.0,291500000.0,2.0,297000000.0,3.0,1272290000.0,19.0,0.9999999999999657,0.9814814814814484,0.23343734525933368,0.9999950000249999,0.6666644444518518,0.15789465373965592,66962596.335475616,1.4605168460018725
325072,2019-12-16,11,291000000.0,Transfer,Outside_bank,165.106.xx.xx (HN),2c61a431641fdb4e,2019-12-16 11:00:00,291380000.0,2.0,291380000.0,2.0,297399660.0,3.0,297399660.0,3.0,556174660.0,8.0,2054263024.0,31.0,0.9797590219168044,0.5347234985498883,0.2707416983619899,0.6666644444518518,0.37499953125058594,0.258064432882441,66266527.78499104,4.391357291936847
627548,2019-10-23,12,230000000.0,Transfer,Outside_bank,218.247.xx.xx (NA),262bf13bef9f2951,2019-10-23 12:00:00,290000000.0,2.0,290000000.0,2.0,291820000.0,3.0,419820000.0,4.0,606809200.0,11.0,2310154200.0,33.0,0.9937632787334317,0.48090899083269534,0.2626704312638513,0.6666644444518518,0.2727270247936138,0.3333332323232629,70004651.51374196,3.2854959638620302
940578,2019-10-02,15,50000000.0,Transfer,Within_bank,39.145.xx.xx (HCM),e24e735f477b68e3,2019-10-02 15:00:00,286993000.0,2.0,304799885.0,3.0,304799885.0,3.0,306799885.0,4.0,328639885.0,7.0,634855149.0,13.0,0.9415784392438028,0.9274585919478116,0.5176612106204951,0.6666644444518518,0.4285708163274053,0.5384611242606736,48834973.896173924,1.0238563883804412
523566,2019-11-16,9,70000000.0,Transfer,Within_bank,218.238.xx.xx (HN),5304a817325e443d,2019-11-16 09:00:00,283993000.0,2.0,283993000.0,2.0,314753291.0,4.0,320208503.0,8.0,428615503.0,12.0,2515102221.0,57.0,0.9022717414573148,0.7343488249887047,0.1704167327360482,0.49999875000312505,0.33333305555578707,0.21052627885503877,44124592.62726445,1.5864169124755014
910213,2019-10-01,14,278812000.0,Payment,Credit_card_repayment,241.193.xx.xx (HCM),809999e04a51f31d,2019-10-01 14:00:00,282263000.0,2.0,282263000.0,2.0,282263000.0,2.0,485263000.0,4.0,688383000.0,9.0,2385566000.0,37.0,0.9999999999999645,0.4100377260914286,0.28856170820677235,0.9999950000249999,0.22222197530891633,0.2432431775018439,64474739.33115153,4.324360251662876
755488,2019-06-28,8,30000000.0,Transfer,Within_bank,194.209.xx.xx (HN),db7b0ac68d77af93,2019-06-28 08:00:00,280000000.0,2.0,280000000.0,2.0,280000000.0,2.0,280000000.0,2.0,280000000.0,2.0,280000000.0,2.0,0.9999999999999643,0.9999999999999643,0.9999999999999643,0.9999950000249999,0.9999950000249999,0.9999950000249999,139999300.00349998,0.21428678571427037
804221,2019-10-07,11,46360000.0,Transfer,Within_bank,153.43.xx.xx (HCM),1433e0c867a745f5,2019-10-07 11:00:00,279340000.0,2.0,279340000.0,2.0,316380000.0,4.0,824910000.0,9.0,1767840000.0,18.0,4758115000.0,54.0,0.882925595802488,0.1789641596524562,0.37154209177373737,0.49999875000312505,0.2222220987655007,0.3333332716049497,88113224.42347695,0.52614122685133
246752,2019-12-11,10,200000000.0,Transfer,Outside_bank,109.123.xx.xx (HP),c7d0bddb3c02dfba,2019-12-11 10:00:00,277959449.0,2.0,281959449.0,3.0,281959449.0,3.0,281959449.0,3.0,301824449.0,6.0,377855202.0,19.0,0.9858135628573672,0.9341835955774102,0.7987833630513098,0.6666644444518518,0.4999991666680556,0.31578930747931183,19887105.42783925,10.056767724473698
194029,2019-12-23,9,56300000.0,Transfer,Within_bank,142.49.xx.xx (HN),84b7e3eb3126b38a,2019-12-23 09:00:00,276300000.0,2.0,276300000.0,2.0,276300000.0,2.0,276300000.0,2.0,778219000.0,7.0,2579329000.0,30.0,0.9999999999999638,0.35504144720187564,0.30171374027896286,0.9999950000249999,0.2857138775516035,0.2333332555555815,85977604.67413178,0.6548216854072526
229460,2019-12-18,14,268880000.0,Transfer,Outside_bank,246.139.xx.xx (HN),d781ec52c38ef2a2,2019-12-18 14:00:00,275006000.0,2.0,275006000.0,2.0,278339333.0,3.0,622187852.0,5.0,1328788052.0,12.0,5552767777.0,45.0,0.9880242114397468,0.20946856993563479,0.23930193110252912,0.6666644444518518,0.24999979166684028,0.26666660740742054,123394812.06781954,2.1790219174870815
264780,2019-10-01,10,257180000.0,Transfer,Outside_bank,235.155.xx.xx (HN),ee5d588b948129c9,2019-10-01 10:00:00,274495658.0,2.0,274495658.0,2.0,274495658.0,2.0,274495658.0,2.0,324985658.0,4.0,350433991.0,12.0,0.9999999999999635,0.8446392978978523,0.9273805234264239,0.9999950000249999,0.49999875000312505,0.33333305555578707,29202808.247659795,8.806687282224695
775163,2019-11-22,15,3000000.0,Transfer,Outside_bank,104.54.xx.xx (HN),10d27af433c36d82,2019-11-22 15:00:00,274200000.0,2.0,274200000.0,2.0,274200000.0,2.0,277232000.0,6.0,953442000.0,15.0,4578528000.0,44.0,0.9999999999999635,0.2875895964306136,0.20824203761558258,0.9999950000249999,0.1333332444445037,0.34090901342976965,104057430.89603843,0.028830233210321597
70987,2019-12-30,10,50000000.0,Transfer,Outside_bank,221.131.xx.xx (HP),fda1847c18f744dd,2019-12-30 10:00:00,274020000.0,2.0,274020000.0,2.0,274020000.0,2.0,274020000.0,2.0,428400000.0,5.0,807820000.0,13.0,0.9999999999999635,0.6396358543417218,0.5303161595404852,0.9999950000249999,0.39999920000160005,0.38461508875762407,62139952.20003677,0.8046353147977215
612486,2019-09-19,10,25000000.0,Transfer,Outside_bank,73.77.xx.xx (HN),6caac228d9f53eae,2019-09-19 10:00:00,272000000.0,2.0,272000000.0,2.0,272000000.0,2.0,485000000.0,3.0,485000000.0,3.0,2246490000.0,15.0,0.9999999999999631,0.5608247422680297,0.21589234761783843,0.9999950000249999,0.6666644444518518,0.19999986666675557,149765900.15606657,0.1669271841850954
685854,2019-01-08,18,211100000.0,Transfer,Within_bank,6.111.xx.xx (NA),7208d28c1bbe6a1a,2019-01-08 18:00:00,271100000.0,2.0,271100000.0,2.0,336000000.0,3.0,336000000.0,3.0,336000000.0,3.0,336000000.0,3.0,0.806845238095214,0.9999999999999702,0.9999999999999702,0.6666644444518518,0.9999966666777778,0.9999966666777778,111999626.6679111,1.8848277113093557
187873,2019-07-04,16,20140000.0,Transfer,Within_bank,252.174.xx.xx (HN),dd89c371f83db8b3,2019-07-04 16:00:00,270140000.0,2.0,320140000.0,3.0,320140000.0,3.0,320140000.0,3.0,320140000.0,3.0,320140000.0,3.0,0.8438183294808257,0.9999999999999687,0.9999999999999687,0.6666644444518518,0.9999966666777778,0.9999966666777778,106712977.62340792,0.18873055975508946
