TRANSACTION_ID,CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_ID_Hash,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,BENFORD_DEV,ACTIVITY_SEQ_RARITY,NEW_DEVICE_FLAG,IP_HOPPING_VELOCITY,PAGERANK_SCORE,IN_DEGREE_CENTRALITY,LIMIT_UTILIZATION_VELOCITY,STRUCTURING_OVERPAYMENT_FLAG,AUTH_DOWNGRADE_RISK
339806,68119,1,1.0,,,,,Transfer,Outside_bank,2019-12-14,Sat,3,1,1500000.0,818771,77feede8dba2244e,iOS,71.246.xx.xx (BD),M,2019-05-10,1998-06-25,0,2019-05-10,BRANCH,1.0,SMART_OTP,State servant,3479000.0,2,3479000.0,2,7770000.0,7,8728000.0,9,9904000.0,14,39970800.0,65,143347.96125,563968.3076923077,325,0.041666666666666664,6,539.0,0.08569046739954024,-1.1886786219046106,0.0,0.0,0.0,0.0,0.0,0,0.0
339855,68119,1,0.6858668923377991,,,,,Transfer,Outside_bank,2019-12-16,Mon,1,1,600000.0,471921,77feede8dba2244e,iOS,198.178.xx.xx (HCM),M,2019-05-10,1998-06-25,0,2019-05-10,BRANCH,1.0,SMART_OTP,State servant,600000.0,1,1384000.0,2,3113000.0,4,10434000.0,12,16559000.0,23,46925800.0,75,143347.96125,563968.3076923077,325,0.08333333333333333,4,585.0,0.08569046739954024,-1.1886786219046106,0.0,0.0,0.0,0.0,0.0,0,0.0
339890,68119,1,1.0,,,,,Topup,eWallet,2019-12-16,Mon,4,1,193000.0,NaN,77feede8dba2244e,iOS,62.71.xx.xx (BD),M,2019-05-10,1998-06-25,0,2019-05-10,BRANCH,1.0,SMART_OTP,State servant,193000.0,1,793000.0,2,3306000.0,5,7148000.0,11,16752000.0,24,47118800.0,76,143347.96125,563968.3076923077,325,0.125,4,588.0,0.08569046739954024,-1.1886786219046106,0.0,0.0,0.0,0.0,0.0,0,0.0
340021,68119,1,1.0,,,,,Topup,eWallet,2019-12-17,Tue,10,2,7209000.0,NaN,77feede8dba2244e,iOS,101.126.xx.xx (BD),M,2019-05-10,1998-06-25,0,2019-05-10,BRANCH,1.0,SMART_OTP,State servant,10238000.0,3,10517000.0,4,10865000.0,5,14171000.0,10,27617000.0,29,56521200.0,77,143347.96125,563968.3076923077,325,0.0,4,618.0,0.08569046739954024,-1.1886786219046106,0.0,0.0,0.0,0.0,0.0,0,0.0
339808,68119,1,1.0,,,,,Transfer,Within_bank,2019-12-18,Wed,2,1,400000.0,307257,77feede8dba2244e,iOS,67.24.xx.xx (BD),M,2019-05-10,1998-06-25,0,2019-05-10,BRANCH,1.0,SMART_OTP,State servant,1804000.0,2,2804000.0,3,16678000.0,14,17219000.0,16,33778000.0,39,62682200.0,87,143347.96125,563968.3076923077,325,0.125,10,634.0,0.08569046739954024,-1.1886786219046106,0.0,0.0,0.0,0.0,0.0,0,0.0
339894,68119,1,1.0,,,,,Topup,eWallet,2019-12-18,Wed,2,2,1404000.0,NaN,77feede8dba2244e,iOS,128.126.xx.xx (BD),M,2019-05-10,1998-06-25,0,2019-05-10,BRANCH,1.0,SMART_OTP,State servant,1804000.0,2,2804000.0,3,16678000.0,14,17219000.0,16,33778000.0,39,62682200.0,87,143347.96125,563968.3076923077,325,0.0,10,634.0,0.08569046739954024,-1.1886786219046106,0.0,0.0,0.0,0.0,0.0,0,0.0
339936,68119,1,1.0,,,,,Topup,eWallet,2019-12-19,Thu,1,1,100000.0,NaN,77feede8dba2244e,iOS,201.184.xx.xx (BD),M,2019-05-10,1998-06-25,0,2019-05-10,BRANCH,1.0,SMART_OTP,State servant,500000.0,2,500000.0,2,4923000.0,9,19797000.0,21,36021000.0,42,65451200.0,93,143347.96125,563968.3076923077,325,0.16666666666666666,5,657.0,0.08569046739954024,-1.1886786219046106,0.0,0.0,0.0,0.0,0.0,0,0.0
340022,68119,1,1.0,,,,,Transfer,Outside_bank,2019-12-19,Thu,1,1,400000.0,304791,77feede8dba2244e,iOS,118.174.xx.xx (BD),M,2019-05-10,1998-06-25,0,2019-05-10,BRANCH,1.0,SMART_OTP,State servant,500000.0,2,500000.0,2,4923000.0,9,19797000.0,21,36021000.0,42,65451200.0,93,143347.96125,563968.3076923077,325,0.0,6,657.0,0.08569046739954024,-1.1886786219046106,0.0,0.0,0.0,0.0,0.0,0,0.0
339767,68119,1,1.0,,,,,Transfer,Within_bank,2019-12-20,Fri,1,1,1292000.0,645824,77feede8dba2244e,iOS,135.146.xx.xx (BD),M,2019-05-10,1998-06-25,0,2019-05-10,BRANCH,1.0,SMART_OTP,State servant,1292000.0,1,1782000.0,2,7617000.0,13,12040000.0,20,42180000.0,51,72568200.0,104,143347.96125,563968.3076923077,325,0.125,10,681.0,0.08569046739954024,-1.1886786219046106,0.0,0.0,0.0,0.0,0.0,0,0.0
339899,68119,1,1.0,,,,,Transfer,Outside_bank,2019-12-20,Fri,4,1,300000.0,296452,77feede8dba2244e,iOS,169.74.xx.xx (BD),M,2019-05-10,1998-06-25,0,2019-05-10,BRANCH,1.0,SMART_OTP,State servant,300000.0,1,1592000.0,2,7417000.0,12,10536000.0,19,42480000.0,52,72868200.0,105,143347.96125,563968.3076923077,325,0.125,10,684.0,0.08569046739954024,-1.1886786219046106,0.0,0.0,0.0,0.0,0.0,0,0.0
339858,68119,1,1.0,,,,,Transfer,Outside_bank,2019-12-20,Fri,5,1,991000.0,809241,77feede8dba2244e,iOS,75.170.xx.xx (BD),M,2019-05-10,1998-06-25,0,2019-05-10,BRANCH,1.0,SMART_OTP,State servant,991000.0,1,1291000.0,2,8408000.0,13,11527000.0,20,43471000.0,53,73859200.0,106,143347.96125,563968.3076923077,325,0.041666666666666664,11,685.0,0.08569046739954024,-1.1886786219046106,0.0,0.0,0.0,0.0,0.0,0,0.0
1356556,68130,1,0.6596178412437439,,,,,Transfer,Within_bank,2019-09-07,Sat,9,1,1000000.0,11131,0a70862bbf45eb9c,iOS,114.196.xx.xx (BD),F,2019-05-25,1995-08-21,0,2019-05-28,BRANCH,1.0,SMART_OTP,Working,1000000.0,1,1000000.0,1,1000000.0,1,1000000.0,1,1000000.0,1,1000000.0,1,861768.50875,225714.2857142857,7,102.375,1,41.0,0.0,-1.3764316818100604,1.0,0.0,0.0,0.0,0.0,0,0.0
857790,68452,1,0.6052548885345459,,,,,Transfer,Outside_bank,2019-10-06,Sun,10,1,9549000.0,739104,54b216d7756d4e67,iOS,89.116.xx.xx (NA),M,2019-07-01,1995-06-07,0,2019-07-01,BRANCH,1.0,SMART_OTP,Working,9549000.0,1,9549000.0,1,11659000.0,4,11689000.0,5,19709000.0,8,22100259.0,17,1671319.53,968952.7413793104,58,0.5833333333333334,2,999.0,0.21015924449305465,-1.398923100636814,0.0,0.0,0.0,0.0,0.0,0,0.0
857761,68452,1,0.6052548885345459,,,,,Transfer,Outside_bank,2019-10-09,Wed,9,1,10900000.0,114375,54b216d7756d4e67,iOS,236.248.xx.xx (NA),M,2019-07-01,1995-06-07,0,2019-07-01,BRANCH,1.0,SMART_OTP,Working,10900000.0,1,10900000.0,1,11610000.0,3,14433000.0,7,34142000.0,15,36533259.0,24,1671319.53,968952.7413793104,58,0.6666666666666666,2,999.0,0.21015924449305465,-1.398923100636814,0.0,0.0,0.0,0.0,0.0,0,0.0
1351484,68488,1,1.0,,,,,Transfer,Outside_bank,2019-07-12,Fri,11,1,50000000.0,364218,e2349a79aedb9781,Android,59.147.xx.xx (HN),M,2019-03-28,1984-12-09,0,2019-03-28,BRANCH,1.0,SMART_OTP,Working,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,7169689.639,50000000.0,7,106.45833333333333,1,999.0,0.0,-1.009892704301902,1.0,0.0,0.0,0.0,0.0,0,0.0
456531,68508,1,1.0,,,,,Payment,Credit_card_repayment,2019-07-29,Mon,16,1,48500000.0,NaN,6947e5a1cb136707,Android,198.38.xx.xx (CT),M,2019-01-11,1990-04-28,0,2019-04-19,MYbank,0.0,SMS,Working,48500000.0,1,48500000.0,1,48500000.0,1,48500000.0,1,59500000.0,2,66102200.0,4,442247.30555555556,23984128.14285714,14,3.0,0,2425.0,0.0,-1.1729911405578923,0.0,0.0,0.0,0.0,0.38732,1,0.0
456535,68508,1,0.8891419768333435,,,,,Payment,Credit_card_repayment,2019-09-03,Tue,17,1,43000000.0,NaN,6947e5a1cb136707,Android,182.19.xx.xx (CT),M,2019-01-11,1990-04-28,0,2019-04-19,MYbank,0.0,SMS,Working,43000000.0,1,43000000.0,1,43000000.0,1,43000000.0,1,43000000.0,1,43000000.0,1,442247.30555555556,23984128.14285714,14,36.041666666666664,0,3290.0,0.0,-1.1729911405578923,0.0,0.0,0.0,0.0,0.38732,0,0.0
456534,68508,1,0.5564060807228088,,,,,Transfer,Outside_bank,2019-09-16,Mon,11,1,36000000.0,51665,6947e5a1cb136707,Android,137.105.xx.xx (CT),M,2019-01-11,1990-04-28,0,2019-04-19,MYbank,0.0,SMS,Working,36000000.0,1,36000000.0,1,36000000.0,1,36000000.0,1,38000000.0,2,81800000.0,4,442247.30555555556,23984128.14285714,14,5.083333333333333,1,3596.0,0.0,-1.1729911405578923,0.0,0.0,0.0,0.0,0.38732,0,0.0
456540,68508,1,1.0,,,,,Payment,Credit_card_repayment,2019-10-05,Sat,7,1,57000000.0,NaN,6947e5a1cb136707,Android,195.154.xx.xx (CT),M,2019-01-11,1990-04-28,0,2019-04-19,MYbank,0.0,SMS,Working,57000000.0,1,57000000.0,1,57000000.0,1,61313188.0,2,61313188.0,2,100113188.0,5,442247.30555555556,23984128.14285714,14,1.9166666666666667,0,4048.0,0.0,-1.1729911405578923,0.0,0.0,0.0,0.0,0.38732,1,0.0
456541,68508,1,1.0,,,,,Payment,Credit_card_repayment,2019-10-29,Tue,14,1,63662406.0,NaN,6947e5a1cb136707,Android,33.81.xx.xx (CT),M,2019-01-11,1990-04-28,0,2019-04-19,MYbank,0.0,SMS,Working,63662406.0,1,63662406.0,1,63662406.0,1,63662406.0,1,63662406.0,1,124975594.0,3,442247.30555555556,23984128.14285714,14,24.291666666666668,0,4631.0,0.0,-1.1729911405578923,0.0,0.0,0.0,0.0,0.38732,1,0.0
456542,68508,1,1.0,,,,,Payment,Credit_card_repayment,2019-11-27,Wed,16,1,59500000.0,NaN,6947e5a1cb136707,Android,109.135.xx.xx (CT),M,2019-01-11,1990-04-28,0,2019-04-19,MYbank,0.0,SMS,Working,59500000.0,1,59500000.0,1,59500000.0,1,59500000.0,1,59500000.0,1,123162406.0,2,442247.30555555556,23984128.14285714,14,29.083333333333332,0,5329.0,0.0,-1.1729911405578923,0.0,0.0,0.0,0.0,0.38732,1,0.0
743180,68695,1,1.0,,,,,Transfer,Outside_bank,2019-12-20,Fri,10,4,18200000.0,185385,73f9d9c23b71a0d8,iOS,227.27.xx.xx (CT),M,2019-07-19,1992-02-14,0,2019-07-22,BRANCH,1.0,SMART_OTP,State servant,26900000.0,3,26900000.0,3,26900000.0,3,26900000.0,3,31131000.0,10,41444000.0,31,7277100.13,1797672.7074829931,147,0.041666666666666664,2,3576.0,0.12534387731023675,-1.1298982733008436,0.0,0.0,0.0,0.0,0.0,0,0.0
743296,68695,1,0.7644412517547607,,,,,Topup,eWallet,2019-12-28,Sat,0,1,3008888.0,NaN,73f9d9c23b71a0d8,iOS,100.206.xx.xx (CT),M,2019-07-19,1992-02-14,0,2019-07-22,BRANCH,1.0,SMART_OTP,State servant,3008888.0,1,3008888.0,1,7028888.0,5,12028888.0,7,50278888.0,19,94289888.0,51,7277100.13,1797672.7074829931,147,0.16666666666666666,1,3758.0,0.12534387731023675,-1.1298982733008436,0.0,0.0,0.0,0.0,0.0,0,0.0
743240,68695,1,1.0,,,,,Topup,eWallet,2019-12-29,Sun,0,1,45000.0,NaN,73f9d9c23b71a0d8,iOS,67.59.xx.xx (CT),M,2019-07-19,1992-02-14,0,2019-07-22,BRANCH,1.0,SMART_OTP,State servant,45000.0,1,45000.0,1,5803888.0,4,9823888.0,8,50073888.0,20,97084888.0,54,7277100.13,1797672.7074829931,147,0.20833333333333334,1,3782.0,0.12534387731023675,-1.1298982733008436,0.0,0.0,0.0,0.0,0.0,0,0.0
1393165,68757,1,0.7005625367164612,,,,,Transfer,Outside_bank,2019-09-07,Sat,8,1,132385000.0,54308,2f858ed5eef0557a,iOS,139.69.xx.xx (HP),M,2019-09-07,1956-05-20,0,2019-09-07,BRANCH,0.0,SMS,Pensioner,132385000.0,1,132385000.0,1,132385000.0,1,132385000.0,1,132385000.0,1,132385000.0,1,268561.775,132385000.0,1,0.3333333333333333,1,999.0,0.0,-2.737555976910551,1.0,0.0,0.0,0.0,0.0,0,0.0
844403,68792,1,1.0,,,,,Payment,Credit_card_repayment,2019-08-13,Tue,16,2,38463012.0,NaN,b354b56c9a8f10fb,Android,109.21.xx.xx (TH),M,2019-07-02,1995-12-01,0,2019-07-02,BRANCH,0.0,SMART_OTP,Working,38463012.0,1,38463012.0,1,38463012.0,1,38463012.0,1,38463012.0,1,38463012.0,1,404.606,24322888.0,4,42.666666666666664,0,528.0,0.0,-0.9987308271758117,1.0,0.0,0.0,0.0,0.32002028985507247,0,0.0
844405,68792,1,0.742480993270874,,,,,Payment,Credit_card_repayment,2019-10-04,Fri,8,1,28615873.0,NaN,b354b56c9a8f10fb,Android,142.38.xx.xx (TH),M,2019-07-02,1995-12-01,0,2019-07-02,BRANCH,0.0,SMART_OTP,Working,28615873.0,1,28615873.0,1,28615873.0,1,28615873.0,1,28615873.0,1,28615873.0,1,404.606,24322888.0,4,51.666666666666664,0,1768.0,0.0,-0.9987308271758117,0.0,0.0,0.0,0.0,0.32002028985507247,0,0.0
844404,68792,1,0.9939067363739014,,,,,Payment,Credit_card_repayment,2019-12-03,Tue,8,1,16212667.0,NaN,b354b56c9a8f10fb,Android,24.60.xx.xx (TH),M,2019-07-02,1995-12-01,0,2019-07-02,BRANCH,0.0,SMART_OTP,Working,16212667.0,1,16212667.0,1,16212667.0,1,16212667.0,1,16212667.0,1,16212667.0,1,404.606,24322888.0,4,60.0,0,3208.0,0.0,-0.9987308271758117,0.0,0.0,0.0,0.0,0.32002028985507247,0,0.0
844406,68792,1,0.6433531045913696,,,,,Payment,Credit_card_repayment,2019-12-21,Sat,9,1,14000000.0,NaN,b354b56c9a8f10fb,Android,160.70.xx.xx (TH),M,2019-07-02,1995-12-01,0,2019-07-02,BRANCH,0.0,SMART_OTP,Working,14000000.0,1,14000000.0,1,14000000.0,1,14000000.0,1,14000000.0,1,30212667.0,2,404.606,24322888.0,4,18.041666666666668,0,3641.0,0.0,-0.9987308271758117,0.0,0.0,0.0,0.0,0.32002028985507247,0,0.0
288244,68822,1,0.551593542098999,,,,,Transfer,Outside_bank,2019-07-25,Thu,0,1,3680000.0,541150,b81e45fe039259a4,iOS,41.178.xx.xx (NA),F,2019-04-24,1996-06-13,0,2019-04-24,BRANCH,1.0,SMART_OTP,Commercial associate,3680000.0,1,3680000.0,1,3680000.0,1,3680000.0,1,10396000.0,7,16380000.0,12,35411786.601111114,1793997.355704698,149,3.4166666666666665,1,2198.0,0.08863665556967498,-1.307529266076278,0.0,0.0,0.0,0.0,0.0,0,0.0
288184,68822,1,0.6013036966323853,,,,,Transfer,Outside_bank,2019-09-04,Wed,1,1,3000000.0,237279,b81e45fe039259a4,iOS,207.123.xx.xx (NA),F,2019-04-24,1996-06-13,0,2019-04-24,BRANCH,1.0,SMART_OTP,Commercial associate,3000000.0,1,3000000.0,1,3000000.0,1,3000000.0,1,3098000.0,3,16132900.0,16,35411786.601111114,1793997.355704698,149,3.5,1,3183.0,0.08863665556967498,-1.307529266076278,0.0,0.0,0.0,0.0,0.0,0,0.0
288267,68822,1,1.0,,,,,Transfer,Outside_bank,2019-10-09,Wed,16,1,19000000.0,822955,b81e45fe039259a4,iOS,185.54.xx.xx (NA),F,2019-04-24,1996-06-13,0,2019-04-24,BRANCH,1.0,SMART_OTP,Commercial associate,19720000.0,2,19720000.0,2,20785000.0,3,20785000.0,3,27691000.0,7,50198000.0,24,35411786.601111114,1793997.355704698,149,0.0,2,4038.0,0.08863665556967498,-1.307529266076278,0.0,0.0,0.0,0.0,0.0,0,0.0
288269,68822,1,1.0,,,,,Transfer,Outside_bank,2019-11-11,Mon,19,1,31781000.0,961847,b81e45fe039259a4,iOS,138.41.xx.xx (NA),F,2019-04-24,1996-06-13,0,2019-04-24,BRANCH,1.0,SMART_OTP,Commercial associate,31781000.0,1,31781000.0,1,32814000.0,2,32814000.0,2,37550000.0,8,62500956.0,26,35411786.601111114,1793997.355704698,149,0.25,2,4833.0,0.08863665556967498,-1.307529266076278,0.0,0.0,0.0,0.0,0.0,0,0.0
288236,68822,1,1.0,,,,,Transfer,Outside_bank,2019-12-04,Wed,23,2,21900000.0,928137,b81e45fe039259a4,iOS,26.228.xx.xx (NA),F,2019-04-24,1996-06-13,0,2019-04-24,BRANCH,1.0,SMART_OTP,Commercial associate,21900000.0,1,21900000.0,1,21900000.0,1,23000000.0,2,24936000.0,5,80435000.0,28,35411786.601111114,1793997.355704698,149,1.3333333333333333,1,5389.0,0.08863665556967498,-1.307529266076278,0.0,0.0,0.0,0.0,0.0,0,0.0
1169407,68914,1,0.833229660987854,,,,,Transfer,Outside_bank,2019-10-25,Fri,21,1,7500000.0,117542,144ed1b931f13a08,iOS,73.200.xx.xx (TH),M,2019-07-23,1984-07-13,0,2019-07-23,BRANCH,1.0,SMART_OTP,State servant,7500000.0,1,7500000.0,1,7500000.0,1,7500000.0,1,7500000.0,1,7500000.0,1,2214195.35,47853491.22807018,57,94.875,1,0.0,0.0920937031246891,-1.0245183121964276,1.0,0.0,0.0,0.0,-0.11148333333333332,0,0.0
979665,69002,1,0.5703132748603821,,,,,Transfer,Within_bank,2019-09-05,Thu,13,1,752000.0,971470,e62d216094d93d0c,Android,57.225.xx.xx (CT),M,2019-08-28,1974-01-01,0,2019-08-29,BRANCH,0.0,SMS,Commercial associate,752000.0,1,752000.0,1,752000.0,1,752000.0,1,752000.0,1,752000.0,1,391.7425,10287206.896551725,29,7.541666666666667,1,170.0,0.0,-2.0855505659259266,1.0,0.0,0.0,0.0,0.0,0,0.0
1228203,69037,1,1.0,,,,,Transfer,Outside_bank,2019-10-19,Sat,8,1,3000000.0,508606,ea798438a07ce5a3,iOS,55.3.xx.xx (NA),F,2019-06-10,1986-10-06,0,2019-06-10,BRANCH,1.0,SMART_OTP,Working,3000000.0,1,3000000.0,1,3000000.0,1,3000000.0,1,3000000.0,1,3000000.0,1,136340.14333333334,3897500.0,4,131.33333333333334,1,0.0,0.0,-1.4280805524464042,1.0,0.0,0.0,0.0,0.0,0,0.0
1200107,69129,1,1.0,,,,,Transfer,Outside_bank,2019-11-06,Wed,20,1,50000000.0,122306,96d270be3c0c85e6,iOS,116.180.xx.xx (DN),M,2019-05-04,1981-08-27,0,2019-05-04,BRANCH,1.0,SMART_OTP,Working,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,7818722.495,50000000.0,3,186.83333333333334,1,4471.0,0.0,-1.5701206332983353,1.0,0.0,0.0,0.0,0.0,0,0.0
98270,69163,1,1.0,,,,,Payment,Credit_card_repayment,2019-05-06,Mon,16,1,82000000.0,NaN,90697d03228f3806,Android,154.84.xx.xx (HN),F,2019-01-21,1990-12-16,0,2019-02-20,BRANCH,0.0,SMART_OTP,Unemployed,82000000.0,1,82000000.0,1,82000000.0,1,82000000.0,1,82200000.0,2,111330000.0,13,18163045.4575,2943320.0,100,3.2083333333333335,0,1800.0,0.21168008061129312,-1.5394834087104028,0.0,0.0,0.0,0.0,0.3560376470588235,1,0.0
98258,69163,1,1.0,,,,,Payment,Credit_card_repayment,2019-10-09,Wed,15,1,19110000.0,NaN,90697d03228f3806,Android,204.174.xx.xx (HN),F,2019-01-21,1990-12-16,0,2019-02-20,BRANCH,0.0,SMART_OTP,Unemployed,19110000.0,1,19110000.0,1,19110000.0,1,19110000.0,1,20760000.0,3,42080000.0,14,18163045.4575,2943320.0,100,4.791666666666667,0,5543.0,0.21168008061129312,-1.5394834087104028,0.0,0.0,0.0,0.0,0.3560376470588235,0,0.0
242850,69197,1,0.7129444479942322,,,,,Transfer,Outside_bank,2019-04-18,Thu,0,2,850000.0,150533,7f3fdbc31319b12a,iOS,138.194.xx.xx (HN),F,2019-03-14,1996-09-26,0,2019-03-14,BRANCH,1.0,SMART_OTP,Working,850000.0,1,850000.0,1,850000.0,1,1400000.0,3,1430000.0,4,2320000.0,7,56698.88333333333,492488.2894736842,38,1.25,1,822.0,0.0,-0.9725630957385408,0.0,0.0,0.0,0.0,0.0,0,0.0
242829,69197,1,0.9558440446853638,,,,,Transfer,Outside_bank,2019-05-15,Wed,20,1,4739000.0,622757,7f3fdbc31319b12a,iOS,178.200.xx.xx (HN),F,2019-03-14,1996-09-26,0,2019-03-14,BRANCH,1.0,SMART_OTP,Working,4739000.0,1,4839000.0,2,5039000.0,3,5039000.0,3,5039000.0,3,7189000.0,15,56698.88333333333,492488.2894736842,38,0.08333333333333333,3,1490.0,0.0,-0.9725630957385408,0.0,0.0,0.0,0.0,0.0,0,0.0
242835,69197,1,0.7375107407569885,,,,,Transfer,Outside_bank,2019-05-16,Thu,7,2,4740000.0,119512,7f3fdbc31319b12a,iOS,121.153.xx.xx (HN),F,2019-03-14,1996-09-26,0,2019-03-14,BRANCH,1.0,SMART_OTP,Working,4880000.0,2,4880000.0,2,9919000.0,5,9919000.0,5,9919000.0,5,12069000.0,17,56698.88333333333,492488.2894736842,38,0.4583333333333333,4,1501.0,0.0,-0.9725630957385408,0.0,0.0,0.0,0.0,0.0,0,0.0
779665,69231,1,0.7412489652633667,,,,,Transfer,Outside_bank,2019-08-04,Sun,0,1,5000000.0,837584,f3ba70e546cfa89f,Android,232.4.xx.xx (DN),M,2019-05-18,1978-02-15,0,2019-05-18,BRANCH,1.0,SMS,Commercial associate,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5300000.0,2,5300000.0,2,2665390.6225,4323684.2105263155,19,4.416666666666667,1,1561.0,0.0,-1.2429831225178438,0.0,0.0,0.0,0.0,0.13075887620719934,0,0.0
779677,69231,1,1.0,,,,,Transfer,Outside_bank,2019-08-04,Sun,3,1,11700000.0,746668,f3ba70e546cfa89f,Android,118.161.xx.xx (DN),M,2019-05-18,1978-02-15,0,2019-05-18,BRANCH,1.0,SMS,Commercial associate,11700000.0,1,16700000.0,2,16700000.0,2,16700000.0,2,17000000.0,3,17000000.0,3,2665390.6225,4323684.2105263155,19,0.125,2,1564.0,0.0,-1.2429831225178438,0.0,0.0,0.0,0.0,0.13075887620719934,0,0.0
960299,69383,1,0.5761271715164185,,,,,Transfer,Within_bank,2019-08-20,Tue,0,1,600000.0,209678,d3e9b0c809259b59,Android,234.62.xx.xx (HCM),M,2019-03-08,1994-09-13,0,2019-03-08,BRANCH,1.0,SMART_OTP,Commercial associate,600000.0,1,600000.0,1,600000.0,1,1600000.0,2,1600000.0,2,6090000.0,7,5887402.843,1149213.945054945,91,1.3333333333333333,1,3800.0,0.32235167717862495,-1.0579580650294826,0.0,0.0,0.0,0.0,0.0,0,0.0
960307,69383,1,1.0,,,,,Transfer,Outside_bank,2019-10-01,Tue,12,1,16000000.0,81348,d3e9b0c809259b59,Android,205.5.xx.xx (HCM),M,2019-03-08,1994-09-13,0,2019-03-08,BRANCH,1.0,SMART_OTP,Commercial associate,16000000.0,1,16000000.0,1,16000000.0,1,16000000.0,1,16000000.0,1,18790000.0,7,5887402.843,1149213.945054945,91,12.0,1,4820.0,0.32235167717862495,-1.0579580650294826,0.0,0.0,0.0,0.0,0.0,0,0.0
960243,69383,1,0.7972255349159241,,,,,Transfer,Outside_bank,2019-11-08,Fri,0,1,1000000.0,607366,d3e9b0c809259b59,Android,59.218.xx.xx (HCM),M,2019-03-08,1994-09-13,0,2019-03-08,BRANCH,1.0,SMART_OTP,Commercial associate,1000000.0,1,1000000.0,1,1000000.0,1,1000000.0,1,1870000.0,6,11830000.0,17,5887402.843,1149213.945054945,91,3.5416666666666665,1,5720.0,0.32235167717862495,-1.0579580650294826,0.0,0.0,0.0,0.0,0.0,0,0.0
622619,69391,1,1.0,,,,,Transfer,Outside_bank,2019-12-13,Fri,17,2,42340000.0,282261,23be6a74fbbf1de8,Android,236.6.xx.xx (DN),F,2019-06-08,1997-11-29,0,2019-06-11,BRANCH,1.0,SMART_OTP,State servant,42340000.0,1,42340000.0,1,42340000.0,1,42340000.0,1,44340000.0,6,68965000.0,13,18232849.650000002,1605968.75,64,4.0,1,1562.0,0.19687293389856644,-1.5049663958041066,0.0,0.0,0.0,0.0,0.03983222506393863,0,0.0
441970,69476,1,1.0,,,,,Transfer,Outside_bank,2019-06-22,Sat,10,2,600000000.0,219488,e695c51328240a04,iOS,88.30.xx.xx (HCM),M,2019-04-29,1990-05-19,0,2019-04-29,BRANCH,1.0,SMS,Unemployed,600000000.0,1,600000000.0,1,650000000.0,2,650000000.0,2,650000000.0,2,874979000.0,13,147503705.79333332,50336222.222222224,18,0.875,2,1295.0,0.0,-1.3843278224320466,0.0,0.0,0.0,0.0,0.0,0,0.0
1404308,69578,1,0.5920080542564392,,,,,Transfer,Outside_bank,2019-06-25,Tue,11,1,100000000.0,804615,edbd4b8747f12040,Android,36.11.xx.xx (TH),M,2019-06-22,1976-10-22,0,2019-06-22,BRANCH,1.0,SMART_OTP,Working,100000000.0,1,100000000.0,1,100000000.0,1,100000000.0,1,100000000.0,1,100000000.0,1,21428307.235714287,288320000.0,5,3.4583333333333335,1,999.0,0.0,-2.161613952993011,1.0,0.0,0.0,0.0,0.38588253467843636,0,0.0
1404312,69578,1,1.0,,,,,Transfer,Outside_bank,2019-12-23,Mon,11,2,346600000.0,423315,edbd4b8747f12040,Android,82.88.xx.xx (TH),M,2019-06-22,1976-10-22,0,2019-06-22,BRANCH,1.0,SMART_OTP,Working,346600000.0,1,346600000.0,1,346600000.0,1,346600000.0,1,346600000.0,1,346600000.0,1,21428307.235714287,288320000.0,5,174.91666666666666,1,999.0,0.0,-2.161613952993011,0.0,0.0,0.0,0.0,0.38588253467843636,0,0.0
1356217,69701,1,1.0,,,,,Transfer,Outside_bank,2019-12-15,Sun,4,1,500000.0,422590,ff50c3be56965c71,iOS,34.149.xx.xx (BD),M,2019-05-23,1999-09-06,0,2019-07-05,MYbank,1.0,SMART_OTP,Working,500000.0,1,500000.0,1,1000000.0,2,1000000.0,2,2000000.0,3,2100000.0,4,409729.0883333333,329473.6842105263,19,0.6666666666666666,2,999.0,0.0,-1.0977418081655417,1.0,0.0,0.0,0.0,0.0,0,0.0
