CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
850,1,0.6244133114814758,"Flagged due to: long inactivity period (74.6 days since last transaction), and unusual combination of high transaction amount and long inactivity period (combined score: 74.48), and transaction amount covers 690.6x monthly average balance.","DAYS_SINCE_LAST_TRANS (+1.9676), DAYS_AMOUNT_COMBINED (+1.3680), BALANCE_COVERAGE_RATIO (+0.9837)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (-0.3957), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.3483), DAYS_SINCE_LAST_TRANS × DAYS_AMOUNT_COMBINED (+0.3307)","TRANS_AMOUNT: 30,000,000.00 -> 14,905.93 (-29,985,094.07)",Transfer,Outside_bank,2019-12-13,Fri,15,1,30000000.0,893473,Android,240.65.xx.xx (HCM),F,2019-09-30,1991-10-20,0,2019-09-30,BRANCH,1,SMART_OTP,State servant,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,43437.9875,30000000.0,1,74.625,1,0.0,LOGIN,0.0,0.0,0.0,-2.054342783442995
993,1,1.0,"Flagged due to: transaction amount is 23.0x higher than historical average, and unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 57.6x monthly average balance.","TRANS_AMOUNT_Z_SCORE (+2.5982), TRANS_LV2 (+1.9838), BALANCE_COVERAGE_RATIO (+1.4396)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4049), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+0.3713), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.3331)","TRANS_AMOUNT: 40,000,000.00 -> 3,694,419.86 (-36,305,580.14)",Payment,Credit_card_repayment,2019-09-10,Tue,14,1,40000000.0,NaN,Android,251.71.xx.xx (HCM),M,2019-03-15,1994-12-03,0,2019-06-10,BRANCH,0,SMART_OTP,Working,40100000.0,2,40100000.0,2,40100000.0,2,40100000.0,2,40100000.0,2,45226747.0,9,693916.224,1736383.142857143,42,0.0,0,311.0,LOGIN,0.4609928751068883,141.0,0.347124829462778,-1.2768835070351365
993,1,0.04736115038394928,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual behavior in feature 'TRANS_LV1' (value: 0.00), and transaction amount is 4.8x higher than 30-day average transaction size.","TRANS_LV2 (+1.8869), TRANS_LV1 (+0.9714), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.5029)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4617), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3547), BALANCE_COVERAGE_RATIO × TRANS_LV2 (-0.3282)","TRANS_AMOUNT: 3,500,000.00 -> 3,136,553.76 (-363,446.24)",Payment,Credit_card_repayment,2019-10-12,Sat,13,1,3500000.0,NaN,Android,239.22.xx.xx (HCM),M,2019-03-15,1994-12-03,0,2019-06-10,BRANCH,0,SMART_OTP,Working,3500000.0,1,3500000.0,1,6411095.0,2,6411095.0,2,6411095.0,2,10291095.0,14,693916.224,1736383.142857143,42,0.625,0,1078.0,LOGIN,0.3611110910493838,180.0,0.347124829462778,-1.2768835070351365
993,1,0.35981571674346924,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual combination of high transaction amount and long inactivity period (combined score: 49.94), and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.8282), DAYS_AMOUNT_COMBINED (+1.0128), TRANS_LV1 (+0.8871)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (+1.6622), BALANCE_COVERAGE_RATIO × TRANS_LV2 (-0.2808), TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.2175)","TRANS_AMOUNT: 3,227,620.00 -> 2,642,319.61 (-585,300.39)",Payment,Credit_card_repayment,2019-11-28,Thu,15,2,3227620.0,NaN,Android,54.137.xx.xx (HCM),M,2019-03-15,1994-12-03,0,2019-06-10,BRANCH,0,SMART_OTP,Working,3227620.0,1,3227620.0,1,3227620.0,1,3227620.0,1,3227620.0,1,3323620.0,2,693916.224,1736383.142857143,42,27.0,0,2208.0,LOGIN,0.3333333162393171,195.0,0.347124829462778,-1.2768835070351365
1026,1,0.08485106378793716,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 1.00), and sudden 24h spending volume spike relative to 7 days (ratio: 100.0%), and sudden 7d spending volume spike relative to 30 days (ratio: 85.9%).","TRANS_HOUR (+3.5891), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2776), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.2178)","TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.3903), TRANS_HOUR × VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.3538), TRANS_HOUR × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2830)",,Topup,Mobile,2019-10-11,Fri,1,1,100000.0,NaN,iOS,216.203.xx.xx (HN),F,2019-07-30,1999-03-03,0,2019-07-30,BRANCH,1,SMART_OTP,Working,100000.0,1,100000.0,1,4450000.0,3,4450000.0,3,4450000.0,3,5180000.0,7,185305.12333333332,468181.8181818182,22,0.25,2,1477.0,LOGIN,0.0,22.0,0.19420973557366913,-1.3610567888333036
1033,1,0.04827429726719856,"Flagged due to: transaction amount is 8.7x higher than historical average, and transaction amount covers 16.4x monthly average balance, and transaction amount is 5.0x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+1.7598), BALANCE_COVERAGE_RATIO (+0.6302), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.3056)","TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (-0.2791), BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.1810), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.1009)","TRANS_AMOUNT: 10,000,000.00 -> 9,532,289.51 (-467,710.49)",Transfer,Outside_bank,2019-07-25,Thu,9,1,10000000.0,186257,Web,178.33.xx.xx (HN),F,2019-02-20,1981-02-07,0,2019-02-20,BRANCH,1,SMART_OTP,Working,10550000.0,2,10550000.0,2,10550000.0,2,10550000.0,2,10550000.0,2,14050000.0,7,608001.1390909092,1148933.4347826086,69,14.875,1,2390.0,LOGIN_FINGER,0.48106058783861416,264.0,0.12603061643221852,-1.1316603329547126
1101,1,0.05265487730503082,"Flagged due to: transaction amount is 7.5x higher than historical average, and transaction amount covers 13.4x monthly average balance, and unusual combination of high transaction amount shortly after a security credential update (combined score: 153.18).","TRANS_AMOUNT_Z_SCORE (+1.7740), BALANCE_COVERAGE_RATIO (+0.6380), SEC_AMOUNT_COMBINED (+0.4613)","HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (+0.2758), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1644), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (-0.1586)","TRANS_AMOUNT: 99,000,000.00 -> 94,755,723.95 (-4,244,276.05)",Transfer,Within_bank,2019-09-03,Tue,10,1,99000000.0,595713,Android,111.33.xx.xx (DN),F,2019-03-05,1990-06-19,0,2019-03-12,BRANCH,1,SMART_OTP,Working,99000000.0,1,99000000.0,1,99000000.0,1,106650000.0,2,108150000.0,3,154595000.0,19,7364031.087777778,13236356.585798817,169,1.7083333333333333,1,4106.0,LOGIN,0.4911504207455566,226.0,0.03316413390985802,-1.2861392070344557
1101,1,0.10593253374099731,"Flagged due to: transaction amount is 10.2x higher than historical average, and transaction amount covers 18.4x monthly average balance, and unusual combination of high transaction amount shortly after a security credential update (combined score: 161.02).","TRANS_AMOUNT_Z_SCORE (+1.9497), BALANCE_COVERAGE_RATIO (+0.6398), SEC_AMOUNT_COMBINED (+0.5023)","HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (+0.2935), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1644), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (-0.1586)","TRANS_AMOUNT: 135,340,000.00 -> 94,755,785.88 (-40,584,214.12)",Transfer,Within_bank,2019-10-28,Mon,15,2,135340000.0,85511,Android,28.61.xx.xx (DN),F,2019-03-05,1990-06-19,0,2019-03-12,BRANCH,1,SMART_OTP,Working,135340000.0,1,135340000.0,1,135340000.0,1,135340000.0,1,143340000.0,2,203640000.0,19,7364031.087777778,13236356.585798817,169,3.0833333333333335,1,5431.0,LOGIN_FINGER,0.47435895915516163,312.0,0.03316413390985802,-1.2861392070344557
1129,1,0.06949390470981598,"Flagged due to: transaction amount is 9.8x higher than historical average, and unusual combination of high transaction amount shortly after a security credential update (combined score: 145.54), and transaction amount is 6.1x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+2.0172), SEC_AMOUNT_COMBINED (+0.5289), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.3771)","TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.1663), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (-0.1586), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1398)","TRANS_AMOUNT: 50,000,000.00 -> 46,220,064.16 (-3,779,935.84)",Transfer,Outside_bank,2019-10-24,Thu,15,1,50000000.0,560021,Android,186.130.xx.xx (HN),M,2019-05-15,1985-09-05,1,2019-05-15,BRANCH,1,SMS,Working,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,52000000.0,2,66106291.0,8,6751559.827500001,5118926.484848484,66,2.875,1,3676.0,LOGIN,0.0,68.0,0.09307547650272915,-1.1271101421002458
1149,1,0.3734338879585266,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual behavior in feature 'TRANS_LV1' (value: 0.00), and transaction amount covers 24.8x monthly average balance.","TRANS_LV2 (+1.8663), TRANS_LV1 (+0.9948), BALANCE_COVERAGE_RATIO (+0.9378)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.2818), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.1607), TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (-0.1385)","TRANS_AMOUNT: 37,000,000.00 -> 21,030.43 (-36,978,969.57)",Payment,Credit_card_repayment,2019-06-12,Wed,21,1,37000000.0,NaN,Android,214.153.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,37000000.0,1,37000000.0,1,37000000.0,1,37000000.0,1,37000000.0,1,37000000.0,1,1492431.96125,70275347.51773049,141,13.875,0,320.0,LOGIN,0.0,3.0,0.043763912950767064,-0.8376228017000888
1149,1,0.05161943659186363,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual behavior in feature 'TRANS_LV1' (value: 0.00), and transaction amount covers 13.4x monthly average balance.","TRANS_LV2 (+1.5571), TRANS_LV1 (+0.9411), BALANCE_COVERAGE_RATIO (+0.6648)","TRANS_AMOUNT_VS_30D_AVG_RATIO × TRANS_LV2 (-0.3936), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.1964), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.1793)","TRANS_AMOUNT: 20,000,000.00 -> 13,375,072.48 (-6,624,927.52)",Payment,Credit_card_repayment,2019-06-22,Sat,16,1,20000000.0,NaN,Android,47.202.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,20000000.0,1,20000000.0,1,20000000.0,1,20000000.0,1,20000000.0,1,57000000.0,2,1492431.96125,70275347.51773049,141,9.791666666666666,0,555.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.06066488102078438,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual behavior in feature 'TRANS_LV1' (value: 0.00), and transaction amount covers 19.8x monthly average balance.","TRANS_LV2 (+1.7445), TRANS_LV1 (+0.9822), BALANCE_COVERAGE_RATIO (+0.7036)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4041), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.2332), TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (-0.1403)","TRANS_AMOUNT: 29,500,000.00 -> 28,385,720.73 (-1,114,279.27)",Payment,Credit_card_repayment,2019-06-22,Sat,19,1,29500000.0,NaN,Android,161.168.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,29500000.0,1,49500000.0,2,49500000.0,2,49500000.0,2,49500000.0,2,86500000.0,3,1492431.96125,70275347.51773049,141,0.125,0,558.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.07054852694272995,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 56.6x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.7654), BALANCE_COVERAGE_RATIO (+1.1017), TRANS_LV1 (+0.8539)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4032), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2710), TRANS_AMOUNT_VS_30D_AVG_RATIO × TRANS_LV2 (+0.2530)","TRANS_AMOUNT: 84,400,000.00 -> 50,218,264.01 (-34,181,735.99)",Payment,Credit_card_repayment,2019-06-24,Mon,15,1,84400000.0,NaN,Android,249.239.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,84400000.0,1,105400000.0,2,105400000.0,2,154900000.0,4,154900000.0,4,191900000.0,5,1492431.96125,70275347.51773049,141,0.08333333333333333,0,602.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.09005001932382584,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 63.7x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.7009), BALANCE_COVERAGE_RATIO (+1.4284), TRANS_LV1 (+0.8532)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4032), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2514), TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (-0.1556)","TRANS_AMOUNT: 95,000,000.00 -> 38,380,117.42 (-56,619,882.58)",Payment,Credit_card_repayment,2019-06-24,Mon,16,3,95000000.0,NaN,Android,205.48.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,179400000.0,2,200400000.0,3,200400000.0,3,249900000.0,5,249900000.0,5,286900000.0,6,1492431.96125,70275347.51773049,141,0.041666666666666664,0,603.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.08523230254650116,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 40.2x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.8025), BALANCE_COVERAGE_RATIO (+0.9805), TRANS_LV1 (+0.9138)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4032), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2737), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.1607)","TRANS_AMOUNT: 60,000,000.00 -> 45,845,203.40 (-14,154,796.60)",Payment,Credit_card_repayment,2019-06-24,Mon,20,2,60000000.0,NaN,Android,122.56.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,60000000.0,1,95000000.0,2,295400000.0,5,295400000.0,5,344900000.0,7,381900000.0,8,1492431.96125,70275347.51773049,141,0.08333333333333333,0,607.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.6360959410667419,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 118.5x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.1811), BALANCE_COVERAGE_RATIO (+1.7414), TRANS_LV1 (+0.9333)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4766), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3547), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.2925)","TRANS_AMOUNT: 176,800,000.00 -> 44,744,440.46 (-132,055,559.54)",Payment,Credit_card_repayment,2019-06-25,Tue,14,5,176800000.0,NaN,Android,34.96.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,176800000.0,1,176800000.0,1,473200000.0,6,494200000.0,7,543700000.0,9,580700000.0,10,1492431.96125,70275347.51773049,141,0.6666666666666666,0,625.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.15707890689373016,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 67.0x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.8025), BALANCE_COVERAGE_RATIO (+1.4342), TRANS_LV1 (+0.9186)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4032), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2541), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.1607)","TRANS_AMOUNT: 100,000,000.00 -> 57,899,189.00 (-42,100,811.00)",Payment,Credit_card_repayment,2019-06-25,Tue,15,1,100000000.0,NaN,Android,113.188.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,276800000.0,2,276800000.0,2,573200000.0,7,594200000.0,8,643700000.0,10,680700000.0,11,1492431.96125,70275347.51773049,141,0.041666666666666664,0,626.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.08050215244293213,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 43.9x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.5633), BALANCE_COVERAGE_RATIO (+1.0520), TRANS_LV1 (+0.9583)","VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.4131), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.2827), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.2125)","TRANS_AMOUNT: 65,500,000.00 -> 61,701,337.81 (-3,798,662.19)",Payment,Credit_card_repayment,2019-07-02,Tue,13,1,65500000.0,NaN,Android,201.121.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,65500000.0,1,65500000.0,1,65500000.0,1,65500000.0,1,342300000.0,3,746200000.0,12,1492431.96125,70275347.51773049,141,6.916666666666667,0,792.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.6488598585128784,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 131.6x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.1231), BALANCE_COVERAGE_RATIO (+1.8309), TRANS_LV1 (+1.0575)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4766), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3335)","TRANS_AMOUNT: 196,442,000.00 -> 59,305,634.77 (-137,136,365.23)",Payment,Credit_card_repayment,2019-07-03,Wed,13,2,196442000.0,NaN,Android,241.89.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,196442000.0,1,196442000.0,1,288942000.0,3,288942000.0,3,288942000.0,3,969642000.0,14,1492431.96125,70275347.51773049,141,0.875,0,816.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.14294056594371796,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 100.5x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.8166), BALANCE_COVERAGE_RATIO (+1.5604), TRANS_LV1 (+0.9186)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4463), VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.4131), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556)","TRANS_AMOUNT: 150,000,000.00 -> 106,940,603.26 (-43,059,396.74)",Payment,Credit_card_repayment,2019-07-04,Thu,19,1,150000000.0,NaN,Android,182.188.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,150000000.0,1,150000000.0,1,150000000.0,1,392542000.0,3,485042000.0,5,1165742000.0,16,1492431.96125,70275347.51773049,141,1.2083333333333333,0,846.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.051901839673519135,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 71.4x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.6290), BALANCE_COVERAGE_RATIO (+1.3839), TRANS_LV1 (+0.9183)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4041), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2393), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.2125)","TRANS_AMOUNT: 106,500,000.00 -> 90,250,608.44 (-16,249,391.56)",Payment,Credit_card_repayment,2019-07-04,Thu,22,1,106500000.0,NaN,Android,91.99.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,106500000.0,1,256500000.0,2,256500000.0,2,499042000.0,4,591542000.0,6,1272242000.0,17,1492431.96125,70275347.51773049,141,0.125,0,849.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.11621791869401932,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 39.5x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.5571), BALANCE_COVERAGE_RATIO (+1.1231), TRANS_LV1 (+0.9364)","TRANS_AMOUNT_VS_30D_AVG_RATIO × TRANS_LV2 (-0.3936), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.1964), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.1793)","TRANS_AMOUNT: 59,000,000.00 -> 13,375,064.85 (-45,624,935.15)",Payment,Credit_card_repayment,2019-07-16,Tue,16,1,59000000.0,NaN,Android,147.108.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,59000000.0,1,59000000.0,1,59000000.0,1,59000000.0,1,59000000.0,1,1408842000.0,19,1492431.96125,70275347.51773049,141,10.958333333333334,0,1131.0,LOGIN,0.0,7.0,0.043763912950767064,-0.8376228017000888
1149,1,0.8261628150939941,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 109.2x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.1788), BALANCE_COVERAGE_RATIO (+1.8504), TRANS_LV1 (+1.0851)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4784), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.2590), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.2342)","TRANS_AMOUNT: 163,000,000.00 -> 18,047,307.97 (-144,952,692.03)",Payment,Credit_card_repayment,2019-08-01,Thu,19,1,163000000.0,NaN,Android,72.253.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,163000000.0,1,163000000.0,1,163000000.0,1,163000000.0,1,163000000.0,1,1321594000.0,23,1492431.96125,70275347.51773049,141,7.041666666666667,0,1518.0,LOGIN,0.0,21.0,0.043763912950767064,-0.8376228017000888
1149,1,1.0,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 186.6x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.0669), BALANCE_COVERAGE_RATIO (+1.7931), TRANS_LV1 (+1.0850)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5294), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.4191), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556)","TRANS_AMOUNT: 278,560,000.00 -> 90,250,617.68 (-188,309,382.32)",Payment,Credit_card_repayment,2019-08-03,Sat,15,2,278560000.0,NaN,Android,214.207.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,278560000.0,1,278560000.0,1,403360000.0,3,596360000.0,5,596360000.0,5,1512412000.0,25,1492431.96125,70275347.51773049,141,0.20833333333333334,0,1562.0,LOGIN,0.0,25.0,0.043763912950767064,-0.8376228017000888
1149,1,0.8342642188072205,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 83.6x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.1739), BALANCE_COVERAGE_RATIO (+1.7599), TRANS_LV1 (+1.0466)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4635), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.2590), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.2342)","TRANS_AMOUNT: 124,700,000.00 -> 13,375,053.02 (-111,324,946.98)",Payment,Credit_card_repayment,2019-08-14,Wed,15,2,124700000.0,NaN,Android,190.35.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,124700000.0,1,124700000.0,1,124700000.0,1,124700000.0,1,124700000.0,1,1373512000.0,24,1492431.96125,70275347.51773049,141,9.166666666666666,0,1826.0,LOGIN,0.0,28.0,0.043763912950767064,-0.8376228017000888
