TRANSACTION_ID,CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
1391920,317,1,1.0,"Flagged due to: transaction amount covers 47.7x monthly average balance, and unusual combination of high transaction amount and long inactivity period (combined score: 49.56), and transaction amount leading digits deviation from Benford's Law (score: 1.0020).","BALANCE_COVERAGE_RATIO (+2.2257), DAYS_AMOUNT_COMBINED (+1.6661), BENFORD_DEV (+1.1523)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.5184), BENFORD_DEV × DAYS_AMOUNT_COMBINED (+0.4125), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2225)","TRANS_AMOUNT: 1,800,000.00 -> 417,367.17 (-1,382,632.83)",Payment,Credit_card_repayment,2019-08-24,Sat,12,1,1800000.0,NaN,Android,58.10.xx.xx (HN),F,2019-04-22,1982-09-03,0,2019-04-23,BRANCH,0,SMART_OTP,Working,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,1800000.0,1,37697.706666666665,2105881.5714285714,7,30.208333333333332,0,2954.0,LOGIN,0.12499992187504883,16.0,1.001997935597524,-1.0845402446682986
1391918,317,1,1.0,"Flagged due to: transaction amount covers 53.1x monthly average balance, and unusual combination of high transaction amount and long inactivity period (combined score: 50.86), and transaction amount leading digits deviation from Benford's Law (score: 1.0020).","BALANCE_COVERAGE_RATIO (+2.2059), DAYS_AMOUNT_COMBINED (+1.6661), BENFORD_DEV (+1.3127)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.5184), BENFORD_DEV × DAYS_AMOUNT_COMBINED (+0.4125), HOURS_SINCE_SEC_EVENT × BENFORD_DEV (+0.2337)","TRANS_AMOUNT: 2,000,000.00 -> 312,414.17 (-1,687,585.83)",Payment,Credit_card_repayment,2019-09-25,Wed,19,1,2000000.0,NaN,Android,79.143.xx.xx (HN),F,2019-04-22,1982-09-03,0,2019-04-23,BRANCH,0,SMART_OTP,Working,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,37697.706666666665,2105881.5714285714,7,32.291666666666664,0,3729.0,LOGIN,0.11111104938275035,18.0,1.001997935597524,-1.0845402446682986
1391919,317,1,1.0,"Flagged due to: transaction amount covers 58.1x monthly average balance, and unusual combination of high transaction amount and long inactivity period (combined score: 49.49), and transaction amount leading digits deviation from Benford's Law (score: 1.0020).","BALANCE_COVERAGE_RATIO (+2.1948), DAYS_AMOUNT_COMBINED (+1.7014), BENFORD_DEV (+1.3616)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.5184), BENFORD_DEV × DAYS_AMOUNT_COMBINED (+0.4125), HOURS_SINCE_SEC_EVENT × BENFORD_DEV (+0.3722)","TRANS_AMOUNT: 2,191,171.00 -> 417,366.40 (-1,773,804.60)",Payment,Credit_card_repayment,2019-10-24,Thu,11,1,2191171.0,NaN,Android,149.180.xx.xx (HN),F,2019-04-22,1982-09-03,0,2019-04-23,BRANCH,0,SMART_OTP,Working,2191171.0,1,2191171.0,1,2191171.0,1,2191171.0,1,2191171.0,1,4191171.0,2,37697.706666666665,2105881.5714285714,7,28.666666666666668,0,4417.0,LOGIN,0.08695648393196351,23.0,1.001997935597524,-1.0845402446682986
1391923,317,1,1.0,"Flagged due to: transaction amount covers 78.3x monthly average balance, and unusual combination of high transaction amount and long inactivity period (combined score: 51.57), and transaction amount leading digits deviation from Benford's Law (score: 1.0020).","BALANCE_COVERAGE_RATIO (+2.2271), DAYS_AMOUNT_COMBINED (+1.6910), BENFORD_DEV (+1.4133)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.5184), HOURS_SINCE_SEC_EVENT × BENFORD_DEV (+0.4485), BENFORD_DEV × DAYS_AMOUNT_COMBINED (+0.4125)","TRANS_AMOUNT: 2,950,000.00 -> 124,751.90 (-2,825,248.10)",Payment,Credit_card_repayment,2019-11-24,Sun,8,1,2950000.0,NaN,Android,95.234.xx.xx (HN),F,2019-04-22,1982-09-03,0,2019-04-23,BRANCH,0,SMART_OTP,Working,2950000.0,1,2950000.0,1,2950000.0,1,2950000.0,1,2950000.0,1,2950000.0,1,37697.706666666665,2105881.5714285714,7,30.875,0,5158.0,LOGIN,0.06451610822061025,31.0,1.001997935597524,-1.0845402446682986
1391922,317,1,1.0,"Flagged due to: transaction amount covers 69.0x monthly average balance, and unusual combination of high transaction amount and long inactivity period (combined score: 51.36), and transaction amount leading digits deviation from Benford's Law (score: 1.0020).","BALANCE_COVERAGE_RATIO (+2.1388), DAYS_AMOUNT_COMBINED (+1.7155), BENFORD_DEV (+1.3515)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.5184), HOURS_SINCE_SEC_EVENT × BENFORD_DEV (+0.3859), BENFORD_DEV × DAYS_AMOUNT_COMBINED (+0.3623)","TRANS_AMOUNT: 2,600,000.00 -> 121,396.45 (-2,478,603.55)",Payment,Credit_card_repayment,2019-12-25,Wed,17,1,2600000.0,NaN,Android,10.104.xx.xx (HP),F,2019-04-22,1982-09-03,0,2019-04-23,BRANCH,0,SMART_OTP,Working,2600000.0,1,2600000.0,1,2600000.0,1,2600000.0,1,2600000.0,1,2600000.0,1,37697.706666666665,2105881.5714285714,7,31.375,0,5911.0,LOGIN,0.05263156509695655,38.0,1.001997935597524,-1.0845402446682986
90144,331,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 60.68), and improbable sequential activity transition pattern (score: -2.509), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.2404), ACTIVITY_SEQ_RARITY (+1.0908), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4473)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (-0.2055), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1897), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1363)","TRANS_AMOUNT: 12,000,000.00 -> 6,334,304.81 (-5,665,695.19)",Transfer,Outside_bank,2019-03-06,Wed,9,2,12000000.0,63398,iOS,196.198.xx.xx (HCM),M,2019-01-16,1992-01-07,0,2019-01-25,BRANCH,1,SMS,Unemployed,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,3490298.725,6480000.0,3,40.375,1,0.0,LOGIN,0.0,0.0,0.0,-2.5092054678419475
899925,386,1,0.9692725539207458,"Flagged due to: transaction amount is 22.6x higher than historical average, and transaction amount is 13.7x higher than 30-day average transaction size, and transaction amount covers 3.3x monthly average balance.","TRANS_AMOUNT_Z_SCORE (+2.9107), TRANS_AMOUNT_VS_30D_AVG_RATIO (+1.1135), BALANCE_COVERAGE_RATIO (+0.5716)","TRANS_AMOUNT_Z_SCORE × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.4795), VELOCITY_RATIO_AMOUNT_7D_VS_30D × TRANS_AMOUNT_VS_30D_AVG_RATIO (-0.3874), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.2357)","TRANS_AMOUNT: 380,000,000.00 -> 228,751,754.76 (-151,248,245.24)",Transfer,Within_bank,2019-10-21,Mon,9,1,380000000.0,456015,Android,40.87.xx.xx (HCM),F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,Working,380000000.0,1,380000000.0,1,380550000.0,2,380550000.0,2,383615000.0,5,416432414.0,15,114440623.53400001,16809085.8,70,0.6666666666666666,2,1670.0,LOGIN,0.0,41.0,0.061351446143111873,-1.0341287827195147
1182733,470,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 74.95), and transaction amount covers 13.6x monthly average balance, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+3.2440), BALANCE_COVERAGE_RATIO (+0.7150), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4637)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.1812), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1627), HIST_BIOMETRIC_RATIO × DAYS_AMOUNT_COMBINED (-0.1159)","TRANS_AMOUNT: 50,000,000.00 -> 9,700,202.94 (-40,299,797.06)",Transfer,Outside_bank,2019-05-08,Wed,14,1,50000000.0,69129,Android,204.70.xx.xx (HN),M,2019-02-14,1985-08-23,0,2019-03-02,BRANCH,0,SMS,State servant,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,3666343.766363636,12919000.0,18,67.58333333333333,1,1612.0,LOGIN,0.4891304081994343,184.0,0.4989169656755756,-0.795191579133574
1182730,470,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 68.15), and long inactivity period (82.0 days since last transaction), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+3.3946), DAYS_SINCE_LAST_TRANS (+1.1852), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.5509)","TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2125), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (+0.1776), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1622)","TRANS_AMOUNT: 5,000,000.00 -> 884,480.48 (-4,115,519.52)",Transfer,Outside_bank,2019-10-05,Sat,10,1,5000000.0,379135,Android,127.130.xx.xx (HN),M,2019-02-14,1985-08-23,0,2019-03-02,BRANCH,0,SMS,State servant,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,3666343.766363636,12919000.0,18,81.95833333333333,1,5208.0,LOGIN_FINGER,0.4830339224943329,501.0,0.4989169656755756,-0.795191579133574
989774,471,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 71.35), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%), and transaction amount covers 4.1x monthly average balance.","DAYS_AMOUNT_COMBINED (+3.3902), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4883), BALANCE_COVERAGE_RATIO (+0.2726)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.1877), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1769), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1604)","TRANS_AMOUNT: 150,000,000.00 -> 62,317,800.52 (-87,682,199.48)",Transfer,Within_bank,2019-07-18,Thu,6,2,150000000.0,483817,iOS,223.82.xx.xx (HCM),F,2019-06-05,1981-09-08,0,2019-06-05,BRANCH,1,SMS,State servant,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,150000000.0,1,36690057.17285714,69960000.0,10,43.25,1,993.0,LOGIN,0.0,0.0,0.44221233555637046,-1.0106583811507186
646922,482,1,0.7827973961830139,"Flagged due to: transaction amount is 10.6x higher than historical average, and transaction amount covers 5.5x monthly average balance, and transaction amount is 5.1x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+2.8510), BALANCE_COVERAGE_RATIO (+0.8726), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.4190)","TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.4563), TRANS_AMOUNT_Z_SCORE × TRANS_AMOUNT_VS_30D_AVG_RATIO (-0.2718), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.2224)","TRANS_AMOUNT: 11,251,000.00 -> 10,355,105.48 (-895,894.52)",Transfer,Outside_bank,2019-10-05,Sat,11,3,11251000.0,897753,Android,194.101.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1,SMART_OTP,Working,11451000.0,2,11451000.0,2,11451000.0,2,11451000.0,2,12451000.0,3,37282000.0,17,2043493.01,1063369.5988023952,167,3.75,1,2659.0,LOGIN,0.11494251552384879,87.0,0.2149680305747076,-1.3216419008590108
1072748,484,1,0.9104346632957458,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 0.00), and long inactivity period (7.2 days since last transaction), and sudden 24h spending volume spike relative to 7 days (ratio: 100.0%).","TRANS_HOUR (+4.1596), DAYS_SINCE_LAST_TRANS (+0.2806), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2727)","TRANS_HOUR × DAYS_SINCE_LAST_TRANS (+0.3638), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.2671), TRANS_HOUR × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2661)",,Transfer,Outside_bank,2019-08-29,Thu,0,1,2000000.0,191343,Android,188.32.xx.xx (NA),M,2019-06-24,1993-10-11,0,2019-06-25,BRANCH,1,SMART_OTP,Working,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,4541000.0,4,8056499.062857143,4645096.153846154,104,7.208333333333333,1,999.0,LOGIN,0.49999989130437145,46.0,0.19655106327844615,-1.166028856773688
1349322,504,1,0.6252903342247009,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 66.90), and long inactivity period (109.4 days since last transaction), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.2440), DAYS_SINCE_LAST_TRANS (+1.4476), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4182)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (+0.2275), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2036), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1346)","TRANS_AMOUNT: 1,500,000.00 -> 686,123.37 (-813,876.63)",Transfer,Outside_bank,2019-06-17,Mon,10,1,1500000.0,36573,iOS,78.114.xx.xx (DN),M,2019-01-30,1983-05-12,0,2019-02-28,BRANCH,0,SMS,Working,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,948027.7991666667,1500000.0,1,109.41666666666667,1,2610.0,LOGIN,0.0,4.0,0.0,-0.9526807352979791
1304008,615,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 70.27), and long inactivity period (108.8 days since last transaction), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+3.4164), DAYS_SINCE_LAST_TRANS (+1.4649), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4857)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (+0.2969), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2057), VELOCITY_RATIO_AMOUNT_7D_VS_30D × DAYS_AMOUNT_COMBINED (+0.1155)","TRANS_AMOUNT: 3,125,000.00 -> 1,318,976.28 (-1,806,023.72)",Transfer,Outside_bank,2019-10-28,Mon,19,1,3125000.0,85968,Android,135.165.xx.xx (HN),F,2019-07-12,1994-11-24,0,2019-07-12,BRANCH,1,SMART_OTP,Working,3125000.0,1,3125000.0,1,3125000.0,1,3125000.0,1,3125000.0,1,3125000.0,1,1738366.7566666666,1249021.2916666667,24,108.79166666666667,1,999.0,LOGIN,0.0,16.0,0.19221788691458602,-1.215422611949282
1051280,617,1,0.9760460257530212,"Flagged due to: transaction amount is 15.5x higher than historical average, and transaction amount covers 13.2x monthly average balance, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","TRANS_AMOUNT_Z_SCORE (+2.6976), BALANCE_COVERAGE_RATIO (+1.1405), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4252)","TRANS_AMOUNT_Z_SCORE × TRANS_AMOUNT_VS_30D_AVG_RATIO (-0.4959), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.4501), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.2171)","TRANS_AMOUNT: 10,000,000.00 -> 6,285,076.14 (-3,714,923.86)",Transfer,Within_bank,2019-11-04,Mon,19,1,10000000.0,792156,iOS,36.98.xx.xx (HCM),M,2019-05-14,1991-11-04,0,2019-06-03,MYbank,1,SMS,Commercial associate,10000000.0,1,10000000.0,1,10190000.0,2,10190000.0,2,10420000.0,3,10420000.0,3,759126.4185714286,645416.6666666666,24,0.9583333333333334,2,3670.0,LOGIN,0.199999960000008,50.0,0.4009387427589749,-1.2187946516613175
1086929,635,1,1.0,"Flagged due to: transaction amount is 11.5x higher than historical average, and transaction amount is 8.7x higher than 30-day average transaction size, and transaction amount covers 5.8x monthly average balance.","TRANS_AMOUNT_Z_SCORE (+3.2052), TRANS_AMOUNT_VS_30D_AVG_RATIO (+1.2086), BALANCE_COVERAGE_RATIO (+0.9204)","TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.4226), TRANS_AMOUNT_Z_SCORE × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.3906), VELOCITY_RATIO_AMOUNT_7D_VS_30D × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.2651)","TRANS_AMOUNT: 4,140,000.00 -> 2,944,145.91 (-1,195,854.09)",Transfer,Outside_bank,2019-12-07,Sat,16,2,4140000.0,937837,Android,72.5.xx.xx (DN),M,2019-09-25,2000-08-25,0,2019-10-08,BRANCH,1,SMART_OTP,Commercial associate,4140000.0,1,4140000.0,1,4140000.0,1,4880000.0,6,4880000.0,6,7576000.0,16,708308.2566666667,360930.23255813954,43,1.0833333333333333,1,1433.0,LOGIN,0.48557689973187984,208.0,0.20172437179875902,-1.0823620743416151
1034973,640,1,1.0,"Flagged due to: transaction amount is 14.9x higher than historical average, and transaction amount covers 15.2x monthly average balance, and transaction amount is 8.1x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+3.1332), BALANCE_COVERAGE_RATIO (+1.1315), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.9174)","VELOCITY_RATIO_AMOUNT_7D_VS_30D × TRANS_AMOUNT_VS_30D_AVG_RATIO (-0.4357), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.4145), TRANS_AMOUNT_Z_SCORE × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.3893)","TRANS_AMOUNT: 20,150,000.00 -> 11,066,419.60 (-9,083,580.40)",Transfer,Outside_bank,2019-11-12,Tue,10,1,20150000.0,687495,iOS,226.6.xx.xx (HCM),M,2019-04-26,1990-07-09,0,2019-06-03,BRANCH,1,SMS,Working,20150000.0,1,20150000.0,1,20150000.0,1,20150000.0,1,24205000.0,7,24725000.0,10,1329118.49875,1356661.0169491526,59,2.9583333333333335,1,3888.0,LOGIN_FINGER,0.4425287101994994,174.0,0.36760838353631675,-1.1317807288531814
1415879,755,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 66.56), and improbable sequential activity transition pattern (score: -2.172), and long inactivity period (91.8 days since last transaction).","DAYS_AMOUNT_COMBINED (+2.3166), ACTIVITY_SEQ_RARITY (+0.9975), DAYS_SINCE_LAST_TRANS (+0.5693)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.7562), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1941), DAYS_SINCE_LAST_TRANS × ACTIVITY_SEQ_RARITY (-0.1932)","TRANS_AMOUNT: 2,400,000.00 -> 53,528.59 (-2,346,471.41)",Transfer,Outside_bank,2019-11-15,Fri,10,1,2400000.0,299894,iOS,51.234.xx.xx (DN),M,2019-01-29,1964-04-13,0,2019-08-15,BRANCH,0,SMART_OTP,Pensioner,2400000.0,1,2400000.0,1,2400000.0,1,2400000.0,1,2400000.0,1,2400000.0,1,228209.50416666665,2450000.0,2,91.79166666666667,1,0.0,LOGIN,0.0,1.0,0.0,-2.172453964726062
1365085,777,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 65.01), and transaction amount covers 46.6x monthly average balance, and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+2.5315), BALANCE_COVERAGE_RATIO (+2.0993), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4308)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.5018), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.2328), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2145)","TRANS_AMOUNT: 5,000,000.00 -> 2,053,842.54 (-2,946,157.46)",Transfer,Outside_bank,2019-08-10,Sat,16,1,5000000.0,532427,iOS,236.195.xx.xx (CT),F,2019-06-05,1984-05-16,0,2019-06-05,BRANCH,0,SMART_OTP,Working,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,107206.71666666667,8500000.0,2,66.66666666666667,1,1578.0,LOGIN,0.0,3.0,0.0,-0.9581408352170221
1365084,777,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 70.09), and transaction amount covers 111.9x monthly average balance, and long inactivity period (72.7 days since last transaction).","DAYS_AMOUNT_COMBINED (+3.5757), BALANCE_COVERAGE_RATIO (+2.5071), DAYS_SINCE_LAST_TRANS (+0.6129)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.8644), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.2127), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1990)","TRANS_AMOUNT: 12,000,000.00 -> 2,053,836.82 (-9,946,163.18)",Transfer,Outside_bank,2019-10-22,Tue,9,1,12000000.0,452974,iOS,219.200.xx.xx (BD),F,2019-06-05,1984-05-16,0,2019-06-05,BRANCH,0,SMART_OTP,Working,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,107206.71666666667,8500000.0,2,72.70833333333333,1,3323.0,LOGIN,0.0,13.0,0.0,-0.9581408352170221
1376318,806,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 60.75), and transaction amount covers 19.0x monthly average balance, and long inactivity period (61.7 days since last transaction).","DAYS_AMOUNT_COMBINED (+2.3813), BALANCE_COVERAGE_RATIO (+0.7926), DAYS_SINCE_LAST_TRANS (+0.4307)","TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1941), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.1812), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1780)","TRANS_AMOUNT: 2,379,665.00 -> 997,328.49 (-1,382,336.51)",Payment,Credit_card_repayment,2019-11-26,Tue,16,1,2379665.0,NaN,iOS,141.125.xx.xx (DN),M,2019-01-10,1993-01-15,0,2019-09-26,AUTO-JOB,0,SMART_OTP,Businessman,2379665.0,1,2379665.0,1,2379665.0,1,2379665.0,1,2379665.0,1,2379665.0,1,125165.795,4261332.5,2,61.666666666666664,0,0.0,LOGIN,0.4499997750001125,20.0,0.0,-1.303704609216112
1376319,806,1,0.7394832968711853,"Flagged due to: transaction amount covers 49.1x monthly average balance, and unusual combination of high transaction amount and long inactivity period (combined score: 53.05), and unusual behavior in feature 'HIST_BIOMETRIC_RATIO' (value: 0.44).","BALANCE_COVERAGE_RATIO (+2.3039), DAYS_AMOUNT_COMBINED (+1.4367), HIST_BIOMETRIC_RATIO (+0.2364)","BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.4732), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1723), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.1650)","TRANS_AMOUNT: 6,143,000.00 -> 5,825,713.76 (-317,286.24)",Payment,Credit_card_repayment,2019-12-25,Wed,11,1,6143000.0,NaN,iOS,108.156.xx.xx (TH),M,2019-01-10,1993-01-15,0,2019-09-26,AUTO-JOB,0,SMART_OTP,Businessman,6143000.0,1,6143000.0,1,6143000.0,1,6143000.0,1,6143000.0,1,8522665.0,2,125165.795,4261332.5,2,28.791666666666668,0,691.0,LOGIN,0.4399998240000704,25.0,0.0,-1.303704609216112
1400856,850,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 74.48), and transaction amount covers 690.6x monthly average balance, and improbable sequential activity transition pattern (score: -2.054).","DAYS_AMOUNT_COMBINED (+3.5818), BALANCE_COVERAGE_RATIO (+2.5118), ACTIVITY_SEQ_RARITY (+0.9405)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.8511), TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (+0.2232), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.1935)","TRANS_AMOUNT: 30,000,000.00 -> 89,578.63 (-29,910,421.37)",Transfer,Outside_bank,2019-12-13,Fri,15,1,30000000.0,893473,Android,240.65.xx.xx (HCM),F,2019-09-30,1991-10-20,0,2019-09-30,BRANCH,1,SMART_OTP,State servant,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,43437.9875,30000000.0,1,74.625,1,0.0,LOGIN,0.0,0.0,0.0,-2.054342783442995
818221,921,1,1.0,"Flagged due to: transaction amount is 13.6x higher than historical average, and transaction amount covers 19.8x monthly average balance, and transaction amount is 7.3x higher than 30-day average transaction size.","TRANS_AMOUNT_Z_SCORE (+3.0016), BALANCE_COVERAGE_RATIO (+1.1706), TRANS_AMOUNT_VS_30D_AVG_RATIO (+1.0530)","VELOCITY_RATIO_AMOUNT_7D_VS_30D × TRANS_AMOUNT_VS_30D_AVG_RATIO (-0.4349), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.4145), TRANS_AMOUNT_Z_SCORE × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.3889)","TRANS_AMOUNT: 18,840,000.00 -> 9,712,524.38 (-9,127,475.62)",Transfer,Outside_bank,2019-08-31,Sat,10,1,18840000.0,1212,Android,190.233.xx.xx (HN),M,2019-03-29,2000-02-26,0,2019-04-25,BRANCH,1,SMART_OTP,Commercial associate,18840000.0,1,18840000.0,1,18840000.0,1,18840000.0,1,18840000.0,1,20655000.0,8,953659.868888889,1383250.0,32,8.541666666666666,1,999.0,LOGIN_FINGER,0.3333331111112593,15.0,0.402341092616018,-1.2757411228936448
