CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
88,1,0.00882457010447979,"Flagged due to: unusual transaction sequence position (transaction number: 6), and unusual activity in feature 'HIST_LOGIN_COUNT' (value: 437.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","TRANS_NO (+2.0294), HIST_LOGIN_COUNT (+0.4059), HIST_TRANS_COUNT (+0.3019)","TRANS_NO × SUM_AMOUNT_48H (+0.4252), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.1755), TRANS_NO × COUNT_30D (+0.1740)",HIST_LOGIN_COUNT: 437.00 -> 355.00 (-82.00),Transfer,Within_bank,2019-10-26,Sat,8,6,6101880.0,595587,iOS,144.244.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,7701880.0,2,7701880.0,2,7701880.0,2,12488320.0,5,136330074.0,39,576422012.0,146,8844481.102,4369996.853994491,363,1.625,1,741.0,LOGIN,0.4691075407526879,437.0,0.03889746598194539,-1.441169318574772
88,1,0.008541159331798553,"Flagged due to: unusual transaction sequence position (transaction number: 5), and unusual activity in feature 'HIST_LOGIN_COUNT' (value: 442.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","TRANS_NO (+1.7902), HIST_LOGIN_COUNT (+0.4403), HIST_TRANS_COUNT (+0.3538)","TRANS_NO × SUM_AMOUNT_48H (+0.2188), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.1845), TRANS_NO × HIST_LOGIN_COUNT (+0.1840)",HIST_LOGIN_COUNT: 442.00 -> 355.00 (-87.00),Transfer,Within_bank,2019-10-26,Sat,14,5,6242500.0,89735,iOS,90.38.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,7242500.0,2,7242500.0,2,14944380.0,4,19730820.0,7,110178574.0,33,578416512.0,146,8844481.102,4369996.853994491,363,0.25,3,747.0,LOGIN_FINGER,0.46832578125959773,442.0,0.03889746598194539,-1.441169318574772
88,1,0.5448497533798218,"Flagged due to: unusual transaction sequence position (transaction number: 6), and unusual activity in feature 'COUNT_1H' (value: 3.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","TRANS_NO (+2.1996), COUNT_1H (+0.8375), HIST_TRANS_COUNT (+0.4367)","TRANS_NO × SUM_AMOUNT_48H (+0.4675), HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2475), TRANS_NO × HIST_LOGIN_COUNT (+0.1797)",,Transfer,Within_bank,2019-10-31,Thu,15,6,9138500.0,896676,iOS,207.224.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,24192380.0,3,24192380.0,3,50757380.0,10,51597380.0,11,76922080.0,21,590014772.0,146,8844481.102,4369996.853994491,363,0.041666666666666664,10,3.0,LOGIN_FINGER,0.4704641250956936,474.0,0.03889746598194539,-1.441169318574772
88,1,0.01811238005757332,"Flagged due to: unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and unusual activity in feature 'HIST_LOGIN_COUNT' (value: 475.0), and high 24-hour transaction count (11 transfers).","HIST_TRANS_COUNT (+0.4056), HIST_LOGIN_COUNT (+0.3793), COUNT_24H (+0.3777)","TRANS_NO × SUM_AMOUNT_48H (-0.1524), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.1473), TRANS_NO × HIST_LOGIN_COUNT (+0.1405)",,Transfer,Within_bank,2019-10-31,Thu,16,3,7472000.0,810297,iOS,189.18.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,16610500.0,2,31664380.0,4,58229380.0,11,59069380.0,12,81552640.0,21,595461772.0,146,8844481.102,4369996.853994491,363,0.041666666666666664,11,4.0,LOGIN,0.47157893744044344,475.0,0.03889746598194539,-1.441169318574772
88,1,0.010229798033833504,"Flagged due to: high 24-hour transaction count (11 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 7-day transaction count (23 transfers).","COUNT_24H (+0.4298), HIST_TRANS_COUNT (+0.4056), COUNT_7D (+0.2528)","TRANS_NO × SUM_AMOUNT_48H (+0.1646), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.1347), TRANS_NO × HIST_LOGIN_COUNT (-0.1208)",,Transfer,Outside_bank,2019-10-31,Thu,17,1,10000000.0,906273,iOS,92.175.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,12000000.0,2,43664380.0,6,65229380.0,11,71069380.0,14,93552640.0,23,592485772.0,146,8844481.102,4369996.853994491,363,0.0,11,5.0,LOGIN,0.47169810331869805,477.0,0.03889746598194539,-1.441169318574772
88,1,0.011051224544644356,"Flagged due to: unusual activity in feature 'COUNT_1H' (value: 4.0), and high 24-hour transaction count (13 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_1H (+0.7642), COUNT_24H (+0.4163), HIST_TRANS_COUNT (+0.3413)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2045), COUNT_1H × SUM_AMOUNT_48H (+0.1800), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.1658)",COUNT_1H: 4.00 -> 3.00 (-1.00),Transfer,Outside_bank,2019-10-31,Thu,18,1,1600000.0,720914,iOS,45.185.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,16084000.0,4,32694500.0,6,69313380.0,13,75153380.0,16,97256640.0,24,596569772.0,148,8844481.102,4369996.853994491,363,0.041666666666666664,12,6.0,LOGIN,0.47181627407481685,479.0,0.03889746598194539,-1.441169318574772
88,1,0.011051224544644356,"Flagged due to: unusual activity in feature 'COUNT_1H' (value: 4.0), and high 24-hour transaction count (13 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_1H (+0.7642), COUNT_24H (+0.4163), HIST_TRANS_COUNT (+0.3413)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2045), COUNT_1H × SUM_AMOUNT_48H (+0.1800), TRANS_NO × SUM_AMOUNT_48H (+0.1648)",COUNT_1H: 4.00 -> 3.00 (-1.00),Transfer,Within_bank,2019-10-31,Thu,18,1,2484000.0,235354,iOS,46.161.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,16084000.0,4,32694500.0,6,69313380.0,13,75153380.0,16,97256640.0,24,596569772.0,148,8844481.102,4369996.853994491,363,0.0,13,6.0,LOGIN,0.47181627407481685,479.0,0.03889746598194539,-1.441169318574772
88,1,0.022425495088100433,"Flagged due to: high 24-hour transaction count (14 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 24-hour transaction volume sum (107,223,580.00).","COUNT_24H (+0.5135), HIST_TRANS_COUNT (+0.4122), SUM_AMOUNT_24H (+0.3180)","SUM_AMOUNT_1H × COUNT_24H (+0.1623), TRANS_NO × HIST_LOGIN_COUNT (-0.1264), COUNT_24H × HIST_LOGIN_COUNT (-0.1201)","SUM_AMOUNT_24H: 107,223,580.00 -> 45,574,513.48 (-61,649,066.52)",Transfer,Outside_bank,2019-11-01,Fri,7,1,37439000.0,711016,iOS,50.208.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,37439000.0,1,37439000.0,1,107223580.0,14,114711580.0,18,136814840.0,26,630521972.0,149,8844481.102,4369996.853994491,363,0.375,14,19.0,LOGIN_FINGER,0.4711934059425225,486.0,0.03889746598194539,-1.441169318574772
88,1,0.02816122956573963,"Flagged due to: high 24-hour transaction count (15 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 24-hour transaction volume sum (137,223,580.00).","COUNT_24H (+0.4971), HIST_TRANS_COUNT (+0.4221), SUM_AMOUNT_24H (+0.3750)","TRANS_NO × HIST_LOGIN_COUNT (-0.1261), COUNT_24H × HIST_LOGIN_COUNT (-0.1201), SUM_AMOUNT_1H × COUNT_24H (+0.1173)","SUM_AMOUNT_24H: 137,223,580.00 -> 45,574,443.90 (-91,649,136.10)",Transfer,Outside_bank,2019-11-01,Fri,8,1,30000000.0,325893,iOS,215.101.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,30000000.0,1,67439000.0,2,137223580.0,15,144711580.0,19,166814840.0,27,660521972.0,150,8844481.102,4369996.853994491,363,0.041666666666666664,15,20.0,LOGIN_FINGER,0.47131146575181426,488.0,0.03889746598194539,-1.441169318574772
88,1,0.8154270052909851,"Flagged due to: unusual transaction sequence position (transaction number: 7), and high 24-hour transaction count (16 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","TRANS_NO (+1.8892), COUNT_24H (+0.5519), HIST_TRANS_COUNT (+0.5018)","SUM_AMOUNT_1H × COUNT_24H (+0.1951), TRANS_NO × HIST_LOGIN_COUNT (+0.1842), COUNT_24H × SUM_AMOUNT_48H (+0.1450)",,Transfer,Within_bank,2019-11-01,Fri,9,7,11520000.0,73935,iOS,168.13.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,41520000.0,2,78959000.0,3,148743580.0,16,156231580.0,20,178334840.0,28,622041972.0,150,8844481.102,4369996.853994491,363,0.041666666666666664,16,21.0,LOGIN_FINGER,0.4714285618075804,490.0,0.03889746598194539,-1.441169318574772
88,1,0.07129687070846558,"Flagged due to: high 24-hour transaction count (16 transfers), and unusual activity in feature 'COUNT_1H' (value: 3.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_24H (+0.5656), COUNT_1H (+0.5234), HIST_TRANS_COUNT (+0.4063)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2045), COUNT_1H × SUM_AMOUNT_48H (-0.1698), SUM_AMOUNT_1H × COUNT_24H (+0.1650)",,Transfer,Outside_bank,2019-11-01,Fri,10,1,443850.0,182996,iOS,91.111.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,21373850.0,3,88812850.0,5,141385680.0,16,166085430.0,22,188188690.0,30,630395822.0,151,8844481.102,4369996.853994491,363,0.041666666666666664,15,22.0,LOGIN,0.4725050820263731,491.0,0.03889746598194539,-1.441169318574772
88,1,0.9391604661941528,"Flagged due to: unusual transaction sequence position (transaction number: 5), and unusual activity in feature 'COUNT_1H' (value: 3.0), and high 24-hour transaction count (16 transfers).","TRANS_NO (+1.8014), COUNT_1H (+0.6065), COUNT_24H (+0.5406)","TRANS_NO × SUM_AMOUNT_48H (+0.2681), HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2475), TRANS_NO × HIST_LOGIN_COUNT (+0.1842)",,Transfer,Within_bank,2019-11-01,Fri,10,5,9410000.0,513565,iOS,87.218.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,21373850.0,3,88812850.0,5,141385680.0,16,166085430.0,22,188188690.0,30,630395822.0,151,8844481.102,4369996.853994491,363,0.0,16,22.0,LOGIN,0.4725050820263731,491.0,0.03889746598194539,-1.441169318574772
88,1,0.02025933749973774,"Flagged due to: high 24-hour transaction count (16 transfers), and unusual activity in feature 'SUM_AMOUNT_48H' (value: 166545430.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_24H (+0.4813), SUM_AMOUNT_48H (+0.3554), HIST_TRANS_COUNT (+0.3486)","COUNT_24H × SUM_AMOUNT_48H (+0.1370), TRANS_NO × HIST_LOGIN_COUNT (-0.1274), COUNT_24H × HIST_LOGIN_COUNT (-0.1201)","SUM_AMOUNT_48H: 166,545,430.00 -> 107,999,948.79 (-58,545,481.21)",Transfer,Within_bank,2019-11-01,Fri,11,1,460000.0,937338,iOS,14.40.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,460000.0,1,51833850.0,5,140750430.0,16,166545430.0,23,188648690.0,31,630205822.0,151,8844481.102,4369996.853994491,363,0.041666666666666664,16,23.0,LOGIN_FINGER,0.4716599094805687,494.0,0.03889746598194539,-1.441169318574772
88,1,0.03031684271991253,"Flagged due to: high 24-hour transaction count (16 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and unusual activity in feature 'SUM_AMOUNT_48H' (value: 168145430.0).","COUNT_24H (+0.4813), HIST_TRANS_COUNT (+0.4063), SUM_AMOUNT_48H (+0.3625)","COUNT_24H × SUM_AMOUNT_48H (+0.1370), TRANS_NO × HIST_LOGIN_COUNT (-0.1274), COUNT_24H × HIST_LOGIN_COUNT (-0.1201)","SUM_AMOUNT_48H: 168,145,430.00 -> 107,999,951.24 (-60,145,478.76)",Transfer,Outside_bank,2019-11-01,Fri,12,1,1600000.0,621413,iOS,25.245.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,2060000.0,2,23433850.0,5,140740430.0,16,168145430.0,24,190248690.0,32,631805822.0,152,8844481.102,4369996.853994491,363,0.041666666666666664,16,24.0,LOGIN_FINGER,0.4717741840368108,496.0,0.03889746598194539,-1.441169318574772
88,1,0.010340576060116291,"Flagged due to: high 24-hour transaction count (11 transfers), and unusual activity in feature 'SUM_AMOUNT_48H' (value: 162805430.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_24H (+0.4533), SUM_AMOUNT_48H (+0.3442), HIST_TRANS_COUNT (+0.3387)","COUNT_24H × SUM_AMOUNT_48H (+0.1370), TRANS_NO × HIST_LOGIN_COUNT (-0.1336), COUNT_24H × HIST_LOGIN_COUNT (-0.1201)","COUNT_24H: 11.00 -> 4.00 (-7.00), SUM_AMOUNT_48H: 162,805,430.00 -> 150,499,951.46 (-12,305,478.54)",Transfer,Within_bank,2019-11-01,Fri,18,1,500000.0,832548,iOS,194.249.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,500000.0,1,500000.0,1,97576050.0,11,162805430.0,22,190748690.0,33,612497822.0,149,8844481.102,4369996.853994491,363,0.25,11,30.0,LOGIN_FINGER,0.47105787482918415,501.0,0.03889746598194539,-1.441169318574772
88,1,0.022008802741765976,"Flagged due to: unusual activity in feature 'SUM_AMOUNT_48H' (value: 181157430.0), and high 24-hour transaction count (8 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","SUM_AMOUNT_48H (+0.8197), COUNT_24H (+0.4920), HIST_TRANS_COUNT (+0.3877)","TRANS_NO × SUM_AMOUNT_48H (-0.2074), COUNT_24H × SUM_AMOUNT_48H (+0.1566), COUNT_7D × DAYS_SINCE_LAST_TRANS (-0.1469)","SUM_AMOUNT_48H: 181,157,430.00 -> 107,999,928.04 (-73,157,501.96)",Transfer,Outside_bank,2019-11-02,Sat,8,1,20000000.0,433352,iOS,184.68.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,20000000.0,1,20000000.0,1,73933850.0,8,181157430.0,22,210748690.0,34,626623622.0,148,8844481.102,4369996.853994491,363,0.5833333333333334,8,44.0,LOGIN_FINGER,0.4712871193804531,505.0,0.03889746598194539,-1.441169318574772
88,1,0.03295258432626724,"Flagged due to: unusual activity in feature 'SUM_AMOUNT_48H' (value: 183195430.0), and high 24-hour transaction count (8 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","SUM_AMOUNT_48H (+0.8669), COUNT_24H (+0.5473), HIST_TRANS_COUNT (+0.3762)","TRANS_NO × SUM_AMOUNT_48H (-0.2019), SUM_AMOUNT_24H × COUNT_48H (+0.1834), SUM_AMOUNT_1H × COUNT_24H (+0.1650)","SUM_AMOUNT_48H: 183,195,430.00 -> 107,999,898.67 (-75,195,531.33)",Transfer,Outside_bank,2019-11-02,Sat,9,1,2038000.0,389344,iOS,186.142.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,22038000.0,2,22038000.0,2,45971850.0,8,183195430.0,23,205084810.0,33,628661622.0,149,8844481.102,4369996.853994491,363,0.041666666666666664,8,45.0,LOGIN,0.47233200647565204,506.0,0.03889746598194539,-1.441169318574772
88,1,0.05148686096072197,"Flagged due to: unusual activity in feature 'SUM_AMOUNT_48H' (value: 184908430.0), and high 24-hour transaction count (6 transfers), and unusual transaction sequence position (transaction number: 3).","SUM_AMOUNT_48H (+1.0792), COUNT_24H (+0.3726), TRANS_NO (+0.3626)","SUM_AMOUNT_24H × COUNT_48H (+0.1834), TRANS_NO × SUM_AMOUNT_48H (+0.1614), TRANS_NO × HIST_LOGIN_COUNT (+0.1508)","SUM_AMOUNT_48H: 184,908,430.00 -> 107,999,921.94 (-76,908,508.06)",Transfer,Within_bank,2019-11-02,Sat,11,3,20020000.0,607366,iOS,13.85.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,20020000.0,1,42058000.0,3,44618000.0,6,184908430.0,21,225104810.0,34,633276622.0,149,8844481.102,4369996.853994491,363,0.08333333333333333,6,47.0,LOGIN,0.4724409355818714,508.0,0.03889746598194539,-1.441169318574772
88,1,0.021190930157899857,"Flagged due to: unusual activity in feature 'SUM_AMOUNT_48H' (value: 190131930.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 24-hour transaction count (6 transfers).","SUM_AMOUNT_48H (+0.8887), HIST_TRANS_COUNT (+0.3762), COUNT_24H (+0.3513)","TRANS_NO × SUM_AMOUNT_48H (-0.2019), SUM_AMOUNT_24H × COUNT_48H (+0.1834), COUNT_24H × SUM_AMOUNT_48H (+0.1393)","SUM_AMOUNT_48H: 190,131,930.00 -> 107,999,858.35 (-82,132,071.65)",Transfer,Outside_bank,2019-11-02,Sat,13,1,3883500.0,870394,iOS,68.67.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,6833500.0,2,26853500.0,3,49391500.0,6,190131930.0,22,231938310.0,36,625631166.0,149,8844481.102,4369996.853994491,363,0.08333333333333333,5,49.0,LOGIN_FINGER,0.4716242569153766,511.0,0.03889746598194539,-1.441169318574772
88,1,0.021815115585923195,"Flagged due to: unusual activity in feature 'SUM_AMOUNT_48H' (value: 190131930.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0), and high 24-hour transaction count (6 transfers).","SUM_AMOUNT_48H (+0.8755), HIST_TRANS_COUNT (+0.3762), COUNT_24H (+0.3513)","TRANS_NO × SUM_AMOUNT_48H (-0.2374), SUM_AMOUNT_24H × COUNT_48H (+0.1834), COUNT_24H × SUM_AMOUNT_48H (+0.1393)","SUM_AMOUNT_48H: 190,131,930.00 -> 107,999,858.35 (-82,132,071.65)",Transfer,Within_bank,2019-11-02,Sat,13,2,2950000.0,409899,iOS,138.122.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,6833500.0,2,26853500.0,3,49391500.0,6,190131930.0,22,231938310.0,36,625631166.0,149,8844481.102,4369996.853994491,363,0.0,6,49.0,LOGIN_FINGER,0.4716242569153766,511.0,0.03889746598194539,-1.441169318574772
88,1,0.005807561334222555,"Flagged due to: unusual activity in feature 'COUNT_1H' (value: 3.0), and high 24-hour transaction count (7 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_1H (+0.7962), COUNT_24H (+0.3528), HIST_TRANS_COUNT (+0.3472)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2475), COUNT_1H × SUM_AMOUNT_48H (+0.1875), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.1658)",,Transfer,Outside_bank,2019-11-04,Mon,10,2,20767525.0,215924,iOS,233.133.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,29788525.0,3,29788525.0,3,41812525.0,7,68666025.0,10,263308335.0,39,627519961.0,143,8844481.102,4369996.853994491,363,0.0,7,94.0,LOGIN,0.47318006756360026,522.0,0.03889746598194539,-1.441169318574772
88,1,0.8894866108894348,"Flagged due to: unusual transaction sequence position (transaction number: 5), and unusual activity in feature 'COUNT_1H' (value: 3.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","TRANS_NO (+1.9632), COUNT_1H (+0.7460), HIST_TRANS_COUNT (+0.4783)","TRANS_NO × SUM_AMOUNT_48H (+0.3361), HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2337), TRANS_NO × HIST_LOGIN_COUNT (+0.2150)",,Transfer,Outside_bank,2019-11-06,Wed,9,5,37510000.0,88868,iOS,204.26.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,41798000.0,3,41798000.0,3,73862000.0,8,116977525.0,15,346538455.0,49,699978961.0,150,8844481.102,4369996.853994491,363,0.041666666666666664,7,141.0,LOGIN_FINGER,0.4734917646528014,547.0,0.03889746598194539,-1.441169318574772
88,1,0.04227063059806824,"Flagged due to: unusual activity in feature 'COUNT_1H' (value: 3.0), and high 24-hour transaction count (8 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_1H (+0.6667), COUNT_24H (+0.4704), HIST_TRANS_COUNT (+0.3828)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2045), TRANS_NO × HIST_LOGIN_COUNT (-0.1470), SUM_AMOUNT_1H × COUNT_24H (+0.1420)",,Transfer,Within_bank,2019-11-06,Wed,9,1,2400000.0,401291,iOS,112.232.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,41798000.0,3,41798000.0,3,73862000.0,8,116977525.0,15,346538455.0,49,699978961.0,150,8844481.102,4369996.853994491,363,0.0,8,141.0,LOGIN_FINGER,0.4734917646528014,547.0,0.03889746598194539,-1.441169318574772
88,1,0.09759867936372757,"Flagged due to: unusual activity in feature 'COUNT_1H' (value: 3.0), and high 24-hour transaction count (8 transfers), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","COUNT_1H (+0.7881), COUNT_24H (+0.4838), HIST_TRANS_COUNT (+0.4269)","HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2475), TRANS_NO × HIST_LOGIN_COUNT (-0.1458), SUM_AMOUNT_1H × COUNT_24H (+0.1420)",,Transfer,Outside_bank,2019-11-06,Wed,10,2,13200000.0,609523,iOS,229.11.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,53110000.0,3,54998000.0,4,70282000.0,8,125246525.0,15,359738455.0,50,713178961.0,151,8844481.102,4369996.853994491,363,0.041666666666666664,8,142.0,LOGIN_FINGER,0.4734917646528014,547.0,0.03889746598194539,-1.441169318574772
88,1,0.03351006284356117,"Flagged due to: unusual transaction sequence position (transaction number: 5), and unusual activity in feature 'COUNT_1H' (value: 3.0), and unusual activity in feature 'HIST_LOGIN_COUNT' (value: 570.0).","TRANS_NO (+1.8210), COUNT_1H (+0.7129), HIST_LOGIN_COUNT (+0.3666)","TRANS_NO × SUM_AMOUNT_48H (+0.2346), HIST_AVG_TRANS_AMOUNT × COUNT_1H (+0.2045), TRANS_NO × HIST_LOGIN_COUNT (+0.1840)",,Transfer,Within_bank,2019-11-07,Thu,16,5,6320000.0,637328,iOS,69.61.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,9808000.0,3,17464000.0,5,20182000.0,7,82864000.0,14,329523075.0,47,707750739.0,150,8844481.102,4369996.853994491,363,0.041666666666666664,7,172.0,LOGIN,0.47543858815020024,570.0,0.03889746598194539,-1.441169318574772
88,1,0.006115734111517668,"Flagged due to: unusual transaction sequence position (transaction number: 6), and unusual activity in feature 'HIST_LOGIN_COUNT' (value: 634.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","TRANS_NO (+1.8520), HIST_LOGIN_COUNT (+0.4018), HIST_TRANS_COUNT (+0.3561)","TRANS_NO × SUM_AMOUNT_48H (+0.4303), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.2147), TRANS_NO × COUNT_30D (-0.1441)",HIST_LOGIN_COUNT: 634.00 -> 419.00 (-215.00),Transfer,Outside_bank,2019-11-27,Wed,8,6,42000000.0,581381,iOS,10.16.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,42000000.0,1,42000000.0,1,45100000.0,4,45100000.0,4,57883900.0,6,470143187.0,76,8844481.102,4369996.853994491,363,0.5416666666666666,4,644.0,LOGIN,0.47791797353441684,634.0,0.03889746598194539,-1.441169318574772
88,1,0.013775591738522053,"Flagged due to: unusual transaction sequence position (transaction number: 14), and unusual activity in feature 'HIST_LOGIN_COUNT' (value: 657.0), and amount is 12.9x higher than customer's average transaction size.","TRANS_NO (+1.8273), HIST_LOGIN_COUNT (+0.4686), TRANS_AMOUNT_Z_SCORE (+0.3775)","TRANS_NO × SUM_AMOUNT_48H (+0.4146), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.2057), TRANS_NO × COUNT_30D (-0.1441)",HIST_LOGIN_COUNT: 657.00 -> 245.00 (-412.00),Transfer,Outside_bank,2019-12-09,Mon,11,14,56520000.0,483817,iOS,41.119.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,56520000.0,1,56520000.0,1,56520000.0,1,56520000.0,1,96520000.0,2,171756852.0,15,8844481.102,4369996.853994491,363,6.125,1,935.0,LOGIN_FINGER,0.477929977504871,657.0,0.03889746598194539,-1.441169318574772
88,1,0.012216093949973583,"Flagged due to: unusual transaction sequence position (transaction number: 8), and unusual activity in feature 'HIST_LOGIN_COUNT' (value: 694.0), and unusual activity in feature 'HIST_TRANS_COUNT' (value: 363.0).","TRANS_NO (+1.7580), HIST_LOGIN_COUNT (+0.4805), HIST_TRANS_COUNT (+0.3782)","TRANS_NO × SUM_AMOUNT_48H (+0.4035), SUM_AMOUNT_1H × SUM_AMOUNT_48H (+0.2147), TRANS_NO × HIST_LOGIN_COUNT (+0.1507)",HIST_LOGIN_COUNT: 694.00 -> 345.00 (-349.00),Transfer,Outside_bank,2019-12-25,Wed,10,8,50600000.0,50420,iOS,235.151.xx.xx (CT),F,2019-07-15,1997-07-05,0,2019-09-03,BRANCH,1,SMART_OTP,50600000.0,1,50600000.0,1,58600000.0,3,59690000.0,5,61280000.0,11,207759030.0,23,8844481.102,4369996.853994491,363,0.7916666666666666,3,1318.0,LOGIN_FINGER,0.47838616025380176,694.0,0.03889746598194539,-1.441169318574772
